ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,originalRightId
Iron Hill Shirt Tail Amber,Iron Hill Maple Shade,Amber Ale,4.40 %,Shirt Tail Amber,Okanagan Spring Brewery &#40; Sapporo &#41;,American Amber / Red Ale,5 %,"('Beer_Name', 'Style')",1@2740
Iron Hill Shirt Tail Amber,Iron Hill Maple Shade,Amber Ale,4.40 %,Shirt Tail Amber,Iron Hill Brewery & Restaurant,American Amber / Red Ale,5 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')",1@2740
Iron Hill Shirt Tail Amber,Iron Hill Maple Shade,Amber Ale,4.40 %,Shirt Tail Amber,Okanagan Spring Brewery &#40; Sapporo &#41;,American Amber / Red Ale,4.40 %,"('Beer_Name', 'Style', 'ABV')",1@2740
Iron Hill Shirt Tail Amber,Iron Hill Maple Shade,Amber Ale,4.40 %,Shirt Tail Amber,Spiteful Brewing,American Amber / Red Ale,6 %,"('Beer_Name', 'Style')",1@521
Iron Hill Shirt Tail Amber,Iron Hill Maple Shade,Amber Ale,4.40 %,Shirt Tail Amber,Iron Hill Brewery & Restaurant,American Amber / Red Ale,6 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')",1@521
Iron Hill Shirt Tail Amber,Iron Hill Maple Shade,Amber Ale,4.40 %,Shirt Tail Amber,Spiteful Brewing,American Amber / Red Ale,4.40 %,"('Beer_Name', 'Style', 'ABV')",1@521
Iron Hill Shirt Tail Amber,Iron Hill Maple Shade,Amber Ale,4.40 %,Shirt Tail Amber,Pike Brewing Company,American Amber / Red Ale,4.60 %,"('Beer_Name', 'Style')",1@1650
Iron Hill Shirt Tail Amber,Iron Hill Maple Shade,Amber Ale,4.40 %,Shirt Tail Amber,Iron Hill Brewery & Restaurant,American Amber / Red Ale,4.60 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')",1@1650
Iron Hill Shirt Tail Amber,Iron Hill Maple Shade,Amber Ale,4.40 %,Shirt Tail Amber,Pike Brewing Company,American Amber / Red Ale,4.40 %,"('Beer_Name', 'Style', 'ABV')",1@1650
Crooked Eye Regimental 80 Scottish Ale,Crooked Eye Brewery,Scottish Ale,4.70 %,Capitol City Amber Waves Ale,Capitol City Brewing Company,American Amber / Red Ale,5.60 %,"('Style',)",1@1177
Crooked Eye Regimental 80 Scottish Ale,Crooked Eye Brewery,Scottish Ale,4.70 %,Regimental 80 Scottish Ale,Capitol City Brewing Company,American Amber / Red Ale,5.60 %,"('Beer_Name', 'Style')",1@1177
Crooked Eye Regimental 80 Scottish Ale,Crooked Eye Brewery,Scottish Ale,4.70 %,Capitol City Amber Waves Ale,Crooked Eye Brewery,American Amber / Red Ale,5.60 %,"('Brew_Factory_Name', 'Style')",1@1177
Crooked Eye Regimental 80 Scottish Ale,Crooked Eye Brewery,Scottish Ale,4.70 %,Capitol City Amber Waves Ale,Capitol City Brewing Company,American Amber / Red Ale,4.70 %,"('Style', 'ABV')",1@1177
Crooked Eye Regimental 80 Scottish Ale,Crooked Eye Brewery,Scottish Ale,4.70 %,Regimental 80 Scottish Ale,Crooked Eye Brewery,American Amber / Red Ale,5.60 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')",1@1177
Crooked Eye Regimental 80 Scottish Ale,Crooked Eye Brewery,Scottish Ale,4.70 %,Regimental 80 Scottish Ale,Crooked Eye Brewery,Amber Ale,4.70 %,"('Beer_Name', 'Brew_Factory_Name', 'ABV')",1@1177
Crooked Eye Regimental 80 Scottish Ale,Crooked Eye Brewery,Scottish Ale,4.70 %,Regimental 80 Scottish Ale,Capitol City Brewing Company,American Amber / Red Ale,4.70 %,"('Beer_Name', 'Style', 'ABV')",1@1177
Crooked Eye Regimental 80 Scottish Ale,Crooked Eye Brewery,Scottish Ale,4.70 %,Capitol City Amber Waves Ale,Crooked Eye Brewery,American Amber / Red Ale,4.70 %,"('Brew_Factory_Name', 'Style', 'ABV')",1@1177
Crooked Eye Regimental 80 Scottish Ale,Crooked Eye Brewery,Scottish Ale,4.70 %,Regimental 80 Scottish Ale,Hillcrest Brewing Company,American Amber / Red Ale,8 %,"('Beer_Name', 'Style')",1@1048
Crooked Eye Regimental 80 Scottish Ale,Crooked Eye Brewery,Scottish Ale,4.70 %,Regimental 80 Scottish Ale,Crooked Eye Brewery,American Amber / Red Ale,8 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')",1@1048
Crooked Eye Regimental 80 Scottish Ale,Crooked Eye Brewery,Scottish Ale,4.70 %,Regimental 80 Scottish Ale,Crooked Eye Brewery,Imperial IPA,4.70 %,"('Beer_Name', 'Brew_Factory_Name', 'ABV')",1@1048
Crooked Eye Regimental 80 Scottish Ale,Crooked Eye Brewery,Scottish Ale,4.70 %,Regimental 80 Scottish Ale,Hillcrest Brewing Company,American Amber / Red Ale,4.70 %,"('Beer_Name', 'Style', 'ABV')",1@1048
Crooked Eye Regimental 80 Scottish Ale,Crooked Eye Brewery,Scottish Ale,4.70 %,Regimental 80 Scottish Ale,Birra Amarcord,American Amber / Red Ale,6.60 %,"('Beer_Name', 'Style')",1@1394
Crooked Eye Regimental 80 Scottish Ale,Crooked Eye Brewery,Scottish Ale,4.70 %,Regimental 80 Scottish Ale,Crooked Eye Brewery,American Amber / Red Ale,6.60 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')",1@1394
Crooked Eye Regimental 80 Scottish Ale,Crooked Eye Brewery,Scottish Ale,4.70 %,Regimental 80 Scottish Ale,Crooked Eye Brewery,Amber Ale,4.70 %,"('Beer_Name', 'Brew_Factory_Name', 'ABV')",1@1394
Crooked Eye Regimental 80 Scottish Ale,Crooked Eye Brewery,Scottish Ale,4.70 %,Regimental 80 Scottish Ale,Birra Amarcord,American Amber / Red Ale,4.70 %,"('Beer_Name', 'Style', 'ABV')",1@1394
Unite Red Rye Ale,The Pike Brewing Company,American Amber / Red Ale,4.60 %,Pike Unite Red Rye Ale,Iron Hill Brewery & Restaurant,Amber Ale,4.40 %,"('Beer_Name', 'Style')",0@2506
Unite Red Rye Ale,The Pike Brewing Company,American Amber / Red Ale,4.60 %,Pike Unite Red Rye Ale,Pike Brewing Company,Amber Ale,4.40 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')",0@2506
Unite Red Rye Ale,The Pike Brewing Company,American Amber / Red Ale,4.60 %,Pike Unite Red Rye Ale,Iron Hill Brewery & Restaurant,Amber Ale,4.60 %,"('Beer_Name', 'Style', 'ABV')",0@2506
Pike Unite Red Rye Ale,Pike Brewing Company,Amber Ale,4.60 %,Unite Red Rye Ale,Falling Sky Brewing,American Amber / Red Ale,6.30 %,"('Beer_Name', 'Style')",1@72
Pike Unite Red Rye Ale,Pike Brewing Company,Amber Ale,4.60 %,Unite Red Rye Ale,The Pike Brewing Company,American Amber / Red Ale,6.30 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')",1@72
Pike Unite Red Rye Ale,Pike Brewing Company,Amber Ale,4.60 %,Unite Red Rye Ale,Falling Sky Brewing,American Amber / Red Ale,4.60 %,"('Beer_Name', 'Style', 'ABV')",1@72
Pike Unite Red Rye Ale,Pike Brewing Company,Amber Ale,4.60 %,Unite Red Rye Ale,Hale_s Ales,American Amber / Red Ale,4.80 %,"('Beer_Name', 'Style')",1@1181
Pike Unite Red Rye Ale,Pike Brewing Company,Amber Ale,4.60 %,Unite Red Rye Ale,The Pike Brewing Company,American Amber / Red Ale,4.80 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')",1@1181
Pike Unite Red Rye Ale,Pike Brewing Company,Amber Ale,4.60 %,Unite Red Rye Ale,Hale_s Ales,American Amber / Red Ale,4.60 %,"('Beer_Name', 'Style', 'ABV')",1@1181
Amber Waves Ale,Capitol City Brewing,American Amber / Red Ale,5.40 %,Capitol City Amber Waves Ale,Crazy Mountain Brewing Company,Amber Ale,6.00 %,"('Beer_Name', 'Style')",0@294
Amber Waves Ale,Capitol City Brewing,American Amber / Red Ale,5.40 %,Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,6.00 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')",0@294
Amber Waves Ale,Capitol City Brewing,American Amber / Red Ale,5.40 %,Capitol City Amber Waves Ale,Crazy Mountain Brewing Company,Amber Ale,5.60 %,"('Beer_Name', 'Style', 'ABV')",0@294
Amber Waves Ale,Capitol City Brewing,American Amber / Red Ale,5.40 %,Capitol City Amber Waves Ale,Crooked Eye Brewery,Amber Ale,4.70 %,"('Beer_Name', 'Style')",0@3035
Amber Waves Ale,Capitol City Brewing,American Amber / Red Ale,5.40 %,Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,4.70 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')",0@3035
Amber Waves Ale,Capitol City Brewing,American Amber / Red Ale,5.40 %,Capitol City Amber Waves Ale,Crooked Eye Brewery,Amber Ale,5.60 %,"('Beer_Name', 'Style', 'ABV')",0@3035
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Amber Waves Ale,Kuhnhenn Brewing,American Amber / Red Ale,6 %,"('Beer_Name', 'Style')",1@2736
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Amber Waves Ale,Capitol City Brewing,American Amber / Red Ale,6 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')",1@2736
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Amber Waves Ale,Kuhnhenn Brewing,American Amber / Red Ale,5.40 %,"('Beer_Name', 'Style', 'ABV')",1@2736
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Amber Waves Ale,Crazy Mountain Brewing Company,American Amber / Red Ale,6 %,"('Beer_Name', 'Style')",1@1586
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Amber Waves Ale,Capitol City Brewing,American Amber / Red Ale,6 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')",1@1586
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Amber Waves Ale,Crazy Mountain Brewing Company,American Amber / Red Ale,5.40 %,"('Beer_Name', 'Style', 'ABV')",1@1586
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Amber Waves Ale,Kauai Island Brewing Company,American Amber / Red Ale,5.80 %,"('Beer_Name', 'Style')",1@2933
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Amber Waves Ale,Capitol City Brewing,American Amber / Red Ale,5.80 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')",1@2933
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Amber Waves Ale,Kauai Island Brewing Company,American Amber / Red Ale,5.40 %,"('Beer_Name', 'Style', 'ABV')",1@2933
Yalobusha Copperhead Amber Ale,Yalobusha Brewing Company,Amber Ale,5.60 %,Copperhead Amber Ale,Iron Hill Maple Shade,American Amber / Red Ale,4.40 %,"('Beer_Name', 'Style')",1@1242
Yalobusha Copperhead Amber Ale,Yalobusha Brewing Company,Amber Ale,5.60 %,Copperhead Amber Ale,Yalobusha Brewing Company,American Amber / Red Ale,4.40 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')",1@1242
Yalobusha Copperhead Amber Ale,Yalobusha Brewing Company,Amber Ale,5.60 %,Copperhead Amber Ale,Iron Hill Maple Shade,American Amber / Red Ale,5.65 %,"('Beer_Name', 'Style', 'ABV')",1@1242
Yalobusha Copperhead Amber Ale,Yalobusha Brewing Company,Amber Ale,5.60 %,Copperhead Amber Ale,Genesee Brewing Company &#40; North American Breweries &#41;,American Amber / Red Ale,5 %,"('Beer_Name', 'Style')",1@418
Yalobusha Copperhead Amber Ale,Yalobusha Brewing Company,Amber Ale,5.60 %,Copperhead Amber Ale,Yalobusha Brewing Company,American Amber / Red Ale,5 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')",1@418
Yalobusha Copperhead Amber Ale,Yalobusha Brewing Company,Amber Ale,5.60 %,Copperhead Amber Ale,Genesee Brewing Company &#40; North American Breweries &#41;,American Amber / Red Ale,5.65 %,"('Beer_Name', 'Style', 'ABV')",1@418
John Harvards Oatmeal Amber Ale,John Harvard_s Brewhouse &#40; Corporate Office &#41;,Amber Ale,6.50 %,Oatmeal Amber Ale,Spiteful Brewing,American Amber / Red Ale,6 %,"('Beer_Name', 'Style')",1@521
John Harvards Oatmeal Amber Ale,John Harvard_s Brewhouse &#40; Corporate Office &#41;,Amber Ale,6.50 %,Oatmeal Amber Ale,Ornery Beer Company Public House,American Amber / Red Ale,6 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')",1@521
John Harvards Oatmeal Amber Ale,John Harvard_s Brewhouse &#40; Corporate Office &#41;,Amber Ale,6.50 %,Oatmeal Amber Ale,Spiteful Brewing,American Amber / Red Ale,5.70 %,"('Beer_Name', 'Style', 'ABV')",1@521
John Harvards Oatmeal Amber Ale,John Harvard_s Brewhouse &#40; Corporate Office &#41;,Amber Ale,6.50 %,Oatmeal Amber Ale,The Cambridge House,American Amber / Red Ale,6 %,"('Beer_Name', 'Style')",1@1267
John Harvards Oatmeal Amber Ale,John Harvard_s Brewhouse &#40; Corporate Office &#41;,Amber Ale,6.50 %,Oatmeal Amber Ale,Ornery Beer Company Public House,American Amber / Red Ale,6 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')",1@1267
John Harvards Oatmeal Amber Ale,John Harvard_s Brewhouse &#40; Corporate Office &#41;,Amber Ale,6.50 %,Oatmeal Amber Ale,The Cambridge House,American Amber / Red Ale,5.70 %,"('Beer_Name', 'Style', 'ABV')",1@1267
Sacramento River Otter Ale,Sacramento Brewing Company,English Pale Ale,5.50 %,River Otter Ale,Northampton Brewing Co. &#40; NB &#41;,American Amber / Red Ale,4.50 %,"('Beer_Name', 'Style')",1@2525
Sacramento River Otter Ale,Sacramento Brewing Company,English Pale Ale,5.50 %,River Otter Ale,Union Station Brewery,American Amber / Red Ale,4.50 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')",1@2525
Sacramento River Otter Ale,Sacramento Brewing Company,English Pale Ale,5.50 %,River Otter Ale,Northampton Brewing Co. &#40; NB &#41;,American Amber / Red Ale,5.10 %,"('Beer_Name', 'Style', 'ABV')",1@2525
Sacramento River Otter Ale,Sacramento Brewing Company,English Pale Ale,5.50 %,River Otter Ale,Ipswich Ale Brewery,American Amber / Red Ale,-,"('Beer_Name', 'Style')",1@155
Sacramento River Otter Ale,Sacramento Brewing Company,English Pale Ale,5.50 %,River Otter Ale,Union Station Brewery,American Amber / Red Ale,-,"('Beer_Name', 'Brew_Factory_Name', 'Style')",1@155
Sacramento River Otter Ale,Sacramento Brewing Company,English Pale Ale,5.50 %,River Otter Ale,Ipswich Ale Brewery,American Amber / Red Ale,5.10 %,"('Beer_Name', 'Style', 'ABV')",1@155
Sacramento River Otter Ale,Sacramento Brewing Company,English Pale Ale,5.50 %,River Otter Ale,RÃ ¥ danÃ $ s Bryggeri,American Amber / Red Ale,5 %,"('Beer_Name', 'Style')",1@1083
Sacramento River Otter Ale,Sacramento Brewing Company,English Pale Ale,5.50 %,River Otter Ale,Union Station Brewery,American Amber / Red Ale,5 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')",1@1083
Sacramento River Otter Ale,Sacramento Brewing Company,English Pale Ale,5.50 %,River Otter Ale,RÃ ¥ danÃ $ s Bryggeri,American Amber / Red Ale,5.10 %,"('Beer_Name', 'Style', 'ABV')",1@1083
Big Red Balls,Hillcrest Brewing Company,American Amber / Red Ale,8.00 %,Hillcrest Big Red Balls,Crooked Eye Brewery,Imperial IPA,4.70 %,"('Beer_Name', 'Style')",0@3035
Big Red Balls,Hillcrest Brewing Company,American Amber / Red Ale,8.00 %,Hillcrest Big Red Balls,Hillcrest Brewing Company,Imperial IPA,4.70 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')",0@3035
Big Red Balls,Hillcrest Brewing Company,American Amber / Red Ale,8.00 %,Hillcrest Big Red Balls,Crooked Eye Brewery,Imperial IPA,8 %,"('Beer_Name', 'Style', 'ABV')",0@3035
Hillcrest Big Red Balls,Hillcrest Brewing Company,Imperial IPA,8 %,Big Red Balls,Okanagan Spring Brewery &#40; Sapporo &#41;,American Amber / Red Ale,5 %,"('Beer_Name', 'Style')",1@2740
Hillcrest Big Red Balls,Hillcrest Brewing Company,Imperial IPA,8 %,Big Red Balls,Hillcrest Brewing Company,American Amber / Red Ale,5 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')",1@2740
Hillcrest Big Red Balls,Hillcrest Brewing Company,Imperial IPA,8 %,Big Red Balls,Okanagan Spring Brewery &#40; Sapporo &#41;,American Amber / Red Ale,8.00 %,"('Beer_Name', 'Style', 'ABV')",1@2740
Hillcrest Big Red Balls,Hillcrest Brewing Company,Imperial IPA,8 %,Viola Rossa,Birra Amarcord,American Amber / Red Ale,6.60 %,"('Style',)",1@1394
Hillcrest Big Red Balls,Hillcrest Brewing Company,Imperial IPA,8 %,Big Red Balls,Birra Amarcord,American Amber / Red Ale,6.60 %,"('Beer_Name', 'Style')",1@1394
Hillcrest Big Red Balls,Hillcrest Brewing Company,Imperial IPA,8 %,Viola Rossa,Hillcrest Brewing Company,American Amber / Red Ale,6.60 %,"('Brew_Factory_Name', 'Style')",1@1394
Hillcrest Big Red Balls,Hillcrest Brewing Company,Imperial IPA,8 %,Viola Rossa,Birra Amarcord,American Amber / Red Ale,8.00 %,"('Style', 'ABV')",1@1394
Hillcrest Big Red Balls,Hillcrest Brewing Company,Imperial IPA,8 %,Big Red Balls,Hillcrest Brewing Company,American Amber / Red Ale,6.60 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')",1@1394
Hillcrest Big Red Balls,Hillcrest Brewing Company,Imperial IPA,8 %,Big Red Balls,Birra Amarcord,American Amber / Red Ale,8.00 %,"('Beer_Name', 'Style', 'ABV')",1@1394
Hillcrest Big Red Balls,Hillcrest Brewing Company,Imperial IPA,8 %,Viola Rossa,Hillcrest Brewing Company,American Amber / Red Ale,8.00 %,"('Brew_Factory_Name', 'Style', 'ABV')",1@1394
Hillcrest Big Red Balls,Hillcrest Brewing Company,Imperial IPA,8 %,Big Red Balls,Crazy Mountain Brewing Company,American Amber / Red Ale,6 %,"('Beer_Name', 'Style')",1@1586
Hillcrest Big Red Balls,Hillcrest Brewing Company,Imperial IPA,8 %,Crazy Mountain Boohai Red Ale &#40; Kura Koa &#41;,Hillcrest Brewing Company,American Amber / Red Ale,6 %,"('Brew_Factory_Name', 'Style')",1@1586
Hillcrest Big Red Balls,Hillcrest Brewing Company,Imperial IPA,8 %,Big Red Balls,Hillcrest Brewing Company,American Amber / Red Ale,6 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')",1@1586
Hillcrest Big Red Balls,Hillcrest Brewing Company,Imperial IPA,8 %,Big Red Balls,Crazy Mountain Brewing Company,American Amber / Red Ale,8.00 %,"('Beer_Name', 'Style', 'ABV')",1@1586
Hillcrest Big Red Balls,Hillcrest Brewing Company,Imperial IPA,8 %,Crazy Mountain Boohai Red Ale &#40; Kura Koa &#41;,Hillcrest Brewing Company,American Amber / Red Ale,8.00 %,"('Brew_Factory_Name', 'Style', 'ABV')",1@1586
Catawba Valley Revenuers Red Ale,Catawba Valley Brewing Company,Irish Ale,5.20 %,Revenuers Red Ale,Kauai Island Brewing Company,American Amber / Red Ale,5.80 %,"('Beer_Name', 'Style')",1@2933
Catawba Valley Revenuers Red Ale,Catawba Valley Brewing Company,Irish Ale,5.20 %,Kauai Island Cane Fire Red,Kauai Island Brewing Company,American Amber / Red Ale,5.20 %,"('Style', 'ABV')",1@2933
Catawba Valley Revenuers Red Ale,Catawba Valley Brewing Company,Irish Ale,5.20 %,Revenuers Red Ale,Catawba Brewing Co. .,American Amber / Red Ale,5.80 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')",1@2933
Catawba Valley Revenuers Red Ale,Catawba Valley Brewing Company,Irish Ale,5.20 %,Revenuers Red Ale,Catawba Brewing Co. .,Amber Ale,5.20 %,"('Beer_Name', 'Brew_Factory_Name', 'ABV')",1@2933
Catawba Valley Revenuers Red Ale,Catawba Valley Brewing Company,Irish Ale,5.20 %,Revenuers Red Ale,Kauai Island Brewing Company,American Amber / Red Ale,5.20 %,"('Beer_Name', 'Style', 'ABV')",1@2933
Catawba Valley Revenuers Red Ale,Catawba Valley Brewing Company,Irish Ale,5.20 %,Kauai Island Cane Fire Red,Catawba Brewing Co. .,American Amber / Red Ale,5.20 %,"('Brew_Factory_Name', 'Style', 'ABV')",1@2933
Catawba Valley Revenuers Red Ale,Catawba Valley Brewing Company,Irish Ale,5.20 %,Revenuers Red Ale,Rudders Seafood Restaurant & Brew Pub,American Amber / Red Ale,-,"('Beer_Name', 'Style')",1@1239
Catawba Valley Revenuers Red Ale,Catawba Valley Brewing Company,Irish Ale,5.20 %,Rudders Red,Catawba Brewing Co. .,American Amber / Red Ale,-,"('Brew_Factory_Name', 'Style')",1@1239
Catawba Valley Revenuers Red Ale,Catawba Valley Brewing Company,Irish Ale,5.20 %,Rudders Red,Rudders Seafood Restaurant & Brew Pub,American Amber / Red Ale,5.20 %,"('Style', 'ABV')",1@1239
Catawba Valley Revenuers Red Ale,Catawba Valley Brewing Company,Irish Ale,5.20 %,Revenuers Red Ale,Catawba Brewing Co. .,American Amber / Red Ale,-,"('Beer_Name', 'Brew_Factory_Name', 'Style')",1@1239
Catawba Valley Revenuers Red Ale,Catawba Valley Brewing Company,Irish Ale,5.20 %,Revenuers Red Ale,Catawba Brewing Co. .,Amber Ale,5.20 %,"('Beer_Name', 'Brew_Factory_Name', 'ABV')",1@1239
Catawba Valley Revenuers Red Ale,Catawba Valley Brewing Company,Irish Ale,5.20 %,Revenuers Red Ale,Rudders Seafood Restaurant & Brew Pub,American Amber / Red Ale,5.20 %,"('Beer_Name', 'Style', 'ABV')",1@1239
Catawba Valley Revenuers Red Ale,Catawba Valley Brewing Company,Irish Ale,5.20 %,Rudders Red,Catawba Brewing Co. .,American Amber / Red Ale,5.20 %,"('Brew_Factory_Name', 'Style', 'ABV')",1@1239
