label,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,id
1,Semint: A System Prototype for Semantic Integration in Heterogeneous Databases,"Wen-Syan Li, Chris Clifton",SIGMOD Conference,1995,Semint: a system prototype for semantic integration in heterogeneous databases,"Wen-Syan Li, Chris Clifton",International Conference on Management of Data,1995,conf/sigmod/LiC95#223897
0,Book Review Column,Karl Aberer,SIGMOD Record,2002,The design and performance evaluation of alternative XML storage strategies,"Feng Tian, David J. DeWitt, Jianjun Chen, Chun Zhang",ACM SIGMOD Record ,2002,journals/sigmod/Aberer02c#507341
1,The Design and Performance Evaluation of Alternative XML Storage Strategies,"David J. DeWitt, Jianjun Chen, Chun Zhang, Feng Tian",SIGMOD Record,2002,The design and performance evaluation of alternative XML storage strategies,"Feng Tian, David J. DeWitt, Jianjun Chen, Chun Zhang",ACM SIGMOD Record ,2002,journals/sigmod/TianDCZ02#507341
0,Book Review Column,Karl Aberer,SIGMOD Record,2002,A componentized architecture for dynamic electronic markets,"Benny Reich, Israel Ben-Shaul",ACM SIGMOD Record ,1998,journals/sigmod/Aberer02c#306115
0,"Shutdown, Budget, and Funding",Xiaolei Qian,SIGMOD Record,1996,A componentized architecture for dynamic electronic markets,"Benny Reich, Israel Ben-Shaul",ACM SIGMOD Record ,1998,journals/sigmod/Qian96#306115
0,Automatic Discovery of Language Models for Text Databases,"Aiqun Du, James P. Callan, Margaret E. Connell",SIGMOD Conference,1999,Models and languages for describing and discovering E-services,"Fabio Casati, Ming-Chien Shan",International Conference on Management of Data,2001,conf/sigmod/CallanCD99#375812
0,Towards Effective and Efficient Free Space Management,"Marvin H. Solomon, Michael J. Carey, Mark L. McAuliffe",SIGMOD Conference,1996,Models and languages for describing and discovering E-services,"Fabio Casati, Ming-Chien Shan",International Conference on Management of Data,2001,conf/sigmod/McAuliffeCS96#375812
0,Balancing Push and Pull for Data Broadcast,"Swarup Acharya, Stanley B. Zdonik, Michael J. Franklin",SIGMOD Conference,1997,Models and languages for describing and discovering E-services,"Fabio Casati, Ming-Chien Shan",International Conference on Management of Data,2001,conf/sigmod/AcharyaFZ97#375812
1,Automatic Discovery of Language Models for Text Databases,"Aiqun Du, James P. Callan, Margaret E. Connell",SIGMOD Conference,1999,Automatic discovery of language models for text databases,"Jamie Callan, Margaret Connell, Aiqun Du",International Conference on Management of Data,1999,conf/sigmod/CallanCD99#304224
1,Starting (and Sometimes Ending) a Database Company,Jack A. Orenstein,VLDB,1998,Starting (and Sometimes Ending) a Database Company,Jack A. Orenstein,Very Large Data Bases,1998,conf/vldb/Orenstein98#671178
0,VisDB: A System for Visualizing Large Databases,"Hans-Peter Kriegel, Daniel A. Keim",SIGMOD Conference,1995,Starting (and Sometimes Ending) a Database Company,Jack A. Orenstein,Very Large Data Bases,1998,conf/sigmod/KeimK95#671178
1,A System for Watermarking Relational Databases,"Peter J. Haas, Rakesh Agrawal, Jerry Kiernan",SIGMOD Conference,2003,A system for watermarking relational databases,"Rakesh Agrawal, Peter J. Haas, Jerry Kiernan",International Conference on Management of Data,2003,conf/sigmod/AgrawalK03#872865
0,The X-tree : An Index Structure for High-Dimensional Data,"Hans-Peter Kriegel, Stefan Berchtold, Daniel A. Keim",VLDB,1996,A system for watermarking relational databases,"Rakesh Agrawal, Peter J. Haas, Jerry Kiernan",International Conference on Management of Data,2003,conf/vldb/BerchtoldKK96#872865
0,A System for Watermarking Relational Databases,"Peter J. Haas, Rakesh Agrawal, Jerry Kiernan",SIGMOD Conference,2003,A framework for semantic gossiping,"Karl Aberer, Philippe Cudr&#233;-Mauroux, Manfred Hauswirth",ACM SIGMOD Record ,2002,conf/sigmod/AgrawalK03#637419
0,HyperStorM - Administering Structured Documents Using Object-Oriented Database Technology,"Karl Aberer, Klemens B�hm",SIGMOD Conference,1996,A framework for semantic gossiping,"Karl Aberer, Philippe Cudr&#233;-Mauroux, Manfred Hauswirth",ACM SIGMOD Record ,2002,conf/sigmod/BohmA96#637419
0,COMA - A System for Flexible Combination of Schema Matching Approaches,"Erhard Rahm, Hong Hai Do",VLDB,2002,A framework for semantic gossiping,"Karl Aberer, Philippe Cudr&#233;-Mauroux, Manfred Hauswirth",ACM SIGMOD Record ,2002,conf/vldb/DoR02#637419
1,A Framework for Semantic Gossiping,"Manfred Hauswirth, Karl Aberer, Philippe Cudr�-Mauroux",SIGMOD Record,2002,A framework for semantic gossiping,"Karl Aberer, Philippe Cudr&#233;-Mauroux, Manfred Hauswirth",ACM SIGMOD Record ,2002,journals/sigmod/AbererCH02#637419
0,Mining Email Content for Author Identification Forensics,"George M. Mohay, M. Corney, A. Anderson, Olivier Y. de Vel",SIGMOD Record,2001,A framework for semantic gossiping,"Karl Aberer, Philippe Cudr&#233;-Mauroux, Manfred Hauswirth",ACM SIGMOD Record ,2002,journals/sigmod/VelACM01#637419
0,A System for Watermarking Relational Databases,"Peter J. Haas, Rakesh Agrawal, Jerry Kiernan",SIGMOD Conference,2003,Parallel Algorithms for High-dimensional Similarity Joins for Data Mining Applications,"John C. Shafer, Rakesh Agrawal",Very Large Data Bases,1997,conf/sigmod/AgrawalK03#671018
1,Report on the First International Workshop an Efficient Web-based Information Systems,"Omar Boucelma, Zo� Lacroix",SIGMOD Record,2003,Report on the first international workshop on efficient web-based information systems,"Zo&#233; Lacroix, Omar Boucelma",ACM SIGMOD Record ,2003,journals/sigmod/LacroixB03#641003
0,"Review of Data on the Web: from relational to semistructured data and XML by Serge Abiteboul, Peter Buneman, and Dan Suciu. Morgan Kaufmann 1999","Fernando Berzal Galiano, Nicol�s Mar�n",SIGMOD Record,2003,Report on the first international workshop on efficient web-based information systems,"Zo&#233; Lacroix, Omar Boucelma",ACM SIGMOD Record ,2003,journals/sigmod/GalianoM03#641003
0,Report on the First International Workshop an Efficient Web-based Information Systems,"Omar Boucelma, Zo� Lacroix",SIGMOD Record,2003,Time management for new faculty,"Anastassia Ailamaki, Johannes Gehrke",ACM SIGMOD Record ,2003,journals/sigmod/LacroixB03#777004
1,Time management for new faculty,"Anastassia Ailamaki, Johannes Gehrke",SIGMOD Record,2003,Time management for new faculty,"Anastassia Ailamaki, Johannes Gehrke",ACM SIGMOD Record ,2003,journals/sigmod/AilamakiG03#777004
0,Optimization of Queries with User-defined Predicates,"Surajit Chaudhuri, Kyuseok Shim",VLDB,1996,Plan-Per-Tuple Optimization Solution - Parallel Execution of Expensive User-Defined Functions,"Felipe Cari&#241;o, William O'Connell",Very Large Data Bases,1998,conf/vldb/ChaudhuriS96#671031
1,Plan-Per-Tuple Optimization Solution - Parallel Execution of Expensive User-Defined Functions,"Felipe Cari�o, William O'Connell",VLDB,1998,Plan-Per-Tuple Optimization Solution - Parallel Execution of Expensive User-Defined Functions,"Felipe Cari&#241;o, William O'Connell",Very Large Data Bases,1998,conf/vldb/CarinoO98#671031
1,Optimization of Queries with User-defined Predicates,"Surajit Chaudhuri, Kyuseok Shim",VLDB,1996,Optimization of Queries with User-defined Predicates,"Surajit Chaudhuri, Kyuseok Shim",Very Large Data Bases,1996,conf/vldb/ChaudhuriS96#673461
0,Database in Crisis and Transition: A Technical Agenda for the Year 2001,David Vaskevitch,SIGMOD Conference,1994,Database Architecture Optimized for the New Bottleneck: Memory Access,"Peter A. Boncz, Stefan Manegold, Martin L. Kersten",Very Large Data Bases,1999,conf/sigmod/Vaskevitch94#671364
0,A Data Model and Data Structures for Moving Objects Databases,"Markus Schneider, Enrico Nardelli, Luca Forlizzi, Ralf Hartmut G�ting",SIGMOD Conference,2000,Database Architecture Optimized for the New Bottleneck: Memory Access,"Peter A. Boncz, Stefan Manegold, Martin L. Kersten",Very Large Data Bases,1999,conf/sigmod/ForlizziGNS00#671364
0,A One-Pass Algorithm for Accurately Estimating Quantiles for Disk-Resident Data,"Khaled Alsabti, Vineet Singh, Sanjay Ranka",VLDB,1997,Database Architecture Optimized for the New Bottleneck: Memory Access,"Peter A. Boncz, Stefan Manegold, Martin L. Kersten",Very Large Data Bases,1999,conf/vldb/AlsabtiRS97#671364
1,Database in Crisis and Transition: A Technical Agenda for the Year 2001,David Vaskevitch,SIGMOD Conference,1994,Database in crisis and transition: a technical agenda for the year 2001,David Vaskevitch,International Conference on Management of Data,1994,conf/sigmod/Vaskevitch94#191942
0,Semantic Interoperability in Global Information Systems: A Brief Introduction to the Research Area and the Special Section,"Amit P. Sheth, Aris M. Ouksel",SIGMOD Record,1999,Database in crisis and transition: a technical agenda for the year 2001,David Vaskevitch,International Conference on Management of Data,1994,journals/sigmod/OukselS99#191942
1,Retrieval of Composite Multimedia Objects,"Surajit Chaudhuri, Shahram Ghandeharizadeh, Cyrus Shahabi",VLDB,1995,Retrieval of Composite Multimedia Objects,"Surajit Chaudhuri, Shahram Ghandeharizadeh, Cyrus Shahabi",Very Large Data Bases,1995,conf/vldb/ChaudhuriGS95#673312
1,Snakes and Sandwiches: Optimal Clustering Strategies for a Data Warehouse,"Laks V. S. Lakshmanan, Divesh Srivastava, H. V. Jagadish",SIGMOD Conference,1999,Snakes and sandwiches: optimal clustering strategies for a data warehouse,"H. V. Jagadish, Laks V. S. Lakshmanan, Divesh Srivastava",International Conference on Management of Data,1999,conf/sigmod/JagadishLS99#304186
0,Report on Second International Workshop on Advanced Issues of E-Commerce and Web-based Information Systems,"Philip S. Yu, Kun-Lung Wu",SIGMOD Record,2000,Snakes and sandwiches: optimal clustering strategies for a data warehouse,"H. V. Jagadish, Laks V. S. Lakshmanan, Divesh Srivastava",International Conference on Management of Data,1999,journals/sigmod/WuY00#304186
0,A Data Model and Data Structures for Moving Objects Databases,"Markus Schneider, Enrico Nardelli, Luca Forlizzi, Ralf Hartmut G�ting",SIGMOD Conference,2000,Cache Conscious Indexing for Decision-Support in Main Memory,"Jun Rao, Kenneth A. Ross",Very Large Data Bases,1999,conf/sigmod/ForlizziGNS00#671362
0,A Data Model and Data Structures for Moving Objects Databases,"Markus Schneider, Enrico Nardelli, Luca Forlizzi, Ralf Hartmut G�ting",SIGMOD Conference,2000,Cache-and-query for wide area sensor databases,"Amol Deshpande, Suman Nath, Phillip B. Gibbons, Srinivasan Seshan",International Conference on Management of Data,2003,conf/sigmod/ForlizziGNS00#872818
1,Cache-and-Query for Wide Area Sensor Databases,"Phillip B. Gibbons, Srinivasan Seshan, Suman Kumar Nath, Amol Deshpande",SIGMOD Conference,2003,Cache-and-query for wide area sensor databases,"Amol Deshpande, Suman Nath, Phillip B. Gibbons, Srinivasan Seshan",International Conference on Management of Data,2003,conf/sigmod/DeshpandeNGS03#872818
0,A Data Model and Data Structures for Moving Objects Databases,"Markus Schneider, Enrico Nardelli, Luca Forlizzi, Ralf Hartmut G�ting",SIGMOD Conference,2000,PicoDMBS: Scaling Down Database Techniques for the Smartcard,"Christophe Bobineau, Luc Bouganim, Philippe Pucheral, Patrick Valduriez",Very Large Data Bases,2000,conf/sigmod/ForlizziGNS00#758380
1,PicoDMBS: Scaling Down Database Techniques for the Smartcard,"Luc Bouganim, Patrick Valduriez, Philippe Pucheral, Christophe Bobineau",VLDB,2000,PicoDMBS: Scaling Down Database Techniques for the Smartcard,"Christophe Bobineau, Luc Bouganim, Philippe Pucheral, Patrick Valduriez",Very Large Data Bases,2000,conf/vldb/ChristopheBPV00#758380
0,"Proceedings of the 2003 ACM SIGMOD International Conference on Management of Data, San Diego, California, USA, June 9-12, 2003",?,SIGMOD Conference,2003,AutoAdmin what-if index analysis utility,"Surajit Chaudhuri, Vivek Narasayya",International Conference on Management of Data,1998,conf/sigmod/2003#276337
0,Integration of Heterogeneous Databases Without Common Domains Using Queries Based on Textual Similarity,William W. Cohen,SIGMOD Conference,1998,AutoAdmin what-if index analysis utility,"Surajit Chaudhuri, Vivek Narasayya",International Conference on Management of Data,1998,conf/sigmod/Cohen98#276337
0,"Proceedings of the 2003 ACM SIGMOD International Conference on Management of Data, San Diego, California, USA, June 9-12, 2003",?,SIGMOD Conference,2003,Data access (tutorial session),"Jos&#233; A. Blakeley, Anand Deshpande",International Conference on Management of Data,2000,conf/sigmod/2003#335480
1,Tutorial: Data Access,"Anand Deshpande, Jos� A. Blakeley",SIGMOD Conference,2000,Data access (tutorial session),"Jos&#233; A. Blakeley, Anand Deshpande",International Conference on Management of Data,2000,conf/sigmod/BlakeleyD00#335480
0,"Proceedings of the 2003 ACM SIGMOD International Conference on Management of Data, San Diego, California, USA, June 9-12, 2003",?,SIGMOD Conference,2003,On saying Enough already! in SQL,"Michael J. Carey, Donald Kossmann",International Conference on Management of Data,1997,conf/sigmod/2003#253302
1,On Saying Enough Already! in SQL,"Donald Kossmann, Michael J. Carey",SIGMOD Conference,1997,On saying Enough already! in SQL,"Michael J. Carey, Donald Kossmann",International Conference on Management of Data,1997,conf/sigmod/CareyK97#253302
0,"Adaptable Pointer Swizzling Strategies in Object Bases: Design, Realization, and Quantitative Analysis","Alfons Kemper, Donald Kossmann",VLDB J.,1995,On saying Enough already! in SQL,"Michael J. Carey, Donald Kossmann",International Conference on Management of Data,1997,journals/vldb/KemperK95#253302
0,"Proceedings of the 2003 ACM SIGMOD International Conference on Management of Data, San Diego, California, USA, June 9-12, 2003",?,SIGMOD Conference,2003,Abstracts of invited industrial track presentations,Zachary Ives,International Conference on Management of Data,2003,conf/sigmod/2003#872833
0,"Proceedings of the 2003 ACM SIGMOD International Conference on Management of Data, San Diego, California, USA, June 9-12, 2003",?,SIGMOD Conference,2003,Report on the 13th Brazilian symposium on database systems (SBBD'98),"Mario A. Nascimento, Claudia Bauzer Medeiros",ACM SIGMOD Record ,1999,conf/sigmod/2003#310062
0,Efficient Geometry-based Similarity Search of 3D Spatial Databases,Daniel A. Keim,SIGMOD Conference,1999,Report on the 13th Brazilian symposium on database systems (SBBD'98),"Mario A. Nascimento, Claudia Bauzer Medeiros",ACM SIGMOD Record ,1999,conf/sigmod/Keim99#310062
0,On Views and XML,Serge Abiteboul,SIGMOD Record,1999,Report on the 13th Brazilian symposium on database systems (SBBD'98),"Mario A. Nascimento, Claudia Bauzer Medeiros",ACM SIGMOD Record ,1999,journals/sigmod/Abiteboul99#310062
1,Report on the 13th Brazilian Symposium on Database Systems (SBBD'98),"Claudia Bauzer Medeiros, Mario A. Nascimento",SIGMOD Record,1999,Report on the 13th Brazilian symposium on database systems (SBBD'98),"Mario A. Nascimento, Claudia Bauzer Medeiros",ACM SIGMOD Record ,1999,journals/sigmod/NascimentoM99#310062
0,"Proceedings of the 2003 ACM SIGMOD International Conference on Management of Data, San Diego, California, USA, June 9-12, 2003",?,SIGMOD Conference,2003,Kweelt: more than just yet another framework to query XML!,Arnaud Sahuguet,International Conference on Management of Data,2001,conf/sigmod/2003#375757
1,Kweelt: More than just yet another framework to query XML!,Arnaud Sahuguet,SIGMOD Conference,2001,Kweelt: more than just yet another framework to query XML!,Arnaud Sahuguet,International Conference on Management of Data,2001,conf/sigmod/Sahuguet01#375757
0,"Proceedings of the 2003 ACM SIGMOD International Conference on Management of Data, San Diego, California, USA, June 9-12, 2003",?,SIGMOD Conference,2003,The database and information system research group at the University of ULM,"Peter Dadam, Wolfgang Klas",ACM SIGMOD Record ,1997,conf/sigmod/2003#271096
1,The Database and Information System Research Group at the University of Ulm,"Peter Dadam, Wolfgang Klas",SIGMOD Record,1997,The database and information system research group at the University of ULM,"Peter Dadam, Wolfgang Klas",ACM SIGMOD Record ,1997,journals/sigmod/DadamK97#271096
0,Analysis of existing databases at the logical level: the DBA companion project,"Fabien De Marchi, Jean-Marc Petit, Farouk Toumani, St�phane Lopes",SIGMOD Record,2003,The database and information system research group at the University of ULM,"Peter Dadam, Wolfgang Klas",ACM SIGMOD Record ,1997,journals/sigmod/MarchiLPT03#271096
0,An algebraic approach to static analysis of active database rules,"Jennifer Widom, Elena Baralis",ACM Trans. Database Syst.,2000,Workshop on performance and architecture of web servers,"Krishna Kant, Prasant Mohapatra",ACM SIGMOD Record ,2000,journals/tods/BaralisW00#362091
1,"Workshop on Performance and Architecture of Web Servers (PAWS-2000, held in conjection with SIGMETRICS-2000)","Krishna Kant, Prasant Mohapatra",SIGMOD Record,2000,Workshop on performance and architecture of web servers,"Krishna Kant, Prasant Mohapatra",ACM SIGMOD Record ,2000,journals/sigmod/KantM00#362091
1,An algebraic approach to static analysis of active database rules,"Jennifer Widom, Elena Baralis",ACM Trans. Database Syst.,2000,An algebraic approach to static analysis of active database rules,"Elena Baralis, Jennifer Widom",ACM Transactions on Database Systems (TODS) ,2000,journals/tods/BaralisW00#363954
0,Clustering Categorical Data: An Approach Based on Dynamical Systems,"David Gibson, Jon M. Kleinberg, Prabhakar Raghavan",VLDB J.,2000,An algebraic approach to static analysis of active database rules,"Elena Baralis, Jennifer Widom",ACM Transactions on Database Systems (TODS) ,2000,journals/vldb/GibsonKR00#363954
1,DB2 Query Parallelism: Staging and Implementation,Yun Wang,VLDB,1995,DB2 Query Parallelism: Staging and Implementation,Yun Wang,Very Large Data Bases,1995,conf/vldb/Wang95#673152
0,DB2 Query Parallelism: Staging and Implementation,Yun Wang,VLDB,1995,"Turmoil at NASA, and numerous funding announcements",Xiaolei Qian,ACM SIGMOD Record ,1995,conf/vldb/Wang95#212022
0,Multi-Table Joins Through Bitmapped Join Indices,"Goetz Graefe, Patrick E. O'Neil",SIGMOD Record,1995,"Turmoil at NASA, and numerous funding announcements",Xiaolei Qian,ACM SIGMOD Record ,1995,journals/sigmod/ONeilG95#212022
0,Editor's Notes,Michael J. Franklin,SIGMOD Record,1998,"Review of Data on the Web: from relational to semistructured data and XML by Serge Abiteboul, Peter Buneman, and Dan Suciu. Morgan Kaufmann 1999.","Fernando Berzal, Nicol&#225;s Mar&#237;n",ACM SIGMOD Record ,2003,journals/sigmod/Franklin98b#959080
0,SIGMOD Digital Symposium Collection (DiSC) Editor's Message,Isabel F. Cruz,SIGMOD Record,2000,"Review of Data on the Web: from relational to semistructured data and XML by Serge Abiteboul, Peter Buneman, and Dan Suciu. Morgan Kaufmann 1999.","Fernando Berzal, Nicol&#225;s Mar&#237;n",ACM SIGMOD Record ,2003,journals/sigmod/Cruz00#959080
1,"Review of Data on the Web: from relational to semistructured data and XML by Serge Abiteboul, Peter Buneman, and Dan Suciu. Morgan Kaufmann 1999","Fernando Berzal Galiano, Nicol�s Mar�n",SIGMOD Record,2003,"Review of Data on the Web: from relational to semistructured data and XML by Serge Abiteboul, Peter Buneman, and Dan Suciu. Morgan Kaufmann 1999.","Fernando Berzal, Nicol&#225;s Mar&#237;n",ACM SIGMOD Record ,2003,journals/sigmod/GalianoM03#959080
0,Information Integration and XML in IBM's DB2,Patricia G. Selinger,VLDB,2002,"Review of Data on the Web: from relational to semistructured data and XML by Serge Abiteboul, Peter Buneman, and Dan Suciu. Morgan Kaufmann 1999.","Fernando Berzal, Nicol&#225;s Mar&#237;n",ACM SIGMOD Record ,2003,conf/vldb/Selinger02#959080
0,Editor's Notes,Michael J. Franklin,SIGMOD Record,1998,Reducing the Braking Distance of an SQL Query Engine,"Michael J. Carey, Donald Kossmann",Very Large Data Bases,1998,journals/sigmod/Franklin98b#671166
1,Reducing the Braking Distance of an SQL Query Engine,"Donald Kossmann, Michael J. Carey",VLDB,1998,Reducing the Braking Distance of an SQL Query Engine,"Michael J. Carey, Donald Kossmann",Very Large Data Bases,1998,conf/vldb/CareyK98#671166
0,Editor's Notes,Michael J. Franklin,SIGMOD Record,1998,Industry perspectives,Len Seligman,ACM SIGMOD Record ,2002,journals/sigmod/Franklin98b#601872
0,Standards in Practice,"Jim Melton, Andrew Eisenberg",SIGMOD Record,1998,Industry perspectives,Len Seligman,ACM SIGMOD Record ,2002,journals/sigmod/EisenbergM98#601872
0,Editor's Notes,Michael J. Franklin,SIGMOD Record,1998,Book review column,Karl Aberer,ACM SIGMOD Record ,2002,journals/sigmod/Franklin98b#601865
0,Metadata in Video Databases,"Ramesh Jain, Arun Hampapur",SIGMOD Record,1994,Book review column,Karl Aberer,ACM SIGMOD Record ,2002,journals/sigmod/JainH94#601865
0,Editor's Notes,Jennifer Widom,SIGMOD Record,1995,Book review column,Karl Aberer,ACM SIGMOD Record ,2002,journals/sigmod/Widom95#601865
0,First-Class Views: A Key to User-Centered Computing,"Arnon Rosenthal, Edward Sciore",SIGMOD Record,1999,Book review column,Karl Aberer,ACM SIGMOD Record ,2002,journals/sigmod/RosenthalS99#601865
1,Book Review Column,Karl Aberer,SIGMOD Record,2002,Book review column,Karl Aberer,ACM SIGMOD Record ,2002,journals/sigmod/Aberer02b#601865
0,Editor's Notes,Jennifer Widom,SIGMOD Record,1996,Book review column,Karl Aberer,ACM SIGMOD Record ,2002,journals/sigmod/Widom96b#601865
0,THESUS: Organizing Web document collections based on link semantics,"Benjamin Nguyen, Iraklis Varlamis, Maria Halkidi, Michalis Vazirgiannis",VLDB J.,2003,Composing Web services on the Semantic Web,"Brahim Medjahed, Athman Bouguettaya, Ahmed K. Elmagarmid",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2003,journals/vldb/HalkidiNVV03#953243
1,Composing Web services on the Semantic Web,"Athman Bouguettaya, Brahim Medjahed, Ahmed K. Elmagarmid",VLDB J.,2003,Composing Web services on the Semantic Web,"Brahim Medjahed, Athman Bouguettaya, Ahmed K. Elmagarmid",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2003,journals/vldb/MedjahedBE03#953243
1,THESUS: Organizing Web document collections based on link semantics,"Benjamin Nguyen, Iraklis Varlamis, Maria Halkidi, Michalis Vazirgiannis",VLDB J.,2003,THESUS: Organizing Web document collections based on link semantics,"Maria Halkidi, Benjamin Nguyen, Iraklis Varlamis, Michalis Vazirgiannis",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2003,journals/vldb/HalkidiNVV03#953242
0,Data Quality and Data Cleaning: An Overview,"Theodore Johnson, Tamraparni Dasu",SIGMOD Conference,2003,Recovery protocols for shared memory database systems,"Lory D. Molesky, Krithi Ramamritham",International Conference on Management of Data,1995,conf/sigmod/JohnsonD03#223786
1,Recovery Protocols for Shared Memory Database Systems,"Lory D. Molesky, Krithi Ramamritham",SIGMOD Conference,1995,Recovery protocols for shared memory database systems,"Lory D. Molesky, Krithi Ramamritham",International Conference on Management of Data,1995,conf/sigmod/MoleskyR95#223786
0,Data Quality and Data Cleaning: An Overview,"Theodore Johnson, Tamraparni Dasu",SIGMOD Conference,2003,The XXL search engine: ranked retrieval of XML data using indexes and ontologies,"Anja Theobald, Gerhard Weikum",International Conference on Management of Data,2002,conf/sigmod/JohnsonD03#564768
0,Provisions and Obligations in Policy Management and Security Applications,"Xiaoyang Sean Wang, Duminda Wijesekera, Claudio Bettini, Sushil Jajodia",VLDB,2002,The XXL search engine: ranked retrieval of XML data using indexes and ontologies,"Anja Theobald, Gerhard Weikum",International Conference on Management of Data,2002,conf/vldb/BettiniJWW02#564768
1,The XXL search engine: ranked retrieval of XML data using indexes and ontologies,"Anja Theobald, Gerhard Weikum",SIGMOD Conference,2002,The XXL search engine: ranked retrieval of XML data using indexes and ontologies,"Anja Theobald, Gerhard Weikum",International Conference on Management of Data,2002,conf/sigmod/TheobaldW02#564768
1,Data Quality and Data Cleaning: An Overview,"Theodore Johnson, Tamraparni Dasu",SIGMOD Conference,2003,Data quality and data cleaning: an overview,"Theodore Johnson, Tamraparni Dasu",International Conference on Management of Data,2003,conf/sigmod/JohnsonD03#872875
0,The Ins and Outs (and Everthing in Between) of Data Warehousing,"Donovan A. Schneider, Phillip M. Fernandez",SIGMOD Conference,1996,Data quality and data cleaning: an overview,"Theodore Johnson, Tamraparni Dasu",International Conference on Management of Data,2003,conf/sigmod/FernandezS96#872875
0,Data Quality and Data Cleaning: An Overview,"Theodore Johnson, Tamraparni Dasu",SIGMOD Conference,2003,Data placement in shared-nothing parallel database systems,"Manish Mehta, David J. DeWitt",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1997,conf/sigmod/JohnsonD03#765547
1,Data Placement in Shared-Nothing Parallel Database Systems,"Manish Mehta, David J. DeWitt",VLDB J.,1997,Data placement in shared-nothing parallel database systems,"Manish Mehta, David J. DeWitt",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1997,journals/vldb/MehtaD97#765547
1,The BT-tree: A Branched and Temporal Access Method,"David B. Lomet, Betty Salzberg, Linan Jiang, Manuel Barrena Garc�a",VLDB,2000,The BT-tree: A Branched and Temporal Access Method,"Linan Jiang, Betty Salzberg, David B. Lomet, Manuel Barrena Garc&#237;a",Very Large Data Bases,2000,conf/vldb/JiangSLB00#672021
