ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes
White Lion Insane Mane Red Ale,Ipswich Ale Brewery,Amber Ale,-,Insane Mane Red Ale,Okanagan Spring Brewery &#40; Sapporo &#41;,American Amber / Red Ale,5 %,"('Beer_Name', 'Style')"
White Lion Insane Mane Red Ale,Ipswich Ale Brewery,Amber Ale,-,Insane Mane Red Ale,White Lion Brewing Company,American Amber / Red Ale,5 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')"
White Lion Insane Mane Red Ale,Ipswich Ale Brewery,Amber Ale,-,Insane Mane Red Ale,Okanagan Spring Brewery &#40; Sapporo &#41;,American Amber / Red Ale,5.10 %,"('Beer_Name', 'Style', 'ABV')"
Shirt Tail Amber,Iron Hill Brewery & Restaurant,American Amber / Red Ale,4.40 %,Iron Hill Shirt Tail Amber,Yalobusha Brewing Company,Amber Ale,5.65 %,"('Beer_Name', 'Style')"
Shirt Tail Amber,Iron Hill Brewery & Restaurant,American Amber / Red Ale,4.40 %,Iron Hill Shirt Tail Amber,Iron Hill Maple Shade,Amber Ale,5.65 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')"
Shirt Tail Amber,Iron Hill Brewery & Restaurant,American Amber / Red Ale,4.40 %,Iron Hill Shirt Tail Amber,Yalobusha Brewing Company,Amber Ale,4.40 %,"('Beer_Name', 'Style', 'ABV')"
Iron Hill Shirt Tail Amber,Iron Hill Maple Shade,Amber Ale,4.40 %,Shirt Tail Amber,Spiteful Brewing,American Amber / Red Ale,6 %,"('Beer_Name', 'Style')"
Iron Hill Shirt Tail Amber,Iron Hill Maple Shade,Amber Ale,4.40 %,Shirt Tail Amber,Iron Hill Brewery & Restaurant,American Amber / Red Ale,6 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')"
Iron Hill Shirt Tail Amber,Iron Hill Maple Shade,Amber Ale,4.40 %,Shirt Tail Amber,Spiteful Brewing,American Amber / Red Ale,4.40 %,"('Beer_Name', 'Style', 'ABV')"
Iron Hill Shirt Tail Amber,Iron Hill Maple Shade,Amber Ale,4.40 %,Shirt Tail Amber,Pike Brewing Company,American Amber / Red Ale,4.60 %,"('Beer_Name', 'Style')"
Iron Hill Shirt Tail Amber,Iron Hill Maple Shade,Amber Ale,4.40 %,Shirt Tail Amber,Iron Hill Brewery & Restaurant,American Amber / Red Ale,4.60 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')"
Iron Hill Shirt Tail Amber,Iron Hill Maple Shade,Amber Ale,4.40 %,Shirt Tail Amber,Pike Brewing Company,American Amber / Red Ale,4.40 %,"('Beer_Name', 'Style', 'ABV')"
Crooked Eye Regimental 80 Scottish Ale,Crooked Eye Brewery,Scottish Ale,4.70 %,Regimental 80 Scottish Ale,Capitol City Brewing Company,American Amber / Red Ale,5.60 %,"('Beer_Name', 'Style')"
Crooked Eye Regimental 80 Scottish Ale,Crooked Eye Brewery,Scottish Ale,4.70 %,Capitol City Amber Waves Ale,Crooked Eye Brewery,American Amber / Red Ale,5.60 %,"('Brew_Factory_Name', 'Style')"
Crooked Eye Regimental 80 Scottish Ale,Crooked Eye Brewery,Scottish Ale,4.70 %,Regimental 80 Scottish Ale,Crooked Eye Brewery,American Amber / Red Ale,5.60 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')"
Crooked Eye Regimental 80 Scottish Ale,Crooked Eye Brewery,Scottish Ale,4.70 %,Regimental 80 Scottish Ale,Capitol City Brewing Company,American Amber / Red Ale,4.70 %,"('Beer_Name', 'Style', 'ABV')"
Crooked Eye Regimental 80 Scottish Ale,Crooked Eye Brewery,Scottish Ale,4.70 %,Capitol City Amber Waves Ale,Crooked Eye Brewery,American Amber / Red Ale,4.70 %,"('Brew_Factory_Name', 'Style', 'ABV')"
Crooked Eye Regimental 80 Scottish Ale,Crooked Eye Brewery,Scottish Ale,4.70 %,Regimental 80 Scottish Ale,Hillcrest Brewing Company,American Amber / Red Ale,8 %,"('Beer_Name', 'Style')"
Crooked Eye Regimental 80 Scottish Ale,Crooked Eye Brewery,Scottish Ale,4.70 %,Regimental 80 Scottish Ale,Crooked Eye Brewery,American Amber / Red Ale,8 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')"
Crooked Eye Regimental 80 Scottish Ale,Crooked Eye Brewery,Scottish Ale,4.70 %,Regimental 80 Scottish Ale,Crooked Eye Brewery,Imperial IPA,4.70 %,"('Beer_Name', 'Brew_Factory_Name', 'ABV')"
Crooked Eye Regimental 80 Scottish Ale,Crooked Eye Brewery,Scottish Ale,4.70 %,Regimental 80 Scottish Ale,Hillcrest Brewing Company,American Amber / Red Ale,4.70 %,"('Beer_Name', 'Style', 'ABV')"
Crooked Eye Regimental 80 Scottish Ale,Crooked Eye Brewery,Scottish Ale,4.70 %,Hillcrest Big Red Balls,Crooked Eye Brewery,American Amber / Red Ale,4.70 %,"('Brew_Factory_Name', 'Style', 'ABV')"
Crooked Eye Regimental 80 Scottish Ale,Crooked Eye Brewery,Scottish Ale,4.70 %,Regimental 80 Scottish Ale,Birra Amarcord,American Amber / Red Ale,6.60 %,"('Beer_Name', 'Style')"
Crooked Eye Regimental 80 Scottish Ale,Crooked Eye Brewery,Scottish Ale,4.70 %,Regimental 80 Scottish Ale,Crooked Eye Brewery,American Amber / Red Ale,6.60 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')"
Crooked Eye Regimental 80 Scottish Ale,Crooked Eye Brewery,Scottish Ale,4.70 %,Regimental 80 Scottish Ale,Birra Amarcord,American Amber / Red Ale,4.70 %,"('Beer_Name', 'Style', 'ABV')"
Crooked Eye Regimental 80 Scottish Ale,Crooked Eye Brewery,Scottish Ale,4.70 %,Viola Rossa,Crooked Eye Brewery,American Amber / Red Ale,4.70 %,"('Brew_Factory_Name', 'Style', 'ABV')"
Unite Red Rye Ale,The Pike Brewing Company,American Amber / Red Ale,4.60 %,Pike Unite Red Rye Ale,Iron Hill Brewery & Restaurant,Amber Ale,4.40 %,"('Beer_Name', 'Style')"
Unite Red Rye Ale,The Pike Brewing Company,American Amber / Red Ale,4.60 %,Pike Unite Red Rye Ale,Pike Brewing Company,Amber Ale,4.40 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')"
Unite Red Rye Ale,The Pike Brewing Company,American Amber / Red Ale,4.60 %,Pike Unite Red Rye Ale,Iron Hill Brewery & Restaurant,Amber Ale,4.60 %,"('Beer_Name', 'Style', 'ABV')"
Pike Unite Red Rye Ale,Pike Brewing Company,Amber Ale,4.60 %,Unite Red Rye Ale,Falling Sky Brewing,American Amber / Red Ale,6.30 %,"('Beer_Name', 'Style')"
Pike Unite Red Rye Ale,Pike Brewing Company,Amber Ale,4.60 %,Unite Red Rye Ale,The Pike Brewing Company,American Amber / Red Ale,6.30 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')"
Pike Unite Red Rye Ale,Pike Brewing Company,Amber Ale,4.60 %,Unite Red Rye Ale,Falling Sky Brewing,American Amber / Red Ale,4.60 %,"('Beer_Name', 'Style', 'ABV')"
Pike Unite Red Rye Ale,Pike Brewing Company,Amber Ale,4.60 %,Unite Red Rye Ale,Hale_s Ales,American Amber / Red Ale,4.80 %,"('Beer_Name', 'Style')"
Pike Unite Red Rye Ale,Pike Brewing Company,Amber Ale,4.60 %,Unite Red Rye Ale,The Pike Brewing Company,American Amber / Red Ale,4.80 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')"
Pike Unite Red Rye Ale,Pike Brewing Company,Amber Ale,4.60 %,Unite Red Rye Ale,Hale_s Ales,American Amber / Red Ale,4.60 %,"('Beer_Name', 'Style', 'ABV')"
Amber Waves Ale,Capitol City Brewing,American Amber / Red Ale,5.40 %,Capitol City Amber Waves Ale,Crazy Mountain Brewing Company,Amber Ale,6.00 %,"('Beer_Name', 'Style')"
Amber Waves Ale,Capitol City Brewing,American Amber / Red Ale,5.40 %,Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,6.00 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')"
Amber Waves Ale,Capitol City Brewing,American Amber / Red Ale,5.40 %,Capitol City Amber Waves Ale,Crazy Mountain Brewing Company,Amber Ale,5.60 %,"('Beer_Name', 'Style', 'ABV')"
Amber Waves Ale,Capitol City Brewing,American Amber / Red Ale,5.40 %,Capitol City Amber Waves Ale,Crooked Eye Brewery,Amber Ale,4.70 %,"('Beer_Name', 'Style')"
Amber Waves Ale,Capitol City Brewing,American Amber / Red Ale,5.40 %,Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,4.70 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')"
Amber Waves Ale,Capitol City Brewing,American Amber / Red Ale,5.40 %,Capitol City Amber Waves Ale,Crooked Eye Brewery,Amber Ale,5.60 %,"('Beer_Name', 'Style', 'ABV')"
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Amber Waves Ale,Kuhnhenn Brewing,American Amber / Red Ale,6 %,"('Beer_Name', 'Style')"
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Amber Waves Ale,Capitol City Brewing,American Amber / Red Ale,6 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')"
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Amber Waves Ale,Kuhnhenn Brewing,American Amber / Red Ale,5.40 %,"('Beer_Name', 'Style', 'ABV')"
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Amber Waves Ale,Crazy Mountain Brewing Company,American Amber / Red Ale,6 %,"('Beer_Name', 'Style')"
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Amber Waves Ale,Capitol City Brewing,American Amber / Red Ale,6 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')"
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Amber Waves Ale,Crazy Mountain Brewing Company,American Amber / Red Ale,5.40 %,"('Beer_Name', 'Style', 'ABV')"
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Amber Waves Ale,Kauai Island Brewing Company,American Amber / Red Ale,5.80 %,"('Beer_Name', 'Style')"
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Amber Waves Ale,Capitol City Brewing,American Amber / Red Ale,5.80 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')"
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Amber Waves Ale,Kauai Island Brewing Company,American Amber / Red Ale,5.40 %,"('Beer_Name', 'Style', 'ABV')"
Yalobusha Copperhead Amber Ale,Yalobusha Brewing Company,Amber Ale,5.60 %,Copperhead Amber Ale,Iron Hill Maple Shade,American Amber / Red Ale,4.40 %,"('Beer_Name', 'Style')"
Yalobusha Copperhead Amber Ale,Yalobusha Brewing Company,Amber Ale,5.60 %,Copperhead Amber Ale,Yalobusha Brewing Company,American Amber / Red Ale,4.40 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')"
Yalobusha Copperhead Amber Ale,Yalobusha Brewing Company,Amber Ale,5.60 %,Copperhead Amber Ale,Iron Hill Maple Shade,American Amber / Red Ale,5.65 %,"('Beer_Name', 'Style', 'ABV')"
Yalobusha Copperhead Amber Ale,Yalobusha Brewing Company,Amber Ale,5.60 %,Copperhead Amber Ale,Yalobusha Brewing Company,Amber Ale,5 %,"('Beer_Name', 'Brew_Factory_Name')"
Yalobusha Copperhead Amber Ale,Yalobusha Brewing Company,Amber Ale,5.60 %,Copperhead Amber Ale,Genesee Brewing Company &#40; North American Breweries &#41;,American Amber / Red Ale,5 %,"('Beer_Name', 'Style')"
Yalobusha Copperhead Amber Ale,Yalobusha Brewing Company,Amber Ale,5.60 %,Copperhead Amber Ale,Yalobusha Brewing Company,American Amber / Red Ale,5 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')"
Yalobusha Copperhead Amber Ale,Yalobusha Brewing Company,Amber Ale,5.60 %,Copperhead Amber Ale,Genesee Brewing Company &#40; North American Breweries &#41;,American Amber / Red Ale,5.65 %,"('Beer_Name', 'Style', 'ABV')"
John Harvards Oatmeal Amber Ale,John Harvard_s Brewhouse &#40; Corporate Office &#41;,Amber Ale,6.50 %,Oatmeal Amber Ale,Spiteful Brewing,American Amber / Red Ale,6 %,"('Beer_Name', 'Style')"
John Harvards Oatmeal Amber Ale,John Harvard_s Brewhouse &#40; Corporate Office &#41;,Amber Ale,6.50 %,Oatmeal Amber Ale,Ornery Beer Company Public House,American Amber / Red Ale,6 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')"
John Harvards Oatmeal Amber Ale,John Harvard_s Brewhouse &#40; Corporate Office &#41;,Amber Ale,6.50 %,Oatmeal Amber Ale,Spiteful Brewing,American Amber / Red Ale,5.70 %,"('Beer_Name', 'Style', 'ABV')"
John Harvards Oatmeal Amber Ale,John Harvard_s Brewhouse &#40; Corporate Office &#41;,Amber Ale,6.50 %,Oatmeal Amber Ale,The Cambridge House,American Amber / Red Ale,6 %,"('Beer_Name', 'Style')"
John Harvards Oatmeal Amber Ale,John Harvard_s Brewhouse &#40; Corporate Office &#41;,Amber Ale,6.50 %,Oatmeal Amber Ale,Ornery Beer Company Public House,American Amber / Red Ale,6 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')"
John Harvards Oatmeal Amber Ale,John Harvard_s Brewhouse &#40; Corporate Office &#41;,Amber Ale,6.50 %,Oatmeal Amber Ale,The Cambridge House,American Amber / Red Ale,5.70 %,"('Beer_Name', 'Style', 'ABV')"
John Harvards Oatmeal Amber Ale,John Harvard_s Brewhouse &#40; Corporate Office &#41;,Amber Ale,6.50 %,Oatmeal Amber Ale,3 Daughters Brewing Company,American Amber / Red Ale,5.70 %,"('Beer_Name', 'Style')"
John Harvards Oatmeal Amber Ale,John Harvard_s Brewhouse &#40; Corporate Office &#41;,Amber Ale,6.50 %,Oatmeal Amber Ale,Ornery Beer Company Public House,American Amber / Red Ale,5.70 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')"
John Harvards Oatmeal Amber Ale,John Harvard_s Brewhouse &#40; Corporate Office &#41;,Amber Ale,6.50 %,Oatmeal Amber Ale,3 Daughters Brewing Company,American Amber / Red Ale,5.70 %,"('Beer_Name', 'Style', 'ABV')"
Sacramento River Otter Ale,Sacramento Brewing Company,English Pale Ale,5.50 %,River Otter Ale,Northampton Brewing Co. &#40; NB &#41;,American Amber / Red Ale,4.50 %,"('Beer_Name', 'Style')"
Sacramento River Otter Ale,Sacramento Brewing Company,English Pale Ale,5.50 %,River Otter Ale,Union Station Brewery,American Amber / Red Ale,4.50 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')"
Sacramento River Otter Ale,Sacramento Brewing Company,English Pale Ale,5.50 %,River Otter Ale,Northampton Brewing Co. &#40; NB &#41;,American Amber / Red Ale,5.10 %,"('Beer_Name', 'Style', 'ABV')"
Sacramento River Otter Ale,Sacramento Brewing Company,English Pale Ale,5.50 %,River Otter Ale,Ipswich Ale Brewery,American Amber / Red Ale,-,"('Beer_Name', 'Style')"
Sacramento River Otter Ale,Sacramento Brewing Company,English Pale Ale,5.50 %,White Lion Insane Mane Red Ale,Union Station Brewery,American Amber / Red Ale,-,"('Brew_Factory_Name', 'Style')"
Sacramento River Otter Ale,Sacramento Brewing Company,English Pale Ale,5.50 %,River Otter Ale,Union Station Brewery,American Amber / Red Ale,-,"('Beer_Name', 'Brew_Factory_Name', 'Style')"
Sacramento River Otter Ale,Sacramento Brewing Company,English Pale Ale,5.50 %,River Otter Ale,Ipswich Ale Brewery,American Amber / Red Ale,5.10 %,"('Beer_Name', 'Style', 'ABV')"
Sacramento River Otter Ale,Sacramento Brewing Company,English Pale Ale,5.50 %,White Lion Insane Mane Red Ale,Union Station Brewery,American Amber / Red Ale,5.10 %,"('Brew_Factory_Name', 'Style', 'ABV')"
Big Red Balls,Hillcrest Brewing Company,American Amber / Red Ale,8.00 %,Hillcrest Big Red Balls,Crooked Eye Brewery,Imperial IPA,4.70 %,"('Beer_Name', 'Style')"
Big Red Balls,Hillcrest Brewing Company,American Amber / Red Ale,8.00 %,Regimental 80 Scottish Ale,Hillcrest Brewing Company,Imperial IPA,4.70 %,"('Brew_Factory_Name', 'Style')"
Big Red Balls,Hillcrest Brewing Company,American Amber / Red Ale,8.00 %,Hillcrest Big Red Balls,Hillcrest Brewing Company,Imperial IPA,4.70 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')"
Big Red Balls,Hillcrest Brewing Company,American Amber / Red Ale,8.00 %,Hillcrest Big Red Balls,Crooked Eye Brewery,Imperial IPA,8 %,"('Beer_Name', 'Style', 'ABV')"
Big Red Balls,Hillcrest Brewing Company,American Amber / Red Ale,8.00 %,Regimental 80 Scottish Ale,Hillcrest Brewing Company,Imperial IPA,8 %,"('Brew_Factory_Name', 'Style', 'ABV')"
Hillcrest Big Red Balls,Hillcrest Brewing Company,Imperial IPA,8 %,Big Red Balls,Okanagan Spring Brewery &#40; Sapporo &#41;,Amber Ale,5 %,"('Beer_Name',)"
Hillcrest Big Red Balls,Hillcrest Brewing Company,Imperial IPA,8 %,Big Red Balls,Hillcrest Brewing Company,Amber Ale,5 %,"('Beer_Name', 'Brew_Factory_Name')"
Hillcrest Big Red Balls,Hillcrest Brewing Company,Imperial IPA,8 %,Big Red Balls,Okanagan Spring Brewery &#40; Sapporo &#41;,American Amber / Red Ale,5 %,"('Beer_Name', 'Style')"
Hillcrest Big Red Balls,Hillcrest Brewing Company,Imperial IPA,8 %,Big Red Balls,Hillcrest Brewing Company,American Amber / Red Ale,5 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')"
Hillcrest Big Red Balls,Hillcrest Brewing Company,Imperial IPA,8 %,Big Red Balls,Hillcrest Brewing Company,Amber Ale,8.00 %,"('Beer_Name', 'Brew_Factory_Name', 'ABV')"
Hillcrest Big Red Balls,Hillcrest Brewing Company,Imperial IPA,8 %,Big Red Balls,Okanagan Spring Brewery &#40; Sapporo &#41;,American Amber / Red Ale,8.00 %,"('Beer_Name', 'Style', 'ABV')"
Hillcrest Big Red Balls,Hillcrest Brewing Company,Imperial IPA,8 %,Big Red Balls,Hillcrest Brewing Company,Amber Ale,6.60 %,"('Beer_Name', 'Brew_Factory_Name')"
Hillcrest Big Red Balls,Hillcrest Brewing Company,Imperial IPA,8 %,Big Red Balls,Birra Amarcord,American Amber / Red Ale,6.60 %,"('Beer_Name', 'Style')"
Hillcrest Big Red Balls,Hillcrest Brewing Company,Imperial IPA,8 %,Viola Rossa,Hillcrest Brewing Company,American Amber / Red Ale,6.60 %,"('Brew_Factory_Name', 'Style')"
Hillcrest Big Red Balls,Hillcrest Brewing Company,Imperial IPA,8 %,Big Red Balls,Hillcrest Brewing Company,American Amber / Red Ale,6.60 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')"
Hillcrest Big Red Balls,Hillcrest Brewing Company,Imperial IPA,8 %,Big Red Balls,Hillcrest Brewing Company,Amber Ale,8.00 %,"('Beer_Name', 'Brew_Factory_Name', 'ABV')"
Hillcrest Big Red Balls,Hillcrest Brewing Company,Imperial IPA,8 %,Big Red Balls,Birra Amarcord,American Amber / Red Ale,8.00 %,"('Beer_Name', 'Style', 'ABV')"
Hillcrest Big Red Balls,Hillcrest Brewing Company,Imperial IPA,8 %,Viola Rossa,Hillcrest Brewing Company,American Amber / Red Ale,8.00 %,"('Brew_Factory_Name', 'Style', 'ABV')"
Hillcrest Big Red Balls,Hillcrest Brewing Company,Imperial IPA,8 %,Crazy Mountain Boohai Red Ale &#40; Kura Koa &#41;,Crazy Mountain Brewing Company,American Amber / Red Ale,6 %,"('Style',)"
Hillcrest Big Red Balls,Hillcrest Brewing Company,Imperial IPA,8 %,Big Red Balls,Crazy Mountain Brewing Company,American Amber / Red Ale,6 %,"('Beer_Name', 'Style')"
Hillcrest Big Red Balls,Hillcrest Brewing Company,Imperial IPA,8 %,Crazy Mountain Boohai Red Ale &#40; Kura Koa &#41;,Hillcrest Brewing Company,American Amber / Red Ale,6 %,"('Brew_Factory_Name', 'Style')"
Hillcrest Big Red Balls,Hillcrest Brewing Company,Imperial IPA,8 %,Crazy Mountain Boohai Red Ale &#40; Kura Koa &#41;,Crazy Mountain Brewing Company,American Amber / Red Ale,8.00 %,"('Style', 'ABV')"
Hillcrest Big Red Balls,Hillcrest Brewing Company,Imperial IPA,8 %,Big Red Balls,Hillcrest Brewing Company,American Amber / Red Ale,6 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')"
Hillcrest Big Red Balls,Hillcrest Brewing Company,Imperial IPA,8 %,Big Red Balls,Hillcrest Brewing Company,Amber Ale,8.00 %,"('Beer_Name', 'Brew_Factory_Name', 'ABV')"
Hillcrest Big Red Balls,Hillcrest Brewing Company,Imperial IPA,8 %,Big Red Balls,Crazy Mountain Brewing Company,American Amber / Red Ale,8.00 %,"('Beer_Name', 'Style', 'ABV')"
Hillcrest Big Red Balls,Hillcrest Brewing Company,Imperial IPA,8 %,Crazy Mountain Boohai Red Ale &#40; Kura Koa &#41;,Hillcrest Brewing Company,American Amber / Red Ale,8.00 %,"('Brew_Factory_Name', 'Style', 'ABV')"
Catawba Valley Revenuers Red Ale,Catawba Valley Brewing Company,Irish Ale,5.20 %,Revenuers Red Ale,Kauai Island Brewing Company,American Amber / Red Ale,5.80 %,"('Beer_Name', 'Style')"
Catawba Valley Revenuers Red Ale,Catawba Valley Brewing Company,Irish Ale,5.20 %,Kauai Island Cane Fire Red,Catawba Brewing Co. .,American Amber / Red Ale,5.80 %,"('Brew_Factory_Name', 'Style')"
Catawba Valley Revenuers Red Ale,Catawba Valley Brewing Company,Irish Ale,5.20 %,Kauai Island Cane Fire Red,Kauai Island Brewing Company,American Amber / Red Ale,5.20 %,"('Style', 'ABV')"
Catawba Valley Revenuers Red Ale,Catawba Valley Brewing Company,Irish Ale,5.20 %,Revenuers Red Ale,Catawba Brewing Co. .,American Amber / Red Ale,5.80 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')"
Catawba Valley Revenuers Red Ale,Catawba Valley Brewing Company,Irish Ale,5.20 %,Revenuers Red Ale,Catawba Brewing Co. .,Amber Ale,5.20 %,"('Beer_Name', 'Brew_Factory_Name', 'ABV')"
Catawba Valley Revenuers Red Ale,Catawba Valley Brewing Company,Irish Ale,5.20 %,Revenuers Red Ale,Kauai Island Brewing Company,American Amber / Red Ale,5.20 %,"('Beer_Name', 'Style', 'ABV')"
Catawba Valley Revenuers Red Ale,Catawba Valley Brewing Company,Irish Ale,5.20 %,Kauai Island Cane Fire Red,Catawba Brewing Co. .,American Amber / Red Ale,5.20 %,"('Brew_Factory_Name', 'Style', 'ABV')"
Catawba Valley Revenuers Red Ale,Catawba Valley Brewing Company,Irish Ale,5.20 %,Revenuers Red Ale,Rudders Seafood Restaurant & Brew Pub,American Amber / Red Ale,-,"('Beer_Name', 'Style')"
Catawba Valley Revenuers Red Ale,Catawba Valley Brewing Company,Irish Ale,5.20 %,Rudders Red,Catawba Brewing Co. .,American Amber / Red Ale,-,"('Brew_Factory_Name', 'Style')"
Catawba Valley Revenuers Red Ale,Catawba Valley Brewing Company,Irish Ale,5.20 %,Rudders Red,Rudders Seafood Restaurant & Brew Pub,American Amber / Red Ale,5.20 %,"('Style', 'ABV')"
Catawba Valley Revenuers Red Ale,Catawba Valley Brewing Company,Irish Ale,5.20 %,Revenuers Red Ale,Catawba Brewing Co. .,American Amber / Red Ale,-,"('Beer_Name', 'Brew_Factory_Name', 'Style')"
Catawba Valley Revenuers Red Ale,Catawba Valley Brewing Company,Irish Ale,5.20 %,Revenuers Red Ale,Catawba Brewing Co. .,Amber Ale,5.20 %,"('Beer_Name', 'Brew_Factory_Name', 'ABV')"
Catawba Valley Revenuers Red Ale,Catawba Valley Brewing Company,Irish Ale,5.20 %,Revenuers Red Ale,Rudders Seafood Restaurant & Brew Pub,American Amber / Red Ale,5.20 %,"('Beer_Name', 'Style', 'ABV')"
Catawba Valley Revenuers Red Ale,Catawba Valley Brewing Company,Irish Ale,5.20 %,Rudders Red,Catawba Brewing Co. .,American Amber / Red Ale,5.20 %,"('Brew_Factory_Name', 'Style', 'ABV')"
