ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes
Push Technology Personalization through Event Correlation,"Asaf Adi, David Botzer, Tali Yatzkar-Haham, Opher Etzion",VLDB,2000,Push Technology Personalization through Event Correlation,"Bruno Tessier, Am�lie Marian, Brendan Hills, Sophie Cluet, Jean-Claude Mamou, Bernd Amann, Anne-Marie Vercoustre, Fr�d�ric Hubert, Vincent Aguilera, Laurent Mignet, Serge Abiteboul, S�bastien Ailleret, Tova Milo, Cassio Souza dos Santos",VLDB,2000,"('title', 'year')"
Push Technology Personalization through Event Correlation,"Asaf Adi, David Botzer, Tali Yatzkar-Haham, Opher Etzion",VLDB,2000,Push Technology Personalization through Event Correlation,"Asaf Adi, David Botzer, Opher Etzion, Tali Yatzkar-Haham",Very Large Data Bases,1999,"('title', 'authors', 'venue')"
Push Technology Personalization through Event Correlation,"Asaf Adi, David Botzer, Tali Yatzkar-Haham, Opher Etzion",VLDB,2000,Push Technology Personalization through Event Correlation,"Asaf Adi, David Botzer, Opher Etzion, Tali Yatzkar-Haham",VLDB,2000,"('title', 'authors', 'year')"
Push Technology Personalization through Event Correlation,"Asaf Adi, David Botzer, Tali Yatzkar-Haham, Opher Etzion",VLDB,2000,Push Technology Personalization through Event Correlation,"Bruno Tessier, Am�lie Marian, Brendan Hills, Sophie Cluet, Jean-Claude Mamou, Bernd Amann, Anne-Marie Vercoustre, Fr�d�ric Hubert, Vincent Aguilera, Laurent Mignet, Serge Abiteboul, S�bastien Ailleret, Tova Milo, Cassio Souza dos Santos",Very Large Data Bases,2000,"('title', 'venue', 'year')"
Push Technology Personalization through Event Correlation,"Asaf Adi, David Botzer, Tali Yatzkar-Haham, Opher Etzion",VLDB,2000,Push Technology Personalization through Event Correlation,"Fereidoon Sadri, Laks V. S. Lakshmanan, Iyer N. Subramanian",VLDB,1996,"('title',)"
Push Technology Personalization through Event Correlation,"Asaf Adi, David Botzer, Tali Yatzkar-Haham, Opher Etzion",VLDB,2000,Push Technology Personalization through Event Correlation,"Asaf Adi, David Botzer, Opher Etzion, Tali Yatzkar-Haham",VLDB,1996,"('title', 'authors')"
Push Technology Personalization through Event Correlation,"Asaf Adi, David Botzer, Tali Yatzkar-Haham, Opher Etzion",VLDB,2000,Push Technology Personalization through Event Correlation,"Fereidoon Sadri, Laks V. S. Lakshmanan, Iyer N. Subramanian",Very Large Data Bases,1996,"('title', 'venue')"
Push Technology Personalization through Event Correlation,"Asaf Adi, David Botzer, Tali Yatzkar-Haham, Opher Etzion",VLDB,2000,Push Technology Personalization through Event Correlation,"Fereidoon Sadri, Laks V. S. Lakshmanan, Iyer N. Subramanian",VLDB,2000,"('title', 'year')"
Push Technology Personalization through Event Correlation,"Asaf Adi, David Botzer, Tali Yatzkar-Haham, Opher Etzion",VLDB,2000,Push Technology Personalization through Event Correlation,"Asaf Adi, David Botzer, Opher Etzion, Tali Yatzkar-Haham",Very Large Data Bases,1996,"('title', 'authors', 'venue')"
Push Technology Personalization through Event Correlation,"Asaf Adi, David Botzer, Tali Yatzkar-Haham, Opher Etzion",VLDB,2000,Push Technology Personalization through Event Correlation,"Asaf Adi, David Botzer, Opher Etzion, Tali Yatzkar-Haham",VLDB,2000,"('title', 'authors', 'year')"
Push Technology Personalization through Event Correlation,"Asaf Adi, David Botzer, Tali Yatzkar-Haham, Opher Etzion",VLDB,2000,Push Technology Personalization through Event Correlation,"Fereidoon Sadri, Laks V. S. Lakshmanan, Iyer N. Subramanian",Very Large Data Bases,2000,"('title', 'venue', 'year')"
Push Technology Personalization through Event Correlation,"Asaf Adi, David Botzer, Opher Etzion, Tali Yatzkar-Haham",Very Large Data Bases,2000,Push Technology Personalization through Event Correlation,"H. V. Jagadish, Hui Jin, Beng Chin Ooi, Kian-Lee Tan",International Conference on Management of Data,2001,"('title',)"
Push Technology Personalization through Event Correlation,"Asaf Adi, David Botzer, Opher Etzion, Tali Yatzkar-Haham",Very Large Data Bases,2000,Push Technology Personalization through Event Correlation,"Asaf Adi, David Botzer, Tali Yatzkar-Haham, Opher Etzion",International Conference on Management of Data,2001,"('title', 'authors')"
Push Technology Personalization through Event Correlation,"Asaf Adi, David Botzer, Opher Etzion, Tali Yatzkar-Haham",Very Large Data Bases,2000,Push Technology Personalization through Event Correlation,"H. V. Jagadish, Hui Jin, Beng Chin Ooi, Kian-Lee Tan",VLDB,2001,"('title', 'venue')"
Push Technology Personalization through Event Correlation,"Asaf Adi, David Botzer, Opher Etzion, Tali Yatzkar-Haham",Very Large Data Bases,2000,Push Technology Personalization through Event Correlation,"H. V. Jagadish, Hui Jin, Beng Chin Ooi, Kian-Lee Tan",International Conference on Management of Data,2000,"('title', 'year')"
Push Technology Personalization through Event Correlation,"Asaf Adi, David Botzer, Opher Etzion, Tali Yatzkar-Haham",Very Large Data Bases,2000,Push Technology Personalization through Event Correlation,"Asaf Adi, David Botzer, Tali Yatzkar-Haham, Opher Etzion",VLDB,2001,"('title', 'authors', 'venue')"
Push Technology Personalization through Event Correlation,"Asaf Adi, David Botzer, Opher Etzion, Tali Yatzkar-Haham",Very Large Data Bases,2000,Push Technology Personalization through Event Correlation,"Asaf Adi, David Botzer, Tali Yatzkar-Haham, Opher Etzion",International Conference on Management of Data,2000,"('title', 'authors', 'year')"
Push Technology Personalization through Event Correlation,"Asaf Adi, David Botzer, Opher Etzion, Tali Yatzkar-Haham",Very Large Data Bases,2000,Push Technology Personalization through Event Correlation,"H. V. Jagadish, Hui Jin, Beng Chin Ooi, Kian-Lee Tan",VLDB,2000,"('title', 'venue', 'year')"
HD-Eye: visual clustering of high dimensional data,"Daniel A. Keim, Markus Wawryniuk, Alexander Hinneburg",SIGMOD Conference,2002,HD-Eye: visual clustering of high dimensional data,"Matthias Jarke, Udo Grimmer, Dominik L�bbers",VLDB,2003,"('title',)"
HD-Eye: visual clustering of high dimensional data,"Daniel A. Keim, Markus Wawryniuk, Alexander Hinneburg",SIGMOD Conference,2002,HD-Eye: visual clustering of high dimensional data,"Alexander Hinneburg, Daniel A. Keim, Markus Wawryniuk",VLDB,2003,"('title', 'authors')"
HD-Eye: visual clustering of high dimensional data,"Daniel A. Keim, Markus Wawryniuk, Alexander Hinneburg",SIGMOD Conference,2002,HD-Eye: visual clustering of high dimensional data,"Matthias Jarke, Udo Grimmer, Dominik L�bbers",International Conference on Management of Data,2003,"('title', 'venue')"
HD-Eye: visual clustering of high dimensional data,"Daniel A. Keim, Markus Wawryniuk, Alexander Hinneburg",SIGMOD Conference,2002,HD-Eye: visual clustering of high dimensional data,"Matthias Jarke, Udo Grimmer, Dominik L�bbers",VLDB,2002,"('title', 'year')"
HD-Eye: visual clustering of high dimensional data,"Daniel A. Keim, Markus Wawryniuk, Alexander Hinneburg",SIGMOD Conference,2002,HD-Eye: visual clustering of high dimensional data,"Alexander Hinneburg, Daniel A. Keim, Markus Wawryniuk",International Conference on Management of Data,2003,"('title', 'authors', 'venue')"
HD-Eye: visual clustering of high dimensional data,"Daniel A. Keim, Markus Wawryniuk, Alexander Hinneburg",SIGMOD Conference,2002,HD-Eye: visual clustering of high dimensional data,"Alexander Hinneburg, Daniel A. Keim, Markus Wawryniuk",VLDB,2002,"('title', 'authors', 'year')"
HD-Eye: visual clustering of high dimensional data,"Daniel A. Keim, Markus Wawryniuk, Alexander Hinneburg",SIGMOD Conference,2002,HD-Eye: visual clustering of high dimensional data,"Matthias Jarke, Udo Grimmer, Dominik L�bbers",International Conference on Management of Data,2002,"('title', 'venue', 'year')"
HD-Eye: visual clustering of high dimensional data,"Daniel A. Keim, Markus Wawryniuk, Alexander Hinneburg",SIGMOD Conference,2002,HD-Eye: visual clustering of high dimensional data,"Milind Joshi, C�sar A. Galindo-Legaria",SIGMOD Conference,2001,"('title',)"
HD-Eye: visual clustering of high dimensional data,"Daniel A. Keim, Markus Wawryniuk, Alexander Hinneburg",SIGMOD Conference,2002,HD-Eye: visual clustering of high dimensional data,"Alexander Hinneburg, Daniel A. Keim, Markus Wawryniuk",SIGMOD Conference,2001,"('title', 'authors')"
HD-Eye: visual clustering of high dimensional data,"Daniel A. Keim, Markus Wawryniuk, Alexander Hinneburg",SIGMOD Conference,2002,HD-Eye: visual clustering of high dimensional data,"Milind Joshi, C�sar A. Galindo-Legaria",International Conference on Management of Data,2001,"('title', 'venue')"
HD-Eye: visual clustering of high dimensional data,"Daniel A. Keim, Markus Wawryniuk, Alexander Hinneburg",SIGMOD Conference,2002,HD-Eye: visual clustering of high dimensional data,"Milind Joshi, C�sar A. Galindo-Legaria",SIGMOD Conference,2002,"('title', 'year')"
HD-Eye: visual clustering of high dimensional data,"Daniel A. Keim, Markus Wawryniuk, Alexander Hinneburg",SIGMOD Conference,2002,HD-Eye: visual clustering of high dimensional data,"Alexander Hinneburg, Daniel A. Keim, Markus Wawryniuk",International Conference on Management of Data,2001,"('title', 'authors', 'venue')"
HD-Eye: visual clustering of high dimensional data,"Daniel A. Keim, Markus Wawryniuk, Alexander Hinneburg",SIGMOD Conference,2002,HD-Eye: visual clustering of high dimensional data,"Alexander Hinneburg, Daniel A. Keim, Markus Wawryniuk",SIGMOD Conference,2002,"('title', 'authors', 'year')"
HD-Eye: visual clustering of high dimensional data,"Daniel A. Keim, Markus Wawryniuk, Alexander Hinneburg",SIGMOD Conference,2002,HD-Eye: visual clustering of high dimensional data,"Milind Joshi, C�sar A. Galindo-Legaria",International Conference on Management of Data,2002,"('title', 'venue', 'year')"
HD-Eye: visual clustering of high dimensional data,"Daniel A. Keim, Markus Wawryniuk, Alexander Hinneburg",SIGMOD Conference,2002,HD-Eye: visual clustering of high dimensional data,Michael J. Carey,SIGMOD Conference,2000,"('title',)"
HD-Eye: visual clustering of high dimensional data,"Daniel A. Keim, Markus Wawryniuk, Alexander Hinneburg",SIGMOD Conference,2002,HD-Eye: visual clustering of high dimensional data,"Alexander Hinneburg, Daniel A. Keim, Markus Wawryniuk",SIGMOD Conference,2000,"('title', 'authors')"
HD-Eye: visual clustering of high dimensional data,"Daniel A. Keim, Markus Wawryniuk, Alexander Hinneburg",SIGMOD Conference,2002,HD-Eye: visual clustering of high dimensional data,Michael J. Carey,International Conference on Management of Data,2000,"('title', 'venue')"
HD-Eye: visual clustering of high dimensional data,"Daniel A. Keim, Markus Wawryniuk, Alexander Hinneburg",SIGMOD Conference,2002,HD-Eye: visual clustering of high dimensional data,Michael J. Carey,SIGMOD Conference,2002,"('title', 'year')"
HD-Eye: visual clustering of high dimensional data,"Daniel A. Keim, Markus Wawryniuk, Alexander Hinneburg",SIGMOD Conference,2002,HD-Eye: visual clustering of high dimensional data,"Alexander Hinneburg, Daniel A. Keim, Markus Wawryniuk",International Conference on Management of Data,2000,"('title', 'authors', 'venue')"
HD-Eye: visual clustering of high dimensional data,"Daniel A. Keim, Markus Wawryniuk, Alexander Hinneburg",SIGMOD Conference,2002,HD-Eye: visual clustering of high dimensional data,"Alexander Hinneburg, Daniel A. Keim, Markus Wawryniuk",SIGMOD Conference,2002,"('title', 'authors', 'year')"
HD-Eye: visual clustering of high dimensional data,"Daniel A. Keim, Markus Wawryniuk, Alexander Hinneburg",SIGMOD Conference,2002,HD-Eye: visual clustering of high dimensional data,Michael J. Carey,International Conference on Management of Data,2002,"('title', 'venue', 'year')"
HD-Eye: visual clustering of high dimensional data,"Daniel A. Keim, Markus Wawryniuk, Alexander Hinneburg",SIGMOD Conference,2002,HD-Eye: visual clustering of high dimensional data,"Werner Strau�, Gerhard D�nzinger, Werner Kie�ling, Helmut Schmidt",VLDB J.,1994,"('title',)"
HD-Eye: visual clustering of high dimensional data,"Daniel A. Keim, Markus Wawryniuk, Alexander Hinneburg",SIGMOD Conference,2002,HD-Eye: visual clustering of high dimensional data,"Alexander Hinneburg, Daniel A. Keim, Markus Wawryniuk",VLDB J.,1994,"('title', 'authors')"
HD-Eye: visual clustering of high dimensional data,"Daniel A. Keim, Markus Wawryniuk, Alexander Hinneburg",SIGMOD Conference,2002,HD-Eye: visual clustering of high dimensional data,"Werner Strau�, Gerhard D�nzinger, Werner Kie�ling, Helmut Schmidt",International Conference on Management of Data,1994,"('title', 'venue')"
HD-Eye: visual clustering of high dimensional data,"Daniel A. Keim, Markus Wawryniuk, Alexander Hinneburg",SIGMOD Conference,2002,HD-Eye: visual clustering of high dimensional data,"Werner Strau�, Gerhard D�nzinger, Werner Kie�ling, Helmut Schmidt",VLDB J.,2002,"('title', 'year')"
HD-Eye: visual clustering of high dimensional data,"Daniel A. Keim, Markus Wawryniuk, Alexander Hinneburg",SIGMOD Conference,2002,HD-Eye: visual clustering of high dimensional data,"Alexander Hinneburg, Daniel A. Keim, Markus Wawryniuk",International Conference on Management of Data,1994,"('title', 'authors', 'venue')"
HD-Eye: visual clustering of high dimensional data,"Daniel A. Keim, Markus Wawryniuk, Alexander Hinneburg",SIGMOD Conference,2002,HD-Eye: visual clustering of high dimensional data,"Alexander Hinneburg, Daniel A. Keim, Markus Wawryniuk",VLDB J.,2002,"('title', 'authors', 'year')"
HD-Eye: visual clustering of high dimensional data,"Daniel A. Keim, Markus Wawryniuk, Alexander Hinneburg",SIGMOD Conference,2002,HD-Eye: visual clustering of high dimensional data,"Werner Strau�, Gerhard D�nzinger, Werner Kie�ling, Helmut Schmidt",International Conference on Management of Data,2002,"('title', 'venue', 'year')"
A framework for supporting data integration using the materialized and virtual approaches,"Richard Hull, Gang Zhou",International Conference on Management of Data,1996,A Framework for Supporting Data Integration Using the Materialized and Virtual Approaches,"Wai Fu Fung, David Sun, Johannes Gehrke",International Conference on Management of Data,2002,"('title',)"
A framework for supporting data integration using the materialized and virtual approaches,"Richard Hull, Gang Zhou",International Conference on Management of Data,1996,A Framework for Supporting Data Integration Using the Materialized and Virtual Approaches,"Gang Zhou, Richard Hull",International Conference on Management of Data,2002,"('title', 'authors')"
A framework for supporting data integration using the materialized and virtual approaches,"Richard Hull, Gang Zhou",International Conference on Management of Data,1996,A Framework for Supporting Data Integration Using the Materialized and Virtual Approaches,"Wai Fu Fung, David Sun, Johannes Gehrke",SIGMOD Conference,2002,"('title', 'venue')"
A framework for supporting data integration using the materialized and virtual approaches,"Richard Hull, Gang Zhou",International Conference on Management of Data,1996,A Framework for Supporting Data Integration Using the Materialized and Virtual Approaches,"Wai Fu Fung, David Sun, Johannes Gehrke",International Conference on Management of Data,1996,"('title', 'year')"
A framework for supporting data integration using the materialized and virtual approaches,"Richard Hull, Gang Zhou",International Conference on Management of Data,1996,A Framework for Supporting Data Integration Using the Materialized and Virtual Approaches,"Gang Zhou, Richard Hull",SIGMOD Conference,2002,"('title', 'authors', 'venue')"
A framework for supporting data integration using the materialized and virtual approaches,"Richard Hull, Gang Zhou",International Conference on Management of Data,1996,A Framework for Supporting Data Integration Using the Materialized and Virtual Approaches,"Gang Zhou, Richard Hull",International Conference on Management of Data,1996,"('title', 'authors', 'year')"
A framework for supporting data integration using the materialized and virtual approaches,"Richard Hull, Gang Zhou",International Conference on Management of Data,1996,A Framework for Supporting Data Integration Using the Materialized and Virtual Approaches,"Wai Fu Fung, David Sun, Johannes Gehrke",SIGMOD Conference,1996,"('title', 'venue', 'year')"
Functional Properties of Information Filtering,"Rie Sawai, Masahiko Tsukamoto, Yin-Huei Loh, Tsutomu Terada, Shojiro Nishio",Very Large Data Bases,2001,Functional Properties of Information Filtering,"Masahiko Tsukamoto, Shojiro Nishio, Tsutomu Terada, Rie Sawai, Yin-Huei Loh",Very Large Data Bases,1996,"('title', 'authors')"
Functional Properties of Information Filtering,"Rie Sawai, Masahiko Tsukamoto, Yin-Huei Loh, Tsutomu Terada, Shojiro Nishio",Very Large Data Bases,2001,Of Objects and Databases: A Decade of Turmoil,"Masahiko Tsukamoto, Shojiro Nishio, Tsutomu Terada, Rie Sawai, Yin-Huei Loh",VLDB,1996,"('authors', 'venue')"
Functional Properties of Information Filtering,"Rie Sawai, Masahiko Tsukamoto, Yin-Huei Loh, Tsutomu Terada, Shojiro Nishio",Very Large Data Bases,2001,Functional Properties of Information Filtering,"Masahiko Tsukamoto, Shojiro Nishio, Tsutomu Terada, Rie Sawai, Yin-Huei Loh",VLDB,1996,"('title', 'authors', 'venue')"
Functional Properties of Information Filtering,"Rie Sawai, Masahiko Tsukamoto, Yin-Huei Loh, Tsutomu Terada, Shojiro Nishio",Very Large Data Bases,2001,Functional Properties of Information Filtering,"Masahiko Tsukamoto, Shojiro Nishio, Tsutomu Terada, Rie Sawai, Yin-Huei Loh",Very Large Data Bases,2001,"('title', 'authors', 'year')"
Functional Properties of Information Filtering,"Rie Sawai, Masahiko Tsukamoto, Yin-Huei Loh, Tsutomu Terada, Shojiro Nishio",Very Large Data Bases,2001,Of Objects and Databases: A Decade of Turmoil,"Masahiko Tsukamoto, Shojiro Nishio, Tsutomu Terada, Rie Sawai, Yin-Huei Loh",VLDB,2001,"('authors', 'venue', 'year')"
Predictive dynamic load balancing of parallel and distributed rule and query processing,"Hasanat M. Dewan, Salvatore J. Stolfo, Mauricio Hern&#225;ndez, Jae-Jun Hwang",International Conference on Management of Data,1994,Predictive Dynamic Load Balancing of Parallel and Distributed Rule and Query Processing,Amit Sheth,International Conference on Management of Data,1995,"('title',)"
Predictive dynamic load balancing of parallel and distributed rule and query processing,"Hasanat M. Dewan, Salvatore J. Stolfo, Mauricio Hern&#225;ndez, Jae-Jun Hwang",International Conference on Management of Data,1994,Predictive Dynamic Load Balancing of Parallel and Distributed Rule and Query Processing,"Jae-Jun Hwang, Mauricio A. Hern�ndez, Salvatore J. Stolfo, Hasanat M. Dewan",International Conference on Management of Data,1995,"('title', 'authors')"
Predictive dynamic load balancing of parallel and distributed rule and query processing,"Hasanat M. Dewan, Salvatore J. Stolfo, Mauricio Hern&#225;ndez, Jae-Jun Hwang",International Conference on Management of Data,1994,Predictive Dynamic Load Balancing of Parallel and Distributed Rule and Query Processing,Amit Sheth,SIGMOD Conference,1995,"('title', 'venue')"
Predictive dynamic load balancing of parallel and distributed rule and query processing,"Hasanat M. Dewan, Salvatore J. Stolfo, Mauricio Hern&#225;ndez, Jae-Jun Hwang",International Conference on Management of Data,1994,Predictive Dynamic Load Balancing of Parallel and Distributed Rule and Query Processing,Amit Sheth,International Conference on Management of Data,1994,"('title', 'year')"
Predictive dynamic load balancing of parallel and distributed rule and query processing,"Hasanat M. Dewan, Salvatore J. Stolfo, Mauricio Hern&#225;ndez, Jae-Jun Hwang",International Conference on Management of Data,1994,Predictive Dynamic Load Balancing of Parallel and Distributed Rule and Query Processing,"Jae-Jun Hwang, Mauricio A. Hern�ndez, Salvatore J. Stolfo, Hasanat M. Dewan",SIGMOD Conference,1995,"('title', 'authors', 'venue')"
Predictive dynamic load balancing of parallel and distributed rule and query processing,"Hasanat M. Dewan, Salvatore J. Stolfo, Mauricio Hern&#225;ndez, Jae-Jun Hwang",International Conference on Management of Data,1994,Predictive Dynamic Load Balancing of Parallel and Distributed Rule and Query Processing,"Jae-Jun Hwang, Mauricio A. Hern�ndez, Salvatore J. Stolfo, Hasanat M. Dewan",International Conference on Management of Data,1994,"('title', 'authors', 'year')"
Predictive dynamic load balancing of parallel and distributed rule and query processing,"Hasanat M. Dewan, Salvatore J. Stolfo, Mauricio Hern&#225;ndez, Jae-Jun Hwang",International Conference on Management of Data,1994,Predictive Dynamic Load Balancing of Parallel and Distributed Rule and Query Processing,Amit Sheth,SIGMOD Conference,1994,"('title', 'venue', 'year')"
Similarity Search for Adaptive Ellipsoid Queries Using Spatial Transformation,"Yasushi Sakurai, Masatoshi Yoshikawa, Ryoji Kataoka, Shunsuke Uemura",Very Large Data Bases,2001,Similarity Search for Adaptive Ellipsoid Queries Using Spatial Transformation,Jos&#233; A. Blakeley,International Conference on Management of Data,1996,"('title',)"
Similarity Search for Adaptive Ellipsoid Queries Using Spatial Transformation,"Yasushi Sakurai, Masatoshi Yoshikawa, Ryoji Kataoka, Shunsuke Uemura",Very Large Data Bases,2001,Similarity Search for Adaptive Ellipsoid Queries Using Spatial Transformation,"Yasushi Sakurai, Shunsuke Uemura, Masatoshi Yoshikawa, Ryoji Kataoka",International Conference on Management of Data,1996,"('title', 'authors')"
Similarity Search for Adaptive Ellipsoid Queries Using Spatial Transformation,"Yasushi Sakurai, Masatoshi Yoshikawa, Ryoji Kataoka, Shunsuke Uemura",Very Large Data Bases,2001,Similarity Search for Adaptive Ellipsoid Queries Using Spatial Transformation,Jos&#233; A. Blakeley,VLDB,1996,"('title', 'venue')"
Similarity Search for Adaptive Ellipsoid Queries Using Spatial Transformation,"Yasushi Sakurai, Masatoshi Yoshikawa, Ryoji Kataoka, Shunsuke Uemura",Very Large Data Bases,2001,Similarity Search for Adaptive Ellipsoid Queries Using Spatial Transformation,Jos&#233; A. Blakeley,International Conference on Management of Data,2001,"('title', 'year')"
Similarity Search for Adaptive Ellipsoid Queries Using Spatial Transformation,"Yasushi Sakurai, Masatoshi Yoshikawa, Ryoji Kataoka, Shunsuke Uemura",Very Large Data Bases,2001,Similarity Search for Adaptive Ellipsoid Queries Using Spatial Transformation,"Yasushi Sakurai, Shunsuke Uemura, Masatoshi Yoshikawa, Ryoji Kataoka",VLDB,1996,"('title', 'authors', 'venue')"
Similarity Search for Adaptive Ellipsoid Queries Using Spatial Transformation,"Yasushi Sakurai, Masatoshi Yoshikawa, Ryoji Kataoka, Shunsuke Uemura",Very Large Data Bases,2001,Similarity Search for Adaptive Ellipsoid Queries Using Spatial Transformation,"Yasushi Sakurai, Shunsuke Uemura, Masatoshi Yoshikawa, Ryoji Kataoka",International Conference on Management of Data,2001,"('title', 'authors', 'year')"
Similarity Search for Adaptive Ellipsoid Queries Using Spatial Transformation,"Yasushi Sakurai, Masatoshi Yoshikawa, Ryoji Kataoka, Shunsuke Uemura",Very Large Data Bases,2001,Similarity Search for Adaptive Ellipsoid Queries Using Spatial Transformation,Jos&#233; A. Blakeley,VLDB,2001,"('title', 'venue', 'year')"
OS Support for VLDBs: Unix Enhancements for the Teradata Data Base,"Sorana Rabinovici, John Catozzi",VLDB,1995,OS Support for VLDBs: Unix Enhancements for the Teradata Data Base,Times-Ten Team,SIGMOD Conference,1999,"('title',)"
OS Support for VLDBs: Unix Enhancements for the Teradata Data Base,"Sorana Rabinovici, John Catozzi",VLDB,1995,OS Support for VLDBs: Unix Enhancements for the Teradata Data Base,"John Catozzi, Sorana Rabinovici",SIGMOD Conference,1999,"('title', 'authors')"
OS Support for VLDBs: Unix Enhancements for the Teradata Data Base,"Sorana Rabinovici, John Catozzi",VLDB,1995,OS Support for VLDBs: Unix Enhancements for the Teradata Data Base,Times-Ten Team,Very Large Data Bases,1999,"('title', 'venue')"
OS Support for VLDBs: Unix Enhancements for the Teradata Data Base,"Sorana Rabinovici, John Catozzi",VLDB,1995,OS Support for VLDBs: Unix Enhancements for the Teradata Data Base,Times-Ten Team,SIGMOD Conference,1995,"('title', 'year')"
OS Support for VLDBs: Unix Enhancements for the Teradata Data Base,"Sorana Rabinovici, John Catozzi",VLDB,1995,OS Support for VLDBs: Unix Enhancements for the Teradata Data Base,"John Catozzi, Sorana Rabinovici",Very Large Data Bases,1999,"('title', 'authors', 'venue')"
OS Support for VLDBs: Unix Enhancements for the Teradata Data Base,"Sorana Rabinovici, John Catozzi",VLDB,1995,OS Support for VLDBs: Unix Enhancements for the Teradata Data Base,"John Catozzi, Sorana Rabinovici",SIGMOD Conference,1995,"('title', 'authors', 'year')"
OS Support for VLDBs: Unix Enhancements for the Teradata Data Base,"Sorana Rabinovici, John Catozzi",VLDB,1995,OS Support for VLDBs: Unix Enhancements for the Teradata Data Base,Times-Ten Team,Very Large Data Bases,1995,"('title', 'venue', 'year')"
OS Support for VLDBs: Unix Enhancements for the Teradata Data Base,"John Catozzi, Sorana Rabinovici",Very Large Data Bases,1995,OS Support for VLDBs: Unix Enhancements for the Teradata Data Base,Oded Shmueli,Very Large Data Bases,2001,"('title',)"
OS Support for VLDBs: Unix Enhancements for the Teradata Data Base,"John Catozzi, Sorana Rabinovici",Very Large Data Bases,1995,OS Support for VLDBs: Unix Enhancements for the Teradata Data Base,"Sorana Rabinovici, John Catozzi",Very Large Data Bases,2001,"('title', 'authors')"
OS Support for VLDBs: Unix Enhancements for the Teradata Data Base,"John Catozzi, Sorana Rabinovici",Very Large Data Bases,1995,OS Support for VLDBs: Unix Enhancements for the Teradata Data Base,Oded Shmueli,VLDB,2001,"('title', 'venue')"
OS Support for VLDBs: Unix Enhancements for the Teradata Data Base,"John Catozzi, Sorana Rabinovici",Very Large Data Bases,1995,OS Support for VLDBs: Unix Enhancements for the Teradata Data Base,Oded Shmueli,Very Large Data Bases,1995,"('title', 'year')"
OS Support for VLDBs: Unix Enhancements for the Teradata Data Base,"John Catozzi, Sorana Rabinovici",Very Large Data Bases,1995,OS Support for VLDBs: Unix Enhancements for the Teradata Data Base,"Sorana Rabinovici, John Catozzi",VLDB,2001,"('title', 'authors', 'venue')"
