ltable_brand,ltable_modelno,ltable_title,ltable_price,ltable_dimensions,ltable_imageurl,ltable_shipweight,rtable_brand,rtable_modelno,rtable_title,rtable_price,rtable_dimensions,rtable_imageurl,rtable_shipweight,alteredAttributes
Microsoft,JSD-00007,Microsoft LifeCam VX-800 - Black JSD-00007,14.21,,http://ecx.images-amazon.com/images/I/41Y0UuWm%2B9L._SL500_AA300_.jpg,1 pounds,Microsoft,JSD-00007,Verbatim 95155 700 MB 4x-12x 80 Minute Silver Rewritable Disc CD-RW 25 Disc Spindle,17.99,5.4 x 5.4 x 1.9 inches,http://i.walmartimages.com/i/p/00/88/53/70/30/0088537030389_300X300.jpg,2 pounds,"('brand', 'modelno', 'imageurl')"
Microsoft,JSD-00007,Microsoft LifeCam VX-800 - Black JSD-00007,14.21,,http://ecx.images-amazon.com/images/I/41Y0UuWm%2B9L._SL500_AA300_.jpg,1 pounds,Microsoft,JSD-00007,Verbatim 95155 700 MB 4x-12x 80 Minute Silver Rewritable Disc CD-RW 25 Disc Spindle,17.99,5.4 x 5.4 x 1.9 inches,http://ecx.images-amazon.com/images/I/41nerBBTEzL._AA300_.jpg,1,"('brand', 'modelno', 'shipweight')"
Microsoft,JSD-00007,Microsoft LifeCam VX-800 - Black JSD-00007,14.21,,http://ecx.images-amazon.com/images/I/41Y0UuWm%2B9L._SL500_AA300_.jpg,1 pounds,Microsoft,95155,Microsoft LifeCam VX-800 Black,18.88,5.4 x 5.4 x 1.9 inches,http://ecx.images-amazon.com/images/I/41nerBBTEzL._AA300_.jpg,2 pounds,"('brand', 'title', 'price')"
Microsoft,JSD-00007,Microsoft LifeCam VX-800 - Black JSD-00007,14.21,,http://ecx.images-amazon.com/images/I/41Y0UuWm%2B9L._SL500_AA300_.jpg,1 pounds,Microsoft,95155,Microsoft LifeCam VX-800 Black,17.99,6.5 x 5.5 x 3.0 inches,http://ecx.images-amazon.com/images/I/41nerBBTEzL._AA300_.jpg,2 pounds,"('brand', 'title', 'dimensions')"
Microsoft,JSD-00007,Microsoft LifeCam VX-800 - Black JSD-00007,14.21,,http://ecx.images-amazon.com/images/I/41Y0UuWm%2B9L._SL500_AA300_.jpg,1 pounds,Microsoft,95155,Microsoft LifeCam VX-800 Black,17.99,5.4 x 5.4 x 1.9 inches,http://i.walmartimages.com/i/p/00/88/53/70/30/0088537030389_300X300.jpg,2 pounds,"('brand', 'title', 'imageurl')"
Microsoft,JSD-00007,Microsoft LifeCam VX-800 - Black JSD-00007,14.21,,http://ecx.images-amazon.com/images/I/41Y0UuWm%2B9L._SL500_AA300_.jpg,1 pounds,Microsoft,95155,Microsoft LifeCam VX-800 Black,17.99,5.4 x 5.4 x 1.9 inches,http://ecx.images-amazon.com/images/I/41nerBBTEzL._AA300_.jpg,1,"('brand', 'title', 'shipweight')"
Microsoft,JSD-00007,Microsoft LifeCam VX-800 - Black JSD-00007,14.21,,http://ecx.images-amazon.com/images/I/41Y0UuWm%2B9L._SL500_AA300_.jpg,1 pounds,Microsoft,95155,Verbatim 95155 700 MB 4x-12x 80 Minute Silver Rewritable Disc CD-RW 25 Disc Spindle,18.88,6.5 x 5.5 x 3.0 inches,http://ecx.images-amazon.com/images/I/41nerBBTEzL._AA300_.jpg,2 pounds,"('brand', 'price', 'dimensions')"
Microsoft,JSD-00007,Microsoft LifeCam VX-800 - Black JSD-00007,14.21,,http://ecx.images-amazon.com/images/I/41Y0UuWm%2B9L._SL500_AA300_.jpg,1 pounds,Microsoft,95155,Verbatim 95155 700 MB 4x-12x 80 Minute Silver Rewritable Disc CD-RW 25 Disc Spindle,18.88,5.4 x 5.4 x 1.9 inches,http://i.walmartimages.com/i/p/00/88/53/70/30/0088537030389_300X300.jpg,2 pounds,"('brand', 'price', 'imageurl')"
Microsoft,JSD-00007,Microsoft LifeCam VX-800 - Black JSD-00007,14.21,,http://ecx.images-amazon.com/images/I/41Y0UuWm%2B9L._SL500_AA300_.jpg,1 pounds,Microsoft,95155,Verbatim 95155 700 MB 4x-12x 80 Minute Silver Rewritable Disc CD-RW 25 Disc Spindle,18.88,5.4 x 5.4 x 1.9 inches,http://ecx.images-amazon.com/images/I/41nerBBTEzL._AA300_.jpg,1,"('brand', 'price', 'shipweight')"
Microsoft,JSD-00007,Microsoft LifeCam VX-800 - Black JSD-00007,14.21,,http://ecx.images-amazon.com/images/I/41Y0UuWm%2B9L._SL500_AA300_.jpg,1 pounds,Microsoft,95155,Verbatim 95155 700 MB 4x-12x 80 Minute Silver Rewritable Disc CD-RW 25 Disc Spindle,17.99,6.5 x 5.5 x 3.0 inches,http://i.walmartimages.com/i/p/00/88/53/70/30/0088537030389_300X300.jpg,2 pounds,"('brand', 'dimensions', 'imageurl')"
Microsoft,JSD-00007,Microsoft LifeCam VX-800 - Black JSD-00007,14.21,,http://ecx.images-amazon.com/images/I/41Y0UuWm%2B9L._SL500_AA300_.jpg,1 pounds,Microsoft,95155,Verbatim 95155 700 MB 4x-12x 80 Minute Silver Rewritable Disc CD-RW 25 Disc Spindle,17.99,6.5 x 5.5 x 3.0 inches,http://ecx.images-amazon.com/images/I/41nerBBTEzL._AA300_.jpg,1,"('brand', 'dimensions', 'shipweight')"
Microsoft,JSD-00007,Microsoft LifeCam VX-800 - Black JSD-00007,14.21,,http://ecx.images-amazon.com/images/I/41Y0UuWm%2B9L._SL500_AA300_.jpg,1 pounds,Microsoft,95155,Verbatim 95155 700 MB 4x-12x 80 Minute Silver Rewritable Disc CD-RW 25 Disc Spindle,17.99,5.4 x 5.4 x 1.9 inches,http://i.walmartimages.com/i/p/00/88/53/70/30/0088537030389_300X300.jpg,1,"('brand', 'imageurl', 'shipweight')"
Microsoft,JSD-00007,Microsoft LifeCam VX-800 - Black JSD-00007,14.21,,http://ecx.images-amazon.com/images/I/41Y0UuWm%2B9L._SL500_AA300_.jpg,1 pounds,Microsoft,JSD-00007,Microsoft LifeCam VX-800 Black,18.88,5.4 x 5.4 x 1.9 inches,http://ecx.images-amazon.com/images/I/41nerBBTEzL._AA300_.jpg,2 pounds,"('brand', 'modelno', 'title', 'price')"
Microsoft,JSD-00007,Microsoft LifeCam VX-800 - Black JSD-00007,14.21,,http://ecx.images-amazon.com/images/I/41Y0UuWm%2B9L._SL500_AA300_.jpg,1 pounds,Microsoft,JSD-00007,Microsoft LifeCam VX-800 Black,17.99,6.5 x 5.5 x 3.0 inches,http://ecx.images-amazon.com/images/I/41nerBBTEzL._AA300_.jpg,2 pounds,"('brand', 'modelno', 'title', 'dimensions')"
Microsoft,JSD-00007,Microsoft LifeCam VX-800 - Black JSD-00007,14.21,,http://ecx.images-amazon.com/images/I/41Y0UuWm%2B9L._SL500_AA300_.jpg,1 pounds,Microsoft,JSD-00007,Microsoft LifeCam VX-800 Black,17.99,5.4 x 5.4 x 1.9 inches,http://i.walmartimages.com/i/p/00/88/53/70/30/0088537030389_300X300.jpg,2 pounds,"('brand', 'modelno', 'title', 'imageurl')"
Microsoft,JSD-00007,Microsoft LifeCam VX-800 - Black JSD-00007,14.21,,http://ecx.images-amazon.com/images/I/41Y0UuWm%2B9L._SL500_AA300_.jpg,1 pounds,Microsoft,JSD-00007,Microsoft LifeCam VX-800 Black,17.99,5.4 x 5.4 x 1.9 inches,http://ecx.images-amazon.com/images/I/41nerBBTEzL._AA300_.jpg,1,"('brand', 'modelno', 'title', 'shipweight')"
Microsoft,JSD-00007,Microsoft LifeCam VX-800 - Black JSD-00007,14.21,,http://ecx.images-amazon.com/images/I/41Y0UuWm%2B9L._SL500_AA300_.jpg,1 pounds,Microsoft,JSD-00007,Verbatim 95155 700 MB 4x-12x 80 Minute Silver Rewritable Disc CD-RW 25 Disc Spindle,18.88,6.5 x 5.5 x 3.0 inches,http://ecx.images-amazon.com/images/I/41nerBBTEzL._AA300_.jpg,2 pounds,"('brand', 'modelno', 'price', 'dimensions')"
Microsoft,JSD-00007,Microsoft LifeCam VX-800 - Black JSD-00007,14.21,,http://ecx.images-amazon.com/images/I/41Y0UuWm%2B9L._SL500_AA300_.jpg,1 pounds,Microsoft,JSD-00007,Verbatim 95155 700 MB 4x-12x 80 Minute Silver Rewritable Disc CD-RW 25 Disc Spindle,18.88,5.4 x 5.4 x 1.9 inches,http://i.walmartimages.com/i/p/00/88/53/70/30/0088537030389_300X300.jpg,2 pounds,"('brand', 'modelno', 'price', 'imageurl')"
Microsoft,JSD-00007,Microsoft LifeCam VX-800 - Black JSD-00007,14.21,,http://ecx.images-amazon.com/images/I/41Y0UuWm%2B9L._SL500_AA300_.jpg,1 pounds,Microsoft,JSD-00007,Verbatim 95155 700 MB 4x-12x 80 Minute Silver Rewritable Disc CD-RW 25 Disc Spindle,18.88,5.4 x 5.4 x 1.9 inches,http://ecx.images-amazon.com/images/I/41nerBBTEzL._AA300_.jpg,1,"('brand', 'modelno', 'price', 'shipweight')"
Microsoft,JSD-00007,Microsoft LifeCam VX-800 - Black JSD-00007,14.21,,http://ecx.images-amazon.com/images/I/41Y0UuWm%2B9L._SL500_AA300_.jpg,1 pounds,Microsoft,JSD-00007,Verbatim 95155 700 MB 4x-12x 80 Minute Silver Rewritable Disc CD-RW 25 Disc Spindle,17.99,6.5 x 5.5 x 3.0 inches,http://i.walmartimages.com/i/p/00/88/53/70/30/0088537030389_300X300.jpg,2 pounds,"('brand', 'modelno', 'dimensions', 'imageurl')"
Microsoft,JSD-00007,Microsoft LifeCam VX-800 - Black JSD-00007,14.21,,http://ecx.images-amazon.com/images/I/41Y0UuWm%2B9L._SL500_AA300_.jpg,1 pounds,Microsoft,JSD-00007,Verbatim 95155 700 MB 4x-12x 80 Minute Silver Rewritable Disc CD-RW 25 Disc Spindle,17.99,6.5 x 5.5 x 3.0 inches,http://ecx.images-amazon.com/images/I/41nerBBTEzL._AA300_.jpg,1,"('brand', 'modelno', 'dimensions', 'shipweight')"
Microsoft,JSD-00007,Microsoft LifeCam VX-800 - Black JSD-00007,14.21,,http://ecx.images-amazon.com/images/I/41Y0UuWm%2B9L._SL500_AA300_.jpg,1 pounds,Microsoft,JSD-00007,Verbatim 95155 700 MB 4x-12x 80 Minute Silver Rewritable Disc CD-RW 25 Disc Spindle,17.99,5.4 x 5.4 x 1.9 inches,http://i.walmartimages.com/i/p/00/88/53/70/30/0088537030389_300X300.jpg,1,"('brand', 'modelno', 'imageurl', 'shipweight')"
Microsoft,JSD-00007,Microsoft LifeCam VX-800 - Black JSD-00007,14.21,,http://ecx.images-amazon.com/images/I/41Y0UuWm%2B9L._SL500_AA300_.jpg,1 pounds,Microsoft,95155,Microsoft LifeCam VX-800 Black,18.88,6.5 x 5.5 x 3.0 inches,http://ecx.images-amazon.com/images/I/41nerBBTEzL._AA300_.jpg,2 pounds,"('brand', 'title', 'price', 'dimensions')"
Microsoft,JSD-00007,Microsoft LifeCam VX-800 - Black JSD-00007,14.21,,http://ecx.images-amazon.com/images/I/41Y0UuWm%2B9L._SL500_AA300_.jpg,1 pounds,Microsoft,95155,Microsoft LifeCam VX-800 Black,18.88,5.4 x 5.4 x 1.9 inches,http://i.walmartimages.com/i/p/00/88/53/70/30/0088537030389_300X300.jpg,2 pounds,"('brand', 'title', 'price', 'imageurl')"
Microsoft,JSD-00007,Microsoft LifeCam VX-800 - Black JSD-00007,14.21,,http://ecx.images-amazon.com/images/I/41Y0UuWm%2B9L._SL500_AA300_.jpg,1 pounds,Microsoft,95155,Microsoft LifeCam VX-800 Black,18.88,5.4 x 5.4 x 1.9 inches,http://ecx.images-amazon.com/images/I/41nerBBTEzL._AA300_.jpg,1,"('brand', 'title', 'price', 'shipweight')"
Microsoft,JSD-00007,Microsoft LifeCam VX-800 - Black JSD-00007,14.21,,http://ecx.images-amazon.com/images/I/41Y0UuWm%2B9L._SL500_AA300_.jpg,1 pounds,Microsoft,95155,Microsoft LifeCam VX-800 Black,17.99,6.5 x 5.5 x 3.0 inches,http://i.walmartimages.com/i/p/00/88/53/70/30/0088537030389_300X300.jpg,2 pounds,"('brand', 'title', 'dimensions', 'imageurl')"
Microsoft,JSD-00007,Microsoft LifeCam VX-800 - Black JSD-00007,14.21,,http://ecx.images-amazon.com/images/I/41Y0UuWm%2B9L._SL500_AA300_.jpg,1 pounds,Microsoft,95155,Microsoft LifeCam VX-800 Black,17.99,6.5 x 5.5 x 3.0 inches,http://ecx.images-amazon.com/images/I/41nerBBTEzL._AA300_.jpg,1,"('brand', 'title', 'dimensions', 'shipweight')"
Microsoft,JSD-00007,Microsoft LifeCam VX-800 - Black JSD-00007,14.21,,http://ecx.images-amazon.com/images/I/41Y0UuWm%2B9L._SL500_AA300_.jpg,1 pounds,Microsoft,95155,Microsoft LifeCam VX-800 Black,17.99,5.4 x 5.4 x 1.9 inches,http://i.walmartimages.com/i/p/00/88/53/70/30/0088537030389_300X300.jpg,1,"('brand', 'title', 'imageurl', 'shipweight')"
Microsoft,JSD-00007,Microsoft LifeCam VX-800 - Black JSD-00007,14.21,,http://ecx.images-amazon.com/images/I/41Y0UuWm%2B9L._SL500_AA300_.jpg,1 pounds,Microsoft,95155,Verbatim 95155 700 MB 4x-12x 80 Minute Silver Rewritable Disc CD-RW 25 Disc Spindle,18.88,6.5 x 5.5 x 3.0 inches,http://i.walmartimages.com/i/p/00/88/53/70/30/0088537030389_300X300.jpg,2 pounds,"('brand', 'price', 'dimensions', 'imageurl')"
Microsoft,JSD-00007,Microsoft LifeCam VX-800 - Black JSD-00007,14.21,,http://ecx.images-amazon.com/images/I/41Y0UuWm%2B9L._SL500_AA300_.jpg,1 pounds,Microsoft,95155,Verbatim 95155 700 MB 4x-12x 80 Minute Silver Rewritable Disc CD-RW 25 Disc Spindle,18.88,6.5 x 5.5 x 3.0 inches,http://ecx.images-amazon.com/images/I/41nerBBTEzL._AA300_.jpg,1,"('brand', 'price', 'dimensions', 'shipweight')"
Microsoft,JSD-00007,Microsoft LifeCam VX-800 - Black JSD-00007,14.21,,http://ecx.images-amazon.com/images/I/41Y0UuWm%2B9L._SL500_AA300_.jpg,1 pounds,Microsoft,95155,Verbatim 95155 700 MB 4x-12x 80 Minute Silver Rewritable Disc CD-RW 25 Disc Spindle,18.88,5.4 x 5.4 x 1.9 inches,http://i.walmartimages.com/i/p/00/88/53/70/30/0088537030389_300X300.jpg,1,"('brand', 'price', 'imageurl', 'shipweight')"
Microsoft,JSD-00007,Microsoft LifeCam VX-800 - Black JSD-00007,14.21,,http://ecx.images-amazon.com/images/I/41Y0UuWm%2B9L._SL500_AA300_.jpg,1 pounds,Microsoft,95155,Verbatim 95155 700 MB 4x-12x 80 Minute Silver Rewritable Disc CD-RW 25 Disc Spindle,17.99,6.5 x 5.5 x 3.0 inches,http://i.walmartimages.com/i/p/00/88/53/70/30/0088537030389_300X300.jpg,1,"('brand', 'dimensions', 'imageurl', 'shipweight')"
Level Mount,,Level Mount Motorized Full Motion Mount For Flat Screen TV s 10 - 42 Screens,199.99,27.0 x 16.0 x 10.5 inches,http://i.walmartimages.com/i/mp/00/78/50/14/01/0078501401169_P255045_300X300.jpg,35.9,Level Mount,DC42SM,Quartet Contour Fabric Bulletin Board,73.24,,http://i.walmartimages.com/i/p/00/03/41/38/76/0003413876934_300X300.jpg,6.05,"('brand', 'modelno')"
Level Mount,,Level Mount Motorized Full Motion Mount For Flat Screen TV s 10 - 42 Screens,199.99,27.0 x 16.0 x 10.5 inches,http://i.walmartimages.com/i/mp/00/78/50/14/01/0078501401169_P255045_300X300.jpg,35.9,Level Mount,7693M,Level Mount DC42SM Full Motion Articulating Motorized Wall Mount for 26 to 42 Displays Black,73.24,,http://i.walmartimages.com/i/p/00/03/41/38/76/0003413876934_300X300.jpg,6.05,"('brand', 'title')"
Level Mount,,Level Mount Motorized Full Motion Mount For Flat Screen TV s 10 - 42 Screens,199.99,27.0 x 16.0 x 10.5 inches,http://i.walmartimages.com/i/mp/00/78/50/14/01/0078501401169_P255045_300X300.jpg,35.9,Level Mount,7693M,Quartet Contour Fabric Bulletin Board,73.24,,http://ecx.images-amazon.com/images/I/41ZpCUcX%2B9L._SL500_AA300_.jpg,6.05,"('brand', 'imageurl')"
Level Mount,,Level Mount Motorized Full Motion Mount For Flat Screen TV s 10 - 42 Screens,199.99,27.0 x 16.0 x 10.5 inches,http://i.walmartimages.com/i/mp/00/78/50/14/01/0078501401169_P255045_300X300.jpg,35.9,Level Mount,7693M,Quartet Contour Fabric Bulletin Board,73.24,,http://i.walmartimages.com/i/p/00/03/41/38/76/0003413876934_300X300.jpg,35 pounds,"('brand', 'shipweight')"
Level Mount,,Level Mount Motorized Full Motion Mount For Flat Screen TV s 10 - 42 Screens,199.99,27.0 x 16.0 x 10.5 inches,http://i.walmartimages.com/i/mp/00/78/50/14/01/0078501401169_P255045_300X300.jpg,35.9,Level Mount,DC42SM,Level Mount DC42SM Full Motion Articulating Motorized Wall Mount for 26 to 42 Displays Black,73.24,,http://i.walmartimages.com/i/p/00/03/41/38/76/0003413876934_300X300.jpg,6.05,"('brand', 'modelno', 'title')"
Level Mount,,Level Mount Motorized Full Motion Mount For Flat Screen TV s 10 - 42 Screens,199.99,27.0 x 16.0 x 10.5 inches,http://i.walmartimages.com/i/mp/00/78/50/14/01/0078501401169_P255045_300X300.jpg,35.9,Level Mount,DC42SM,Quartet Contour Fabric Bulletin Board,199.67,,http://i.walmartimages.com/i/p/00/03/41/38/76/0003413876934_300X300.jpg,6.05,"('brand', 'modelno', 'price')"
Level Mount,,Level Mount Motorized Full Motion Mount For Flat Screen TV s 10 - 42 Screens,199.99,27.0 x 16.0 x 10.5 inches,http://i.walmartimages.com/i/mp/00/78/50/14/01/0078501401169_P255045_300X300.jpg,35.9,Level Mount,DC42SM,Quartet Contour Fabric Bulletin Board,73.24,31.3 x 17.0 x 7.0 inches,http://i.walmartimages.com/i/p/00/03/41/38/76/0003413876934_300X300.jpg,6.05,"('brand', 'modelno', 'dimensions')"
Level Mount,,Level Mount Motorized Full Motion Mount For Flat Screen TV s 10 - 42 Screens,199.99,27.0 x 16.0 x 10.5 inches,http://i.walmartimages.com/i/mp/00/78/50/14/01/0078501401169_P255045_300X300.jpg,35.9,Level Mount,DC42SM,Quartet Contour Fabric Bulletin Board,73.24,,http://ecx.images-amazon.com/images/I/41ZpCUcX%2B9L._SL500_AA300_.jpg,6.05,"('brand', 'modelno', 'imageurl')"
Level Mount,,Level Mount Motorized Full Motion Mount For Flat Screen TV s 10 - 42 Screens,199.99,27.0 x 16.0 x 10.5 inches,http://i.walmartimages.com/i/mp/00/78/50/14/01/0078501401169_P255045_300X300.jpg,35.9,Level Mount,DC42SM,Quartet Contour Fabric Bulletin Board,73.24,,http://i.walmartimages.com/i/p/00/03/41/38/76/0003413876934_300X300.jpg,35 pounds,"('brand', 'modelno', 'shipweight')"
Level Mount,,Level Mount Motorized Full Motion Mount For Flat Screen TV s 10 - 42 Screens,199.99,27.0 x 16.0 x 10.5 inches,http://i.walmartimages.com/i/mp/00/78/50/14/01/0078501401169_P255045_300X300.jpg,35.9,Level Mount,7693M,Level Mount DC42SM Full Motion Articulating Motorized Wall Mount for 26 to 42 Displays Black,199.67,,http://i.walmartimages.com/i/p/00/03/41/38/76/0003413876934_300X300.jpg,6.05,"('brand', 'title', 'price')"
Level Mount,,Level Mount Motorized Full Motion Mount For Flat Screen TV s 10 - 42 Screens,199.99,27.0 x 16.0 x 10.5 inches,http://i.walmartimages.com/i/mp/00/78/50/14/01/0078501401169_P255045_300X300.jpg,35.9,Level Mount,7693M,Level Mount DC42SM Full Motion Articulating Motorized Wall Mount for 26 to 42 Displays Black,73.24,,http://ecx.images-amazon.com/images/I/41ZpCUcX%2B9L._SL500_AA300_.jpg,6.05,"('brand', 'title', 'imageurl')"
Level Mount,,Level Mount Motorized Full Motion Mount For Flat Screen TV s 10 - 42 Screens,199.99,27.0 x 16.0 x 10.5 inches,http://i.walmartimages.com/i/mp/00/78/50/14/01/0078501401169_P255045_300X300.jpg,35.9,Level Mount,7693M,Level Mount DC42SM Full Motion Articulating Motorized Wall Mount for 26 to 42 Displays Black,73.24,,http://i.walmartimages.com/i/p/00/03/41/38/76/0003413876934_300X300.jpg,35 pounds,"('brand', 'title', 'shipweight')"
Level Mount,,Level Mount Motorized Full Motion Mount For Flat Screen TV s 10 - 42 Screens,199.99,27.0 x 16.0 x 10.5 inches,http://i.walmartimages.com/i/mp/00/78/50/14/01/0078501401169_P255045_300X300.jpg,35.9,Level Mount,7693M,Quartet Contour Fabric Bulletin Board,199.67,,http://ecx.images-amazon.com/images/I/41ZpCUcX%2B9L._SL500_AA300_.jpg,6.05,"('brand', 'price', 'imageurl')"
Level Mount,,Level Mount Motorized Full Motion Mount For Flat Screen TV s 10 - 42 Screens,199.99,27.0 x 16.0 x 10.5 inches,http://i.walmartimages.com/i/mp/00/78/50/14/01/0078501401169_P255045_300X300.jpg,35.9,Level Mount,7693M,Quartet Contour Fabric Bulletin Board,199.67,,http://i.walmartimages.com/i/p/00/03/41/38/76/0003413876934_300X300.jpg,35 pounds,"('brand', 'price', 'shipweight')"
Level Mount,,Level Mount Motorized Full Motion Mount For Flat Screen TV s 10 - 42 Screens,199.99,27.0 x 16.0 x 10.5 inches,http://i.walmartimages.com/i/mp/00/78/50/14/01/0078501401169_P255045_300X300.jpg,35.9,Level Mount,7693M,Quartet Contour Fabric Bulletin Board,73.24,31.3 x 17.0 x 7.0 inches,http://ecx.images-amazon.com/images/I/41ZpCUcX%2B9L._SL500_AA300_.jpg,6.05,"('brand', 'dimensions', 'imageurl')"
Level Mount,,Level Mount Motorized Full Motion Mount For Flat Screen TV s 10 - 42 Screens,199.99,27.0 x 16.0 x 10.5 inches,http://i.walmartimages.com/i/mp/00/78/50/14/01/0078501401169_P255045_300X300.jpg,35.9,Level Mount,7693M,Quartet Contour Fabric Bulletin Board,73.24,31.3 x 17.0 x 7.0 inches,http://i.walmartimages.com/i/p/00/03/41/38/76/0003413876934_300X300.jpg,35 pounds,"('brand', 'dimensions', 'shipweight')"
Level Mount,,Level Mount Motorized Full Motion Mount For Flat Screen TV s 10 - 42 Screens,199.99,27.0 x 16.0 x 10.5 inches,http://i.walmartimages.com/i/mp/00/78/50/14/01/0078501401169_P255045_300X300.jpg,35.9,Level Mount,7693M,Quartet Contour Fabric Bulletin Board,73.24,,http://ecx.images-amazon.com/images/I/41ZpCUcX%2B9L._SL500_AA300_.jpg,35 pounds,"('brand', 'imageurl', 'shipweight')"
Level Mount,,Level Mount Motorized Full Motion Mount For Flat Screen TV s 10 - 42 Screens,199.99,27.0 x 16.0 x 10.5 inches,http://i.walmartimages.com/i/mp/00/78/50/14/01/0078501401169_P255045_300X300.jpg,35.9,Level Mount,DC42SM,Level Mount DC42SM Full Motion Articulating Motorized Wall Mount for 26 to 42 Displays Black,199.67,,http://i.walmartimages.com/i/p/00/03/41/38/76/0003413876934_300X300.jpg,6.05,"('brand', 'modelno', 'title', 'price')"
