ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes
HD-Eye: visual clustering of high dimensional data,"Daniel A. Keim, Markus Wawryniuk, Alexander Hinneburg",SIGMOD Conference,2002,HD-Eye: visual clustering of high dimensional data,"Werner Strau�, Gerhard D�nzinger, Werner Kie�ling, Helmut Schmidt",VLDB J.,2002,"('title', 'year')"
HD-Eye: visual clustering of high dimensional data,"Daniel A. Keim, Markus Wawryniuk, Alexander Hinneburg",SIGMOD Conference,2002,HD-Eye: visual clustering of high dimensional data,"Alexander Hinneburg, Daniel A. Keim, Markus Wawryniuk",VLDB J.,2002,"('title', 'authors', 'year')"
HD-Eye: visual clustering of high dimensional data,"Daniel A. Keim, Markus Wawryniuk, Alexander Hinneburg",SIGMOD Conference,2002,HD-Eye: visual clustering of high dimensional data,"Werner Strau�, Gerhard D�nzinger, Werner Kie�ling, Helmut Schmidt",International Conference on Management of Data,2002,"('title', 'venue', 'year')"
A framework for supporting data integration using the materialized and virtual approaches,"Richard Hull, Gang Zhou",International Conference on Management of Data,1996,A Framework for Supporting Data Integration Using the Materialized and Virtual Approaches,"Wai Fu Fung, David Sun, Johannes Gehrke",SIGMOD Conference,1996,"('title', 'venue', 'year')"
Predictive Dynamic Load Balancing of Parallel and Distributed Rule and Query Processing,"Jae-Jun Hwang, Mauricio A. Hern�ndez, Salvatore J. Stolfo, Hasanat M. Dewan",SIGMOD Conference,1994,Predictive dynamic load balancing of parallel and distributed rule and query processing,"Hasanat M. Dewan, Salvatore J. Stolfo, Mauricio Hern&#225;ndez, Jae-Jun Hwang",VLDB,1994,"('title', 'authors')"
Predictive Dynamic Load Balancing of Parallel and Distributed Rule and Query Processing,"Jae-Jun Hwang, Mauricio A. Hern�ndez, Salvatore J. Stolfo, Hasanat M. Dewan",SIGMOD Conference,1994,Predictive dynamic load balancing of parallel and distributed rule and query processing,"Andrea Zisman, V. W. Setzer",International Conference on Management of Data,1994,"('title', 'venue')"
Predictive Dynamic Load Balancing of Parallel and Distributed Rule and Query Processing,"Jae-Jun Hwang, Mauricio A. Hern�ndez, Salvatore J. Stolfo, Hasanat M. Dewan",SIGMOD Conference,1994,New Concurrency Control Algorithms for Accessing and Compacting B-Trees,"Hasanat M. Dewan, Salvatore J. Stolfo, Mauricio Hern&#225;ndez, Jae-Jun Hwang",International Conference on Management of Data,1994,"('authors', 'venue')"
Predictive Dynamic Load Balancing of Parallel and Distributed Rule and Query Processing,"Jae-Jun Hwang, Mauricio A. Hern�ndez, Salvatore J. Stolfo, Hasanat M. Dewan",SIGMOD Conference,1994,Predictive dynamic load balancing of parallel and distributed rule and query processing,"Hasanat M. Dewan, Salvatore J. Stolfo, Mauricio Hern&#225;ndez, Jae-Jun Hwang",International Conference on Management of Data,1994,"('title', 'authors', 'venue')"
Predictive Dynamic Load Balancing of Parallel and Distributed Rule and Query Processing,"Jae-Jun Hwang, Mauricio A. Hern�ndez, Salvatore J. Stolfo, Hasanat M. Dewan",SIGMOD Conference,1994,Predictive dynamic load balancing of parallel and distributed rule and query processing,"Hasanat M. Dewan, Salvatore J. Stolfo, Mauricio Hern&#225;ndez, Jae-Jun Hwang",VLDB,1994,"('title', 'authors', 'year')"
Predictive Dynamic Load Balancing of Parallel and Distributed Rule and Query Processing,"Jae-Jun Hwang, Mauricio A. Hern�ndez, Salvatore J. Stolfo, Hasanat M. Dewan",SIGMOD Conference,1994,Predictive dynamic load balancing of parallel and distributed rule and query processing,"Andrea Zisman, V. W. Setzer",International Conference on Management of Data,1994,"('title', 'venue', 'year')"
Predictive Dynamic Load Balancing of Parallel and Distributed Rule and Query Processing,"Jae-Jun Hwang, Mauricio A. Hern�ndez, Salvatore J. Stolfo, Hasanat M. Dewan",SIGMOD Conference,1994,New Concurrency Control Algorithms for Accessing and Compacting B-Trees,"Hasanat M. Dewan, Salvatore J. Stolfo, Mauricio Hern&#225;ndez, Jae-Jun Hwang",International Conference on Management of Data,1994,"('authors', 'venue', 'year')"
Predictive dynamic load balancing of parallel and distributed rule and query processing,"Hasanat M. Dewan, Salvatore J. Stolfo, Mauricio Hern&#225;ndez, Jae-Jun Hwang",International Conference on Management of Data,1994,Predictive Dynamic Load Balancing of Parallel and Distributed Rule and Query Processing,Amit Sheth,SIGMOD Conference,1994,"('title', 'venue', 'year')"
Similarity Search for Adaptive Ellipsoid Queries Using Spatial Transformation,"Yasushi Sakurai, Masatoshi Yoshikawa, Ryoji Kataoka, Shunsuke Uemura",Very Large Data Bases,2001,Similarity Search for Adaptive Ellipsoid Queries Using Spatial Transformation,"Yasushi Sakurai, Shunsuke Uemura, Masatoshi Yoshikawa, Ryoji Kataoka",International Conference on Management of Data,2001,"('title', 'authors', 'year')"
OS Support for VLDBs: Unix Enhancements for the Teradata Data Base,"Sorana Rabinovici, John Catozzi",VLDB,1995,OS Support for VLDBs: Unix Enhancements for the Teradata Data Base,"John Catozzi, Sorana Rabinovici",SIGMOD Conference,1995,"('title', 'authors', 'year')"
OS Support for VLDBs: Unix Enhancements for the Teradata Data Base,"Sorana Rabinovici, John Catozzi",VLDB,1995,OS Support for VLDBs: Unix Enhancements for the Teradata Data Base,Times-Ten Team,Very Large Data Bases,1995,"('title', 'venue', 'year')"
OS Support for VLDBs: Unix Enhancements for the Teradata Data Base,"John Catozzi, Sorana Rabinovici",Very Large Data Bases,1995,OS Support for VLDBs: Unix Enhancements for the Teradata Data Base,Oded Shmueli,VLDB,1995,"('title', 'venue', 'year')"
Concurrency in the Data Warehouse,Richard Taylor,VLDB,2000,Concurrency in the Data Warehouse,Richard Taylor,VLDB,2000,"('title', 'authors', 'year')"
Concurrency in the Data Warehouse,Richard Taylor,VLDB,2000,Concurrency in the Data Warehouse,Vijay V. Raghavan,Very Large Data Bases,2000,"('title', 'venue', 'year')"
Concurrency in the Data Warehouse,Richard Taylor,VLDB,2000,Loading the Data Warehouse Across Various Parallel Architectures,Richard Taylor,Very Large Data Bases,2000,"('authors', 'venue', 'year')"
Concurrency in the Data Warehouse,Richard Taylor,VLDB,2000,Concurrency in the Data Warehouse,Richard Taylor,VLDB,2000,"('title', 'authors', 'year')"
Concurrency in the Data Warehouse,Richard Taylor,VLDB,2000,Concurrency in the Data Warehouse,Richard Taylor,SIGMOD Conference,2000,"('title', 'authors')"
Concurrency in the Data Warehouse,Richard Taylor,VLDB,2000,Concurrency in the Data Warehouse,Richard Taylor,Very Large Data Bases,2000,"('title', 'authors', 'venue')"
Concurrency in the Data Warehouse,Richard Taylor,VLDB,2000,Concurrency in the Data Warehouse,Richard Taylor,SIGMOD Conference,2000,"('title', 'authors', 'year')"
Concurrency in the Data Warehouse,Richard Taylor,VLDB,2000,Concurrency in the Data Warehouse,Richard Taylor,SIGMOD Record,2000,"('title', 'authors', 'year')"
Concurrency in the Data Warehouse,Richard Taylor,VLDB,2000,Concurrency in the Data Warehouse,Richard Taylor,VLDB,2000,"('title', 'authors', 'year')"
Concurrency in the Data Warehouse,Richard Taylor,VLDB,2000,Concurrency in the Data Warehouse,Mario Gentili,Very Large Data Bases,2000,"('title', 'venue', 'year')"
Concurrency in the Data Warehouse,Richard Taylor,Very Large Data Bases,2000,Concurrency in the Data Warehouse,"Christophe Bobineau, Luc Bouganim, Philippe Pucheral, Patrick Valduriez",VLDB,2000,"('title', 'venue')"
Concurrency in the Data Warehouse,Richard Taylor,Very Large Data Bases,2000,Concurrency in the Data Warehouse,Richard Taylor,VLDB,2000,"('title', 'authors', 'venue')"
Concurrency in the Data Warehouse,Richard Taylor,Very Large Data Bases,2000,Concurrency in the Data Warehouse,"Christophe Bobineau, Luc Bouganim, Philippe Pucheral, Patrick Valduriez",VLDB,2000,"('title', 'venue', 'year')"
Concurrency in the Data Warehouse,Richard Taylor,Very Large Data Bases,2000,Concurrency in the Data Warehouse,"Paul Brown, Michael Stonebraker",VLDB,2000,"('title', 'venue', 'year')"
Telcordia's Database Reconciliation and Data Quality Analysis Tool,"Munir Cochinwala, Francesco Caruso, Paolo Missier, Uma Ganapathy, Gail Lalk",VLDB,2000,Telcordia's Database Reconciliation and Data Quality Analysis Tool,"Francesco Caruso, Munir Cochinwala, Uma Ganapathy, Gail Lalk, Paolo Missier",SIGMOD Conference,2000,"('title', 'authors', 'year')"
Data Replication for Mobile Computers,"A. Prasad Sistla, Ouri Wolfson, Yixiu Huang",SIGMOD Conference,1994,Data replication for mobile computers,"Yixiu Huang, Prasad Sistla, Ouri Wolfson",International Conference on Management of Data,1994,"('title', 'authors', 'venue')"
Data Replication for Mobile Computers,"A. Prasad Sistla, Ouri Wolfson, Yixiu Huang",SIGMOD Conference,1994,Data replication for mobile computers,"King-Ip Lin, Christos Faloutsos",International Conference on Management of Data,1994,"('title', 'venue', 'year')"
A Raster Approximation For Processing of Spatial Joins,"Jano Moreira de Souza, Geraldo Zimbrao",VLDB,1998,A Raster Approximation For Processing of Spatial Joins,"Geraldo Zimbrao, Jano Moreira de Souza",SIGMOD Conference,1998,"('title', 'authors', 'year')"
A Raster Approximation For Processing of Spatial Joins,"Jano Moreira de Souza, Geraldo Zimbrao",VLDB,1998,A Raster Approximation For Processing of Spatial Joins,"Donald R. Slutz, Jim Gray, Tom Barclay",Very Large Data Bases,1998,"('title', 'venue', 'year')"
The InfoSleuth Project,"R. J. Bayardo, Jr., W. Bohrer, R. Brice, A. Cichocki, J. Fowler, A. Halal, V. Kashyap, T. Ksiezyk, G. Martin, M. Nodine, M. Rashid, M. Rusinkiewicz, R. Shea, C. Unnikrishnan, A. Unruh, D. Woelk",International Conference on Management of Data,1997,The InfoSleuth Project,"Marek Rusinkiewicz, Tomasz Ksiezyk, Richard S. Brice, Ray Shea, Vipul Kashyap, Andrzej Cichocki, Mosfeq Rashid, C. Unnikrishnan, Abdelsalam Helal, Amy Unruh, Marian H. Nodine, Jerry Fowler, Darrell Woelk, Gale Martin, Roberto J. Bayardo Jr., William Bohrer",ACM SIGMOD Record ,1997,"('title', 'authors', 'year')"
Guest editor's introduction,Karl Aberer,SIGMOD Record,2003,Guest editor's introduction,Karl Aberer,SIGMOD Record,2003,"('title', 'authors', 'year')"
Guest editor's introduction,Karl Aberer,SIGMOD Record,2003,Guest editor's introduction,Richard T. Snodgrass,ACM SIGMOD Record ,2003,"('title', 'venue', 'year')"
Guest editor's introduction,Karl Aberer,SIGMOD Record,2003,Chair's Message,Karl Aberer,ACM SIGMOD Record ,2003,"('authors', 'venue', 'year')"
Guest editor's introduction,Karl Aberer,ACM SIGMOD Record ,2003,Guest editor's introduction,,SIGMOD Record,2003,"('title', 'venue')"
Guest editor's introduction,Karl Aberer,ACM SIGMOD Record ,2003,Guest editor's introduction,Karl Aberer,SIGMOD Record,2003,"('title', 'authors', 'venue')"
Guest editor's introduction,Karl Aberer,ACM SIGMOD Record ,2003,Guest editor's introduction,,SIGMOD Record,2003,"('title', 'venue', 'year')"
Guest editor's introduction,Karl Aberer,ACM SIGMOD Record ,2003,Guest editor's introduction,Karl Aberer,ACM SIGMOD Record ,2003,"('title', 'authors', 'year')"
Guest editor's introduction,Karl Aberer,ACM SIGMOD Record ,2003,Guest editor's introduction,Kenneth A. Ross,SIGMOD Record,2003,"('title', 'venue', 'year')"
Guest editor's introduction,Karl Aberer,ACM SIGMOD Record ,2003,Reminiscences on influential papers,Karl Aberer,SIGMOD Record,2003,"('authors', 'venue', 'year')"
Reminiscences on Influential Papers,"Daniel J. Rosenkrantz, Nick Koudas, Dan Suciu, Peter Scheuermann, Rajeev Rastogi, Jiawei Han, Kenneth A. Ross",SIGMOD Record,2001,Reminiscences on influential papers,Karl Aberer,ACM SIGMOD Record ,2001,"('title', 'venue', 'year')"
Reminiscences on Influential Papers,"Daniel J. Rosenkrantz, Nick Koudas, Dan Suciu, Peter Scheuermann, Rajeev Rastogi, Jiawei Han, Kenneth A. Ross",SIGMOD Record,2001,Reminiscences on influential papers,"Rajeev Rastogi, Pascal Felber, Chee Yong Chan, Minos N. Garofalakis",VLDB J.,2001,"('title', 'year')"
Reminiscences on Influential Papers,"Daniel J. Rosenkrantz, Nick Koudas, Dan Suciu, Peter Scheuermann, Rajeev Rastogi, Jiawei Han, Kenneth A. Ross",SIGMOD Record,2001,Reminiscences on influential papers,Kenneth A. Ross,VLDB J.,2001,"('title', 'authors', 'year')"
Reminiscences on Influential Papers,"Daniel J. Rosenkrantz, Nick Koudas, Dan Suciu, Peter Scheuermann, Rajeev Rastogi, Jiawei Han, Kenneth A. Ross",SIGMOD Record,2001,Reminiscences on influential papers,"Rajeev Rastogi, Pascal Felber, Chee Yong Chan, Minos N. Garofalakis",ACM SIGMOD Record ,2001,"('title', 'venue', 'year')"
New partnership with ACM and update on the journal,M. Tamer �zsu,VLDB J.,2003,New partnership with ACM and update on the journal,M. Tamer &#214;zsu,VLDB,2003,"('title', 'authors')"
New partnership with ACM and update on the journal,M. Tamer �zsu,VLDB J.,2003,New partnership with ACM and update on the journal,Scott Shenker,The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2003,"('title', 'venue')"
New partnership with ACM and update on the journal,M. Tamer �zsu,VLDB J.,2003,The Data-Centric Revolution in Networking,M. Tamer &#214;zsu,The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2003,"('authors', 'venue')"
New partnership with ACM and update on the journal,M. Tamer �zsu,VLDB J.,2003,New partnership with ACM and update on the journal,M. Tamer &#214;zsu,The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2003,"('title', 'authors', 'venue')"
New partnership with ACM and update on the journal,M. Tamer �zsu,VLDB J.,2003,New partnership with ACM and update on the journal,M. Tamer &#214;zsu,VLDB,2003,"('title', 'authors', 'year')"
New partnership with ACM and update on the journal,M. Tamer �zsu,VLDB J.,2003,New partnership with ACM and update on the journal,Scott Shenker,The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2003,"('title', 'venue', 'year')"
New partnership with ACM and update on the journal,M. Tamer �zsu,VLDB J.,2003,The Data-Centric Revolution in Networking,M. Tamer &#214;zsu,The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2003,"('authors', 'venue', 'year')"
New partnership with ACM and update on the journal,M. Tamer &#214;zsu,The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2003,New partnership with ACM and update on the journal,"Michael J. Carey, Nelson M. Mattos, Anil K. Nori",International Conference on Management of Data,2003,"('title', 'year')"
New partnership with ACM and update on the journal,M. Tamer &#214;zsu,The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2003,New partnership with ACM and update on the journal,M. Tamer �zsu,International Conference on Management of Data,2003,"('title', 'authors', 'year')"
New partnership with ACM and update on the journal,M. Tamer &#214;zsu,The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2003,New partnership with ACM and update on the journal,"Michael J. Carey, Nelson M. Mattos, Anil K. Nori",VLDB J.,2003,"('title', 'venue', 'year')"
Toward Learning Based Web Query Processing,"Yanlei Diao, Hongjun Lu, Zengping Tian, Songting Chen",VLDB,2000,Toward Learning Based Web Query Processing,"S. Sudarshan, Divesh Srivastava, Raghu Ramakrishnan, Jeffrey F. Naughton",ACM Trans. Database Syst.,2000,"('title', 'year')"
Toward Learning Based Web Query Processing,"Yanlei Diao, Hongjun Lu, Zengping Tian, Songting Chen",VLDB,2000,Toward Learning Based Web Query Processing,"Yanlei Diao, Hongjun Lu, Songting Chen, Zengping Tian",ACM Trans. Database Syst.,2000,"('title', 'authors', 'year')"
Toward Learning Based Web Query Processing,"Yanlei Diao, Hongjun Lu, Zengping Tian, Songting Chen",VLDB,2000,Toward Learning Based Web Query Processing,"S. Sudarshan, Divesh Srivastava, Raghu Ramakrishnan, Jeffrey F. Naughton",Very Large Data Bases,2000,"('title', 'venue', 'year')"
Toward Learning Based Web Query Processing,"Yanlei Diao, Hongjun Lu, Zengping Tian, Songting Chen",VLDB,2000,Space Optimization in Deductive Databases,"Yanlei Diao, Hongjun Lu, Songting Chen, Zengping Tian",Very Large Data Bases,2000,"('authors', 'venue', 'year')"
Toward Learning Based Web Query Processing,"Yanlei Diao, Hongjun Lu, Songting Chen, Zengping Tian",Very Large Data Bases,2000,Toward Learning Based Web Query Processing,"Yanlei Diao, Hongjun Lu, Zengping Tian, Songting Chen",VLDB,2002,"('title', 'authors', 'venue')"
Toward Learning Based Web Query Processing,"Yanlei Diao, Hongjun Lu, Songting Chen, Zengping Tian",Very Large Data Bases,2000,Toward Learning Based Web Query Processing,"Yanlei Diao, Hongjun Lu, Zengping Tian, Songting Chen",International Conference on Management of Data,2000,"('title', 'authors', 'year')"
Toward Learning Based Web Query Processing,"Yanlei Diao, Hongjun Lu, Songting Chen, Zengping Tian",Very Large Data Bases,2000,Toward Learning Based Web Query Processing,"Elke A. Rundensteiner, Matthew O. Ward, Jing Yang, Punit R. Doshi",VLDB,2000,"('title', 'venue', 'year')"
Bounded Ignorance: A Technique for Increasing Concurrency in a Replicated System,"Arthur J. Bernstein, Narayanan Krishnakumar",ACM Trans. Database Syst.,1994,Bounded ignorance: a technique for increasing concurrency in a replicated system,"David J. DeWitt, Jignesh M. Patel",SIGMOD Conference,1994,"('title', 'year')"
Bounded Ignorance: A Technique for Increasing Concurrency in a Replicated System,"Arthur J. Bernstein, Narayanan Krishnakumar",ACM Trans. Database Syst.,1994,Bounded ignorance: a technique for increasing concurrency in a replicated system,"Narayanan Krishnakumar, Arthur J. Bernstein",SIGMOD Conference,1994,"('title', 'authors', 'year')"
Bounded Ignorance: A Technique for Increasing Concurrency in a Replicated System,"Arthur J. Bernstein, Narayanan Krishnakumar",ACM Trans. Database Syst.,1994,Bounded ignorance: a technique for increasing concurrency in a replicated system,"David J. DeWitt, Jignesh M. Patel",ACM Transactions on Database Systems (TODS) ,1994,"('title', 'venue', 'year')"
Bounded ignorance: a technique for increasing concurrency in a replicated system,"Narayanan Krishnakumar, Arthur J. Bernstein",ACM Transactions on Database Systems (TODS) ,1994,Bounded Ignorance: A Technique for Increasing Concurrency in a Replicated System,"Sha Guo, Wei Sun, Mark A. Weiss",ACM Trans. Database Syst.,1994,"('title', 'venue', 'year')"
Bounded ignorance: a technique for increasing concurrency in a replicated system,"Narayanan Krishnakumar, Arthur J. Bernstein",ACM Transactions on Database Systems (TODS) ,1994,Solving satisfiability and implication problems in database systems,"Arthur J. Bernstein, Narayanan Krishnakumar",ACM Trans. Database Syst.,1994,"('authors', 'venue', 'year')"
Top-k selection queries over relational databases: Mapping strategies and performance evaluation,"Nicolas Bruno, Surajit Chaudhuri, Luis Gravano",ACM Transactions on Database Systems (TODS) ,2002,Top-k selection queries over relational databases: Mapping strategies and performance evaluation,"Surajit Chaudhuri, Nicolas Bruno, Luis Gravano",Very Large Data Bases,2002,"('title', 'authors', 'year')"
Top-k selection queries over relational databases: Mapping strategies and performance evaluation,"Nicolas Bruno, Surajit Chaudhuri, Luis Gravano",ACM Transactions on Database Systems (TODS) ,2002,Top-k selection queries over relational databases: Mapping strategies and performance evaluation,Warren Sterling,ACM Trans. Database Syst.,2002,"('title', 'venue', 'year')"
Reminiscences on Influential Papers,"Theodore Johnson, Amr El Abbadi, Richard T. Snodgrass, Kenneth A. Ross",SIGMOD Record,2002,Reminiscences on influential papers,"Alberto O. Mendelzon, John Keenleyside, Denilson Barbosa, Kelly A. Lyons",SIGMOD Conference,2002,"('title',)"
Reminiscences on Influential Papers,"Theodore Johnson, Amr El Abbadi, Richard T. Snodgrass, Kenneth A. Ross",SIGMOD Record,2002,Reminiscences on influential papers,"Alberto O. Mendelzon, John Keenleyside, Denilson Barbosa, Kelly A. Lyons",ACM SIGMOD Record ,2002,"('title', 'venue')"
Reminiscences on Influential Papers,"Theodore Johnson, Amr El Abbadi, Richard T. Snodgrass, Kenneth A. Ross",SIGMOD Record,2002,Reminiscences on influential papers,"Alberto O. Mendelzon, John Keenleyside, Denilson Barbosa, Kelly A. Lyons",SIGMOD Conference,2002,"('title', 'year')"
Reminiscences on Influential Papers,"Theodore Johnson, Amr El Abbadi, Richard T. Snodgrass, Kenneth A. Ross",SIGMOD Record,2002,Reminiscences on influential papers,"Kenneth A. Ross, Theodore Johnson, Richard Thomas Snodgrass",ACM SIGMOD Record ,2002,"('title', 'authors', 'venue')"
Reminiscences on Influential Papers,"Theodore Johnson, Amr El Abbadi, Richard T. Snodgrass, Kenneth A. Ross",SIGMOD Record,2002,Reminiscences on influential papers,"Alberto O. Mendelzon, John Keenleyside, Denilson Barbosa, Kelly A. Lyons",ACM SIGMOD Record ,2002,"('title', 'venue', 'year')"
Reminiscences on Influential Papers,"Theodore Johnson, Amr El Abbadi, Richard T. Snodgrass, Kenneth A. Ross",SIGMOD Record,2002,Reminiscences on influential papers,"Thomas C. Rakow, Klemens B�hm",ACM SIGMOD Record ,2002,"('title', 'venue', 'year')"
Reminiscences on influential papers,"Kenneth A. Ross, Theodore Johnson, Richard Thomas Snodgrass",ACM SIGMOD Record ,2002,Reminiscences on Influential Papers,"T. Imielinski, A. Virmani",International Conference on Management of Data,2002,"('title', 'year')"
Reminiscences on influential papers,"Kenneth A. Ross, Theodore Johnson, Richard Thomas Snodgrass",ACM SIGMOD Record ,2002,Reminiscences on Influential Papers,"Theodore Johnson, Amr El Abbadi, Richard T. Snodgrass, Kenneth A. Ross",International Conference on Management of Data,2002,"('title', 'authors', 'year')"
Reminiscences on influential papers,"Kenneth A. Ross, Theodore Johnson, Richard Thomas Snodgrass",ACM SIGMOD Record ,2002,Reminiscences on Influential Papers,"T. Imielinski, A. Virmani",SIGMOD Record,2002,"('title', 'venue', 'year')"
TelegraphCQ: continuous dataflow processing,"Sirish Chandrasekaran, Owen Cooper, Amol Deshpande, Michael J. Franklin, Joseph M. Hellerstein, Wei Hong, Sailesh Krishnamurthy, Samuel R. Madden, Fred Reiss, Mehul A. Shah",International Conference on Management of Data,2003,TelegraphCQ: Continuous Dataflow Processing,"Ji-Rong Wen, Qing Li, Wei-Ying Ma, Hong-Jiang Zhang",ACM SIGMOD Record ,2003,"('title',)"
TelegraphCQ: continuous dataflow processing,"Sirish Chandrasekaran, Owen Cooper, Amol Deshpande, Michael J. Franklin, Joseph M. Hellerstein, Wei Hong, Sailesh Krishnamurthy, Samuel R. Madden, Fred Reiss, Mehul A. Shah",International Conference on Management of Data,2003,TelegraphCQ: Continuous Dataflow Processing,"Mehul A. Shah, Wei Hong, Sirish Chandrasekaran, Samuel Madden, Sailesh Krishnamurthy, Amol Deshpande, Frederick Reiss, Owen Cooper, Joseph M. Hellerstein, Michael J. Franklin",ACM SIGMOD Record ,2003,"('title', 'authors')"
TelegraphCQ: continuous dataflow processing,"Sirish Chandrasekaran, Owen Cooper, Amol Deshpande, Michael J. Franklin, Joseph M. Hellerstein, Wei Hong, Sailesh Krishnamurthy, Samuel R. Madden, Fred Reiss, Mehul A. Shah",International Conference on Management of Data,2003,TelegraphCQ: Continuous Dataflow Processing,"Ji-Rong Wen, Qing Li, Wei-Ying Ma, Hong-Jiang Zhang",SIGMOD Conference,2003,"('title', 'venue')"
