label,ltable_label,ltable_lat,ltable_lon,ltable_ontology,ltable_ele,rtable_label,rtable_lat,rtable_lon,rtable_ontology,rtable_ele,id
0,Natchez,31.5604,-91.4032,http://sws.geonames.org/,,Huntington Station,40.8534,-73.4115,http://sws.geonames.org/,,0@4850#1@7343
0,Cologne,50.9333,6.95,http://sws.geonames.org/,,Huntington Station,40.8534,-73.4115,http://sws.geonames.org/,,0@6519#1@7343
1,huntington station,40.8533,-73.4119,http://rdf.freebase.com/,,Huntington Station,40.8534,-73.4115,http://sws.geonames.org/,,0@7081#1@7343
1,Huntington Station (NY),40.8534,-73.4115,http://data.nytimes.com/,,Huntington Station,40.8534,-73.4115,http://sws.geonames.org/,,0@444#1@7343
1,"Huntington Station, New York",,,http://dbpedia.org/,,Huntington Station,40.8534,-73.4115,http://sws.geonames.org/,,0@445#1@7343
0,Hoffenheim (Germany),49.2667,8.85,http://data.nytimes.com/,,Athens (Greece),37.9833,23.7333,http://data.nytimes.com/,,0@2552#1@2442
0,Hoffenheim (Germany),49.2667,8.85,http://data.nytimes.com/,,Mashpee (Mass),41.6484,-70.4811,http://data.nytimes.com/,,0@2552#1@1062
0,aurland,60.8681,7.24333,http://rdf.freebase.com/,,Mashpee (Mass),41.6484,-70.4811,http://data.nytimes.com/,,0@7266#1@1062
0,Rochester (NY),43.1548,-77.6156,http://data.nytimes.com/,,Mashpee (Mass),41.6484,-70.4811,http://data.nytimes.com/,,0@682#1@1062
1,Mashpee,41.6484,-70.4811,http://sws.geonames.org/,,Mashpee (Mass),41.6484,-70.4811,http://data.nytimes.com/,,0@2209#1@1062
0,beslan,43.2,44.5667,http://rdf.freebase.com/,,Nay Pyi Taw,19.745,96.1297,http://sws.geonames.org/,,0@6317#1@2988
0,Szeged,46.255,20.145,http://dbpedia.org/,,New Bedford,41.6362,-70.9342,http://sws.geonames.org/,,0@2177#1@7221
1,New Bedford (Mass),41.6362,-70.9342,http://data.nytimes.com/,,New Bedford,41.6362,-70.9342,http://sws.geonames.org/,,0@2656#1@7221
1,new bedford,41.6361,-70.9347,http://rdf.freebase.com/,,New Bedford,41.6362,-70.9342,http://sws.geonames.org/,,0@2657#1@7221
1,Szeged,46.255,20.145,http://dbpedia.org/,,Szeged,46.253,20.1482,http://sws.geonames.org/,,0@2177#1@1906
0,abu dhabi,24.47,54.38,http://rdf.freebase.com/,,Szeged,46.253,20.1482,http://sws.geonames.org/,,0@677#1@1906
0,Szeged,46.255,20.145,http://dbpedia.org/,,Antalya (Turkey),36.9125,30.6897,http://data.nytimes.com/,,0@2177#1@4018
0,"Short Hills, New Jersey",,,http://dbpedia.org/,,Antalya (Turkey),36.9125,30.6897,http://data.nytimes.com/,,0@3583#1@4018
0,Hiroshima,34.4,132.45,http://sws.geonames.org/,,Antalya (Turkey),36.9125,30.6897,http://data.nytimes.com/,,0@6443#1@4018
0,"Long Branch, New Jersey",,,http://dbpedia.org/,,Antalya (Turkey),36.9125,30.6897,http://data.nytimes.com/,,0@4734#1@4018
0,Cortina d'Ampezzo,46.5333,12.1333,http://dbpedia.org/,,Antalya (Turkey),36.9125,30.6897,http://data.nytimes.com/,,0@3505#1@4018
1,nancy,48.6833,6.16667,http://rdf.freebase.com/,,Nancy (France),48.6833,6.2,http://data.nytimes.com/,,0@7109#1@3815
0,norilsk,69.3298,88.2236,http://rdf.freebase.com/,,Nancy (France),48.6833,6.2,http://data.nytimes.com/,,0@5515#1@3815
1,nancy,48.6833,6.16667,http://rdf.freebase.com/,,Nancy,48.6936,6.1846,http://dbpedia.org/,,0@7109#1@4506
1,Nancy (France),48.6833,6.2,http://data.nytimes.com/,,Nancy,48.6936,6.1846,http://dbpedia.org/,,0@3815#1@4506
0,Bourges,47.0833,2.4,http://sws.geonames.org/,,Nancy,48.6936,6.1846,http://dbpedia.org/,,0@1147#1@4506
1,Nancy,48.6833,6.2,http://sws.geonames.org/,,Nancy,48.6936,6.1846,http://dbpedia.org/,,0@3816#1@4506
0,nancy,48.6833,6.16667,http://rdf.freebase.com/,,Silverton,37.8119,-107.665,http://sws.geonames.org/,,0@7109#1@2263
0,Pittsburgh,40.6388,-80.0,http://dbpedia.org/,,Silverton,37.8119,-107.665,http://sws.geonames.org/,,0@6466#1@2263
1,silverton colorado,37.8119,-107.664,http://rdf.freebase.com/,,Silverton,37.8119,-107.665,http://sws.geonames.org/,,0@3919#1@2263
1,Silverton (Colo),37.8119,-107.665,http://data.nytimes.com/,,Silverton,37.8119,-107.665,http://sws.geonames.org/,,0@2262#1@2263
0,"Palisades Park, New Jersey",,,http://dbpedia.org/,,Silverton,37.8119,-107.665,http://sws.geonames.org/,,0@7249#1@2263
0,nancy,48.6833,6.16667,http://rdf.freebase.com/,,Rio de Janeiro,-22.9028,-43.2075,http://sws.geonames.org/,,0@7109#1@7402
1,Rio de Janeiro (Brazil),-22.9028,-43.2075,http://data.nytimes.com/,,Rio de Janeiro,-22.9028,-43.2075,http://sws.geonames.org/,,0@1017#1@7402
1,Rio de Janeiro,-22.9054,-43.1771,http://dbpedia.org/,,Rio de Janeiro,-22.9028,-43.2075,http://sws.geonames.org/,,0@5403#1@7402
1,rio de janeiro,-22.9083,-43.2436,http://rdf.freebase.com/,,Rio de Janeiro,-22.9028,-43.2075,http://sws.geonames.org/,,0@1018#1@7402
1,Paris (France),48.8534,2.3488,http://data.nytimes.com/,,paris,48.8742,2.34695,http://rdf.freebase.com/,,0@4070#1@4475
0,Hopewell Junction,41.584,-73.8087,http://sws.geonames.org/,,paris,48.8742,2.34695,http://rdf.freebase.com/,,0@7093#1@4475
1,Paris,48.8534,2.3488,http://sws.geonames.org/,,paris,48.8742,2.34695,http://rdf.freebase.com/,,0@4071#1@4475
0,rehoboth beach,38.7208,-75.0764,http://rdf.freebase.com/,,Ani (Turkey),40.5333,43.5667,http://data.nytimes.com/,,0@5012#1@4926
0,Hanoi (Vietnam),21.0333,105.85,http://data.nytimes.com/,,Ani (Turkey),40.5333,43.5667,http://data.nytimes.com/,,0@2907#1@4926
1,ani,40.5075,43.5728,http://rdf.freebase.com/,,Ani (Turkey),40.5333,43.5667,http://data.nytimes.com/,,0@6260#1@4926
1,Ani,40.5075,43.5728,http://dbpedia.org/,,Ani (Turkey),40.5333,43.5667,http://data.nytimes.com/,,0@7098#1@4926
0,Rossville (NYC),40.5557,-74.2135,http://data.nytimes.com/,,"Santa Fe, New Mexico",,,http://dbpedia.org/,,0@435#1@2257
0,Rossville (NYC),40.5557,-74.2135,http://data.nytimes.com/,,Pawling (NY),41.562,-73.6026,http://data.nytimes.com/,,0@435#1@1886
1,Pawling,41.562,-73.6026,http://sws.geonames.org/,,Pawling (NY),41.562,-73.6026,http://data.nytimes.com/,,0@3436#1@1886
1,pawling,41.5619,-73.6031,http://rdf.freebase.com/,,Pawling (NY),41.562,-73.6026,http://data.nytimes.com/,,0@6641#1@1886
0,Lucca,43.8436,10.5058,http://sws.geonames.org/,,Macon,32.8407,-83.6324,http://sws.geonames.org/,,0@4105#1@5631
0,Sharjah (emirate),25.4333,55.3833,http://dbpedia.org/,,Macon,32.8407,-83.6324,http://sws.geonames.org/,,0@6309#1@5631
0,Jakarta,-6.21462,106.845,http://sws.geonames.org/,,Macon,32.8407,-83.6324,http://sws.geonames.org/,,0@6373#1@5631
1,Lucca,43.8436,10.5058,http://sws.geonames.org/,,lucca,43.8442,10.5014,http://rdf.freebase.com/,,0@4105#1@3590
0,Wellington,-41.2889,174.77700000000004,http://dbpedia.org/,,lucca,43.8442,10.5014,http://rdf.freebase.com/,,0@7351#1@3590
0,Norwalk,41.1176,-73.4079,http://sws.geonames.org/,,lucca,43.8442,10.5014,http://rdf.freebase.com/,,0@5340#1@3590
1,Lucca,43.85,10.5,http://dbpedia.org/,,lucca,43.8442,10.5014,http://rdf.freebase.com/,,0@1204#1@3590
0,Lucca,43.8436,10.5058,http://sws.geonames.org/,,vina del mar,-33.0333,-71.5417,http://rdf.freebase.com/,,0@4105#1@2820
0,Corinth (Greece),37.9378,22.9322,http://data.nytimes.com/,,vina del mar,-33.0333,-71.5417,http://rdf.freebase.com/,,0@3689#1@2820
1,chernobyl,51.2667,30.2167,http://rdf.freebase.com/,,Chernobyl,51.2722,30.2242,http://dbpedia.org/,,0@7198#1@5937
1,Chernobyl (Ukraine),51.2667,30.2333,http://data.nytimes.com/,,Chernobyl,51.2722,30.2242,http://dbpedia.org/,,0@4753#1@5937
1,chernobyl,51.2667,30.2167,http://rdf.freebase.com/,,Chernobyl,51.2667,30.2333,http://sws.geonames.org/,,0@7198#1@4754
1,Chernobyl,51.2722,30.2242,http://dbpedia.org/,,Chernobyl,51.2667,30.2333,http://sws.geonames.org/,,0@5937#1@4754
1,Chernobyl (Ukraine),51.2667,30.2333,http://data.nytimes.com/,,Chernobyl,51.2667,30.2333,http://sws.geonames.org/,,0@4753#1@4754
0,Bethel (NY),41.9545,-73.6337,http://data.nytimes.com/,,Chernobyl,51.2667,30.2333,http://sws.geonames.org/,,0@2702#1@4754
0,Sucre (Bolivia),-19.0431,-65.2592,http://data.nytimes.com/,,Chernobyl,51.2667,30.2333,http://sws.geonames.org/,,0@2122#1@4754
1,Versailles (France),48.8,2.13333,http://data.nytimes.com/,,Versailles,48.8,2.13333,http://sws.geonames.org/,,0@865#1@866
1,Versailles,,,http://dbpedia.org/,,Versailles,48.8,2.13333,http://sws.geonames.org/,,0@4656#1@866
1,Versailles (France),48.8,2.13333,http://data.nytimes.com/,,versailles,48.8053,2.135,http://rdf.freebase.com/,,0@865#1@5090
1,Versailles,48.8,2.13333,http://sws.geonames.org/,,versailles,48.8053,2.135,http://rdf.freebase.com/,,0@866#1@5090
0,Versailles (France),48.8,2.13333,http://data.nytimes.com/,,Regensburg,49.015,12.0956,http://sws.geonames.org/,,0@865#1@6599
1,Regensburg,49.0167,12.0833,http://dbpedia.org/,,Regensburg,49.015,12.0956,http://sws.geonames.org/,,0@7510#1@6599
0,Versailles (France),48.8,2.13333,http://data.nytimes.com/,,Hakone,35.1833,139.033,http://sws.geonames.org/,,0@865#1@4333
0,Kips Bay (NYC),40.7395,-73.9771,http://data.nytimes.com/,,Beaune (France),47.0333,4.83333,http://data.nytimes.com/,,0@357#1@4190
1,beaune,47.025,4.83972,http://rdf.freebase.com/,,Beaune (France),47.0333,4.83333,http://data.nytimes.com/,,0@6571#1@4190
0,Giverny,49.0667,1.53333,http://sws.geonames.org/,,Beaune (France),47.0333,4.83333,http://data.nytimes.com/,,0@1817#1@4190
0,Kips Bay (NYC),40.7395,-73.9771,http://data.nytimes.com/,,Beaune,47.0333,4.83333,http://sws.geonames.org/,,0@357#1@4191
1,beaune,47.025,4.83972,http://rdf.freebase.com/,,Beaune,47.0333,4.83333,http://sws.geonames.org/,,0@6571#1@4191
0,Jacksonville,30.3322,-81.6556,http://sws.geonames.org/,,Beaune,47.0333,4.83333,http://sws.geonames.org/,,0@3820#1@4191
1,Beaune,47.025,4.83972,http://dbpedia.org/,,Beaune,47.0333,4.83333,http://sws.geonames.org/,,0@6078#1@4191
1,Kips Bay (NYC),40.7395,-73.9771,http://data.nytimes.com/,,kips bay,40.7414,-73.9783,http://rdf.freebase.com/,,0@357#1@5259
1,Hobart,-42.9167,147.333,http://sws.geonames.org/,,Hobart (Tasmania),-42.9167,147.333,http://data.nytimes.com/,,0@4042#1@2635
1,hobart,-42.8806,147.325,http://rdf.freebase.com/,,Hobart (Tasmania),-42.9167,147.333,http://data.nytimes.com/,,0@4236#1@2635
1,Hobart,-42.9167,147.333,http://sws.geonames.org/,,Hobart,-42.8667,147.325,http://dbpedia.org/,,0@4042#1@2636
1,hobart,-42.8806,147.325,http://rdf.freebase.com/,,Hobart,-42.8667,147.325,http://dbpedia.org/,,0@4236#1@2636
1,Hobart (Tasmania),-42.9167,147.333,http://data.nytimes.com/,,Hobart,-42.8667,147.325,http://dbpedia.org/,,0@2635#1@2636
0,yangon,16.7833,96.15,http://rdf.freebase.com/,,Johannesburg,-26.2023,28.0436,http://sws.geonames.org/,,0@5168#1@4782
0,Sofia,42.7,23.3333,http://dbpedia.org/,,Johannesburg,-26.2023,28.0436,http://sws.geonames.org/,,0@2030#1@4782
0,yangon,16.7833,96.15,http://rdf.freebase.com/,,jackson heights queens,40.7521,-73.8791,http://rdf.freebase.com/,,0@5168#1@4285
1,yangon,16.7833,96.15,http://rdf.freebase.com/,,Yangon,16.8,96.15,http://dbpedia.org/,,0@5168#1@5566
1,yangon,16.7833,96.15,http://rdf.freebase.com/,,Yangon,16.8053,96.1561,http://sws.geonames.org/,,0@5168#1@2496
1,Yangon (Myanmar),16.8053,96.1561,http://data.nytimes.com/,,Yangon,16.8053,96.1561,http://sws.geonames.org/,,0@2495#1@2496
0,Taipei,25.0333,121.633,http://dbpedia.org/,,Yangon,16.8053,96.1561,http://sws.geonames.org/,,0@3477#1@2496
0,yangon,16.7833,96.15,http://rdf.freebase.com/,,"Provincetown, Massachusetts",,,http://dbpedia.org/,,0@5168#1@2135
0,Silver City,32.7701,-108.28,http://sws.geonames.org/,,"Provincetown, Massachusetts",,,http://dbpedia.org/,,0@1174#1@2135
1,Klosterneuburg,48.3052,16.3252,http://sws.geonames.org/,,klosterneuburg,48.3042,16.3167,http://rdf.freebase.com/,,0@1680#1@4046
0,sao paulo,-23.5,-46.6167,http://rdf.freebase.com/,,klosterneuburg,48.3042,16.3167,http://rdf.freebase.com/,,0@5306#1@4046
0,recife,-8.05556,-34.8911,http://rdf.freebase.com/,,klosterneuburg,48.3042,16.3167,http://rdf.freebase.com/,,0@3865#1@4046
1,Klosterneuburg,,,http://dbpedia.org/,,klosterneuburg,48.3042,16.3167,http://rdf.freebase.com/,,0@3972#1@4046
0,Klosterneuburg,48.3052,16.3252,http://sws.geonames.org/,,bam,29.1083,58.3583,http://rdf.freebase.com/,,0@1680#1@1998
1,"Bam, Iran",,,http://dbpedia.org/,,bam,29.1083,58.3583,http://rdf.freebase.com/,,0@6387#1@1998
0,seattle,47.6097,-122.333,http://rdf.freebase.com/,,bam,29.1083,58.3583,http://rdf.freebase.com/,,0@395#1@1998
0,venice,45.4333,12.3167,http://rdf.freebase.com/,,bam,29.1083,58.3583,http://rdf.freebase.com/,,0@6655#1@1998
1,Klosterneuburg,48.3052,16.3252,http://sws.geonames.org/,,Klosterneuburg,,,http://dbpedia.org/,,0@1680#1@3972
0,Klosterneuburg,48.3052,16.3252,http://sws.geonames.org/,,Killarney (Ireland),52.05,-9.51667,http://data.nytimes.com/,,0@1680#1@1367
1,Killarney,52.0588,-9.5072,http://dbpedia.org/,,Killarney (Ireland),52.05,-9.51667,http://data.nytimes.com/,,0@1368#1@1367
1,Killarney,52.05,-9.51667,http://sws.geonames.org/,,Killarney (Ireland),52.05,-9.51667,http://data.nytimes.com/,,0@5452#1@1367
1,Athenry (Ireland),53.2964,-8.74306,http://data.nytimes.com/,,Athenry,53.2964,-8.74306,http://sws.geonames.org/,,0@4312#1@5402
1,Athenry (Parliament of Ireland constituency),,,http://dbpedia.org/,,Athenry,53.2964,-8.74306,http://sws.geonames.org/,,0@7365#1@5402
0,Fukuoka,33.5833,130.4,http://dbpedia.org/,,Athenry,53.2964,-8.74306,http://sws.geonames.org/,,0@2101#1@5402
0,Athenry (Ireland),53.2964,-8.74306,http://data.nytimes.com/,,Minneapolis (Minn),44.98,-93.2638,http://data.nytimes.com/,,0@4312#1@2133
1,minneapolis,44.98,-93.2636,http://rdf.freebase.com/,,Minneapolis (Minn),44.98,-93.2638,http://data.nytimes.com/,,0@2473#1@2133
1,Karbala,32.6167,44.0333,http://dbpedia.org/,,Karbala,32.5978,44.0161,http://sws.geonames.org/,,0@3881#1@4686
0,cairo,30.0566,31.2262,http://rdf.freebase.com/,,Karbala,32.5978,44.0161,http://sws.geonames.org/,,0@600#1@4686
1,Karbala (Iraq),32.5978,44.0161,http://data.nytimes.com/,,Karbala,32.5978,44.0161,http://sws.geonames.org/,,0@3880#1@4686
0,Mogadishu,2.03711,45.3438,http://sws.geonames.org/,,Karbala,32.5978,44.0161,http://sws.geonames.org/,,0@4946#1@4686
1,Karbala,32.6167,44.0333,http://dbpedia.org/,,karbala,32.6161,44.0339,http://rdf.freebase.com/,,0@3881#1@4818
0,auxerre,47.7983,3.5677800000000004,http://rdf.freebase.com/,,karbala,32.6161,44.0339,http://rdf.freebase.com/,,0@7175#1@4818
0,Karbala,32.6167,44.0333,http://dbpedia.org/,,perth,-31.9554,115.859,http://rdf.freebase.com/,,0@3881#1@7068
0,Edirne,41.6667,26.5667,http://dbpedia.org/,,perth,-31.9554,115.859,http://rdf.freebase.com/,,0@961#1@7068
0,Karbala,32.6167,44.0333,http://dbpedia.org/,,Girona,41.9844,2.82111,http://dbpedia.org/,,0@3881#1@2272
1,girona,41.9833,2.81667,http://rdf.freebase.com/,,Girona,41.9844,2.82111,http://dbpedia.org/,,0@7459#1@2272
1,Hyderabad (India),17.3753,78.4744,http://data.nytimes.com/,,"Hyderabad, India",,,http://dbpedia.org/,,0@429#1@430
1,hyderabad,17.3667,78.4667,http://rdf.freebase.com/,,"Hyderabad, India",,,http://dbpedia.org/,,0@6217#1@430
0,Pyongyang (North Korea),39.0194,125.755,http://data.nytimes.com/,,"Hyderabad, India",,,http://dbpedia.org/,,0@762#1@430
1,"Clarence Center, New York",,,http://dbpedia.org/,,Clarence,43.0106,-78.6375,http://sws.geonames.org/,,0@4300#1@4334
0,phnom penh,11.55,104.917,http://rdf.freebase.com/,,Clarence,43.0106,-78.6375,http://sws.geonames.org/,,0@7222#1@4334
1,"Clarence Center, New York",,,http://dbpedia.org/,,clarence center,43.0111,-78.6347,http://rdf.freebase.com/,,0@4300#1@5229
0,Manila (Philippines),14.6042,120.982,http://data.nytimes.com/,,clarence center,43.0111,-78.6347,http://rdf.freebase.com/,,0@3421#1@5229
0,Leeds,53.7997,-1.5491700000000002,http://dbpedia.org/,,clarence center,43.0111,-78.6347,http://rdf.freebase.com/,,0@4116#1@5229
0,"Clarence Center, New York",,,http://dbpedia.org/,,Acapulco (Mexico),16.8634,-99.8901,http://data.nytimes.com/,,0@4300#1@322
0,Prague,50.0833,14.4167,http://dbpedia.org/,,Acapulco (Mexico),16.8634,-99.8901,http://data.nytimes.com/,,0@6745#1@322
1,Acapulco,16.8634,-99.8901,http://sws.geonames.org/,,Acapulco (Mexico),16.8634,-99.8901,http://data.nytimes.com/,,0@372#1@322
0,"Clarence Center, New York",,,http://dbpedia.org/,,rotorua,-38.1167,176.317,http://rdf.freebase.com/,,0@4300#1@5200
0,Kufa,32.0333,44.4,http://dbpedia.org/,,rotorua,-38.1167,176.317,http://rdf.freebase.com/,,0@3004#1@5200
0,segovia,40.95,-4.11667,http://rdf.freebase.com/,,rotorua,-38.1167,176.317,http://rdf.freebase.com/,,0@3045#1@5200
1,Rotorua,-38.1378,176.25099999999995,http://dbpedia.org/,,rotorua,-38.1167,176.317,http://rdf.freebase.com/,,0@5349#1@5200
1,Vientiane,17.9667,102.6,http://dbpedia.org/,,Vientiane (Laos),17.9667,102.6,http://data.nytimes.com/,,0@5659#1@1259
0,ouro preto,-20.3708,-43.51,http://rdf.freebase.com/,,Vientiane (Laos),17.9667,102.6,http://data.nytimes.com/,,0@2249#1@1259
