id,label,lat,lon,ontology,ele
157,punta gorda belize,16.1,-88.8,http://rdf.freebase.com/,
167,"Chachapoyas, Peru",,,http://dbpedia.org/,
170,Wellington (New Zealand),-41.2785,174.77700000000002,http://data.nytimes.com/,
171,Wellington,-41.2866,174.77599999999998,http://sws.geonames.org/,
175,Lafayette,30.2241,-92.0198,http://sws.geonames.org/,
176,Ghent (Belgium),51.05,3.7166699999999997,http://data.nytimes.com/,
180,Puerto Vallarta (Mexico),20.6204,-105.23100000000001,http://data.nytimes.com/,
181,Puerto Vallarta,20.6204,-105.23100000000001,http://sws.geonames.org/,
186,Nairobi (Kenya),-1.2833299999999999,36.8167,http://data.nytimes.com/,
187,Nairobi,-1.2833299999999999,36.8167,http://sws.geonames.org/,
198,Sihanoukville (Cambodia),10.6333,103.5,http://data.nytimes.com/,
199,sihanoukville,10.6333,103.5,http://rdf.freebase.com/,
200,Ocean City (NJ),39.2776,-74.5746,http://data.nytimes.com/,
201,ocean city new jersey,39.2775,-74.575,http://rdf.freebase.com/,
203,vezelay,47.4667,3.7466699999999995,http://rdf.freebase.com/,
215,Mott Haven,40.809,-73.9229,http://sws.geonames.org/,
216,St Mawes (England),50.1594,-5.01222,http://data.nytimes.com/,
219,"Toledo, Spain",,,http://dbpedia.org/,
221,guadalupe mexico,32.0667,-116.583,http://rdf.freebase.com/,
232,Valparaiso (Chile),-33.0393,-71.6273,http://data.nytimes.com/,
233,Valparaíso,-33.0393,-71.6273,http://sws.geonames.org/,
237,Armação de Búzios,-22.7469,-41.8817,http://sws.geonames.org/,
249,geneva,46.2,6.15,http://rdf.freebase.com/,
256,Arosa (Switzerland),46.7833,9.66667,http://data.nytimes.com/,
257,arosa,46.783333,9.683333,http://rdf.freebase.com/,1775.0
261,brussels,50.8411,4.35642,http://rdf.freebase.com/,13.1064
262,Oporto (Portugal),41.15,-8.61667,http://data.nytimes.com/,
264,Seville (Spain),37.3772,-5.98694,http://data.nytimes.com/,
265,seville,37.3833,-5.9833300000000005,http://rdf.freebase.com/,
267,New Orleans,29.9546,-90.0751,http://sws.geonames.org/,
268,Shanghai (China),31.2222,121.458,http://data.nytimes.com/,
269,Shanghai,31.2222,121.458,http://sws.geonames.org/,
271,bogota,4.59806,-74.0758,http://rdf.freebase.com/,
272,Scituate (Mass),42.1959,-70.7259,http://data.nytimes.com/,
274,Lisbon (Portugal),38.7167,-9.13333,http://data.nytimes.com/,
275,Lisbon,38.7138,-9.139389999999999,http://dbpedia.org/,
280,Patchogue (NY),40.7657,-73.0151,http://data.nytimes.com/,
282,Bergama (Turkey),39.1207,27.1805,http://data.nytimes.com/,
288,Punta Cana (Dominican Republic),18.5818,-68.4043,http://data.nytimes.com/,
289,Punta Cana,18.5333,-68.3667,http://dbpedia.org/,
296,Pucon (Chile),-39.2822,-71.9543,http://data.nytimes.com/,
300,Ras al-Khaimah (United Arab Emirates),25.7911,55.9428,http://data.nytimes.com/,
301,Ra's al Khaymah,25.7911,55.9428,http://sws.geonames.org/,
322,Acapulco (Mexico),16.8634,-99.8901,http://data.nytimes.com/,
342,Lagos,6.45306,3.39583,http://sws.geonames.org/,
343,Alice Springs (Australia),-23.7,133.88299999999998,http://data.nytimes.com/,
346,San Juan,18.4663,-66.1057,http://sws.geonames.org/,
347,San Pedro de Atacama (Chile),-22.9167,-68.2167,http://data.nytimes.com/,
348,san pedro de atacama,-22.9147,-68.1942,http://rdf.freebase.com/,
357,Kips Bay (NYC),40.7395,-73.9771,http://data.nytimes.com/,
358,Kips Bay,40.7395,-73.9771,http://sws.geonames.org/,
368,Lhasa (Tibet),29.65,91.1,http://data.nytimes.com/,
369,Lhasa,29.65,91.1,http://dbpedia.org/,
372,Acapulco,16.8634,-99.8901,http://sws.geonames.org/,
374,Ushuaia,-54.8,-68.3,http://dbpedia.org/,
375,north adams,42.7008,-73.1092,http://rdf.freebase.com/,
392,Philadelphia (Pa),39.9523,-75.1638,http://data.nytimes.com/,
394,Seattle (Wash),47.6062,-122.33200000000001,http://data.nytimes.com/,
395,seattle,47.6097,-122.333,http://rdf.freebase.com/,
405,Chengdu,30.6636,104.06700000000001,http://dbpedia.org/,
411,Gori (Georgian Republic),41.9736,44.1111,http://data.nytimes.com/,
417,Saint-Tropez,43.2667,6.63333,http://sws.geonames.org/,
420,maplewood,40.7311,-74.2739,http://rdf.freebase.com/,
421,Leavenworth (Wash),47.5962,-120.661,http://data.nytimes.com/,
424,amenia,41.8494,-73.5566,http://rdf.freebase.com/,
425,Belfast (Northern Ireland),54.6,-5.933330000000001,http://data.nytimes.com/,
427,El Chalten (Patagonia),-49.3286,-72.93,http://data.nytimes.com/,
429,Hyderabad (India),17.3753,78.4744,http://data.nytimes.com/,
431,Salida (Colo),38.5347,-105.999,http://data.nytimes.com/,
444,Huntington Station (NY),40.8534,-73.4115,http://data.nytimes.com/,
448,Plainsboro (NJ),40.3334,-74.6004,http://data.nytimes.com/,
449,"Plainsboro Township, New Jersey",,,http://dbpedia.org/,
455,"Paterson, New Jersey",,,http://dbpedia.org/,
459,Mahmudiya (Iraq),33.0696,44.3675,http://data.nytimes.com/,
460,Mahmudiya (district),,,http://dbpedia.org/,
472,Munich (Germany),48.1374,11.5755,http://data.nytimes.com/,
473,Munich,48.1374,11.5755,http://sws.geonames.org/,
485,orleans,47.9031,1.905,http://rdf.freebase.com/,
490,Copenhagen (Denmark),55.6777,12.5709,http://data.nytimes.com/,
491,Copenhagen,55.6761,12.5683,http://dbpedia.org/,
503,Long Beach,33.766999999999996,-118.189,http://sws.geonames.org/,
508,Pátzcuaro,19.5167,-101.6,http://sws.geonames.org/,
517,hunts point bronx,40.812601,-73.884025,http://rdf.freebase.com/,
544,Falls Village (Conn),41.9559,-73.3632,http://data.nytimes.com/,
566,dragor,55.6,12.6833,http://rdf.freebase.com/,
570,SoHo,40.7224,-73.9996,http://sws.geonames.org/,
571,Bristol (England),51.45,-2.58333,http://data.nytimes.com/,
573,Niagara-on-the-Lake (Ontario),43.2501,-79.0663,http://data.nytimes.com/,
574,Niagara-on-the-Lake,43.2553,-79.0717,http://dbpedia.org/,
575,Melbourne (Australia),-37.814,144.963,http://data.nytimes.com/,
576,Melbourne,-37.814,144.963,http://sws.geonames.org/,
595,Scottsdale (Ariz),33.5092,-111.899,http://data.nytimes.com/,
599,Cairo (Egypt),30.05,31.25,http://data.nytimes.com/,
600,cairo,30.0566,31.2262,http://rdf.freebase.com/,
610,Guimaraes (Portugal),41.45,-8.3,http://data.nytimes.com/,
611,Guimaraes,,,http://dbpedia.org/,
620,ulyanovsk,54.3249,48.3852,http://rdf.freebase.com/,
624,Strasbourg,48.5844,7.74861,http://dbpedia.org/,
627,Beijing (China),39.9075,116.397,http://data.nytimes.com/,
637,Mogadishu (Somalia),2.03914,45.3419,http://data.nytimes.com/,
638,mogadishu,2.04109,45.3426,http://rdf.freebase.com/,
645,Milford (Pa),41.3223,-74.8024,http://data.nytimes.com/,
657,cabarete,19.7511,-70.4083,http://rdf.freebase.com/,
677,abu dhabi,24.47,54.38,http://rdf.freebase.com/,
682,Rochester (NY),43.1548,-77.6156,http://data.nytimes.com/,
683,rochester,43.1547,-77.6158,http://rdf.freebase.com/,
685,Bath (England),51.3794,-2.36556,http://data.nytimes.com/,
686,bath,51.3833,-2.3667,http://rdf.freebase.com/,
690,St Ives,50.2086,-5.4875,http://sws.geonames.org/,
697,Timbuktu (Mali),16.7735,-3.00742,http://data.nytimes.com/,
701,Red Bank (NJ),40.3471,-74.0643,http://data.nytimes.com/,
702,Red Bank,40.3471,-74.0643,http://sws.geonames.org/,
704,Colmar,48.0817,7.3555600000000005,http://dbpedia.org/,
712,Trieste,45.6333,13.8,http://dbpedia.org/,
716,Xalapa,19.54,-96.9275,http://dbpedia.org/,
719,North Stonington (Conn),41.4409,-71.8812,http://data.nytimes.com/,
720,North Stonington,41.4409,-71.8812,http://sws.geonames.org/,
724,"Hot Springs, Arkansas",,,http://dbpedia.org/,
728,old lyme,41.3159,-72.329,http://rdf.freebase.com/,
731,Bangkok,13.7522,100.494,http://dbpedia.org/,
744,Dubai (United Arab Emirates),25.2522,55.28,http://data.nytimes.com/,
747,"Middletown, Connecticut",,,http://dbpedia.org/,
754,Naples (Italy),40.8333,14.25,http://data.nytimes.com/,
756,Kuala Lumpur (Malaysia),3.16667,101.7,http://data.nytimes.com/,
757,Kuala Lumpur,3.1412,101.68700000000001,http://sws.geonames.org/,
758,Lower East Side (NYC),40.7161,-73.9868,http://data.nytimes.com/,
761,Dujiangyan City,30.9,103.5,http://dbpedia.org/,
762,Pyongyang (North Korea),39.0194,125.755,http://data.nytimes.com/,
774,"Aveiro, Portugal",,,http://dbpedia.org/,
784,Homer (Alaska),59.6425,-151.548,http://data.nytimes.com/,
791,Ravenna,44.4175,12.2011,http://sws.geonames.org/,
794,Haditha (Iraq),34.1397,42.3781,http://data.nytimes.com/,
796,Calcutta (India),22.5697,88.3697,http://data.nytimes.com/,
797,Kolkata,22.0,88.0,http://dbpedia.org/,
823,Seoul (South Korea),37.5664,127.0,http://data.nytimes.com/,
825,Brisbane (Australia),-27.4679,153.028,http://data.nytimes.com/,
826,brisbane,-27.4667,153.033,http://rdf.freebase.com/,
831,Nassau (Bahamas),25.0833,-77.35,http://data.nytimes.com/,
832,nassau,25.0667,-77.3333,http://rdf.freebase.com/,
837,Monteverde (Costa Rica),10.1,-83.4333,http://data.nytimes.com/,
838,monteverde,10.3143,-84.825,http://rdf.freebase.com/,
839,Antwerp (Belgium),51.2167,4.41667,http://data.nytimes.com/,
840,antwerp,51.2209,4.402080000000001,http://rdf.freebase.com/,
854,"Long Beach, New York",,,http://dbpedia.org/,
856,Soweto,-26.2667,27.8667,http://sws.geonames.org/,
858,amalfi,40.6333,14.6,http://rdf.freebase.com/,
871,Nagasaki (Japan),32.755,129.868,http://data.nytimes.com/,
896,San Cristobal de las Casas,,,http://dbpedia.org/,
901,Bayreuth (Germany),49.9481,11.5783,http://data.nytimes.com/,
902,Bayreuth,49.9481,11.5783,http://dbpedia.org/,
905,Lecce (Italy),40.357,18.172,http://data.nytimes.com/,
930,Niagara Falls,43.1001,-79.0663,http://sws.geonames.org/,
931,Punta Gorda (Fla),26.9298,-82.0454,http://data.nytimes.com/,
938,Lockerbie,55.12,-3.3569999999999998,http://dbpedia.org/,
939,San Antonio (Tex),29.4241,-98.4936,http://data.nytimes.com/,
946,Monteverde,10.3143,-84.825,http://dbpedia.org/,
949,Ayacucho (Peru),-13.1583,-74.2239,http://data.nytimes.com/,
950,Ayacucho,-13.1583,-74.2239,http://sws.geonames.org/,
952,Roosevelt Island (NYC),40.764,-73.9482,http://data.nytimes.com/,
958,Juarez (Mexico),31.7333,-106.48299999999999,http://data.nytimes.com/,
959,Ciudad Juárez,31.7333,-106.48299999999999,http://sws.geonames.org/,
960,Edirne (Turkey),41.6772,26.555999999999997,http://data.nytimes.com/,
974,las vegas,,-115.136389,http://rdf.freebase.com/,
982,Parma (Italy),44.8027,10.329,http://data.nytimes.com/,
983,Parma,44.8,10.3333,http://dbpedia.org/,
986,Bay Ridge (NYC),40.634,-74.0146,http://data.nytimes.com/,
987,Bay Ridge,40.634,-74.0146,http://sws.geonames.org/,
995,Ixtapa,17.6678,-101.64200000000001,http://sws.geonames.org/,
1003,aswan,24.0667,32.9167,http://rdf.freebase.com/,
1004,New Milford (Conn),41.577,-73.4085,http://data.nytimes.com/,
1005,new milford,41.5769,-73.4089,http://rdf.freebase.com/,
1013,Jena (LA),31.6832,-92.1337,http://data.nytimes.com/,
1018,rio de janeiro,-22.9083,-43.2436,http://rdf.freebase.com/,
1021,Prospect Heights (NYC),40.6775,-73.9677,http://data.nytimes.com/,
1032,Fontainebleau,48.4097,2.7025,http://dbpedia.org/,
1037,Piermont (NY),41.042,-73.9182,http://data.nytimes.com/,
1039,Sleepy Hollow (NY),41.0857,-73.8585,http://data.nytimes.com/,
1040,Sleepy Hollow,41.0857,-73.8585,http://sws.geonames.org/,
1043,Santiago de Cuba (Cuba),20.0247,-75.8219,http://data.nytimes.com/,
1044,santiago de cuba,20.0283,-75.8206,http://rdf.freebase.com/,
1054,Bodrum (Turkey),37.0383,27.4292,http://data.nytimes.com/,
1060,Ulyanovsk,54.3167,48.3667,http://dbpedia.org/,
1063,mashpee,41.6484,-70.4811,http://rdf.freebase.com/,
1083,Fes,34.0333,-5.0,http://dbpedia.org/,
1086,Norfolk (Va),36.8468,-76.2852,http://data.nytimes.com/,
1094,Berchtesgaden,47.6333,13.0,http://sws.geonames.org/,
1096,lisbon,38.7,-9.1833,http://rdf.freebase.com/,
1104,pucon,-39.2667,-71.9667,http://rdf.freebase.com/,
1115,Chinatown (NYC),40.7165,-73.9963,http://data.nytimes.com/,
1116,"Chinatown, Manhattan",,,http://dbpedia.org/,
1119,Oxford (Conn),41.434,-73.1168,http://data.nytimes.com/,
1121,Quito (Ecuador),-0.216667,-78.5,http://data.nytimes.com/,
1154,Milford,41.3223,-74.8024,http://sws.geonames.org/,
1156,Alajuela (Costa Rica),10.0167,-84.2167,http://data.nytimes.com/,
1158,Sacramento (Calif),38.5816,-121.494,http://data.nytimes.com/,
1159,Sacramento,38.5816,-121.494,http://sws.geonames.org/,
1171,Orleans (Mass),41.7898,-69.9897,http://data.nytimes.com/,
1172,Orleans,41.7898,-69.9897,http://sws.geonames.org/,
1178,dumbo brooklyn,40.703056,-73.98944399999999,http://rdf.freebase.com/,
1182,Tours (France),47.3833,0.683333,http://data.nytimes.com/,
1183,tours,47.38,0.69,http://rdf.freebase.com/,
1184,Rovinj (Croatia),45.08,13.64,http://data.nytimes.com/,
1186,Montauk (NY),41.0359,-71.9545,http://data.nytimes.com/,
1189,Basra (Iraq),30.4942,47.8192,http://data.nytimes.com/,
1198,Manchester,42.9956,-71.4548,http://sws.geonames.org/,
1203,Lucca (Italy),43.8436,10.5058,http://data.nytimes.com/,
1204,Lucca,43.85,10.5,http://dbpedia.org/,
1206,Cahuita,9.73889,-82.8456,http://dbpedia.org/,
1207,St Petersburg (Russia),59.8944,30.2642,http://data.nytimes.com/,
1217,Curitiba (Brazil),-25.4278,-49.2731,http://data.nytimes.com/,
1218,Curitiba,-25.4167,-49.25,http://dbpedia.org/,
1220,Deauville (France),49.357,0.069952,http://data.nytimes.com/,
1226,Danang (Vietnam),16.0678,108.221,http://data.nytimes.com/,
1228,Provincetown (Mass),42.0584,-70.1786,http://data.nytimes.com/,
1232,Eilat (Israel),29.5611,34.9517,http://data.nytimes.com/,
1233,Eilat,29.5611,34.9517,http://sws.geonames.org/,
1240,wellington,-41.2889,174.77700000000002,http://rdf.freebase.com/,
1243,El Calafate,-50.3407,-72.2768,http://sws.geonames.org/,
1244,Patchogue,40.7657,-73.0151,http://sws.geonames.org/,
1252,bodrum,37.0409,27.4339,http://rdf.freebase.com/,
1259,Vientiane (Laos),17.9667,102.6,http://data.nytimes.com/,
1260,Vientiane,17.9667,102.6,http://sws.geonames.org/,
1262,Sochi,43.5853,39.7203,http://dbpedia.org/,
1265,Brooklyn Heights (NYC),40.6977,-73.9943,http://data.nytimes.com/,
1298,Varanasi (India),25.3333,83.0,http://data.nytimes.com/,
1300,Ludlow (Vt),43.3959,-72.7007,http://data.nytimes.com/,
1327,Sag Harbor (NY),40.9979,-72.2926,http://data.nytimes.com/,
1336,santa barbara,34.4208,-119.697,http://rdf.freebase.com/,
1340,"Nassau, Bahamas",,,http://dbpedia.org/,
1341,San Pedro de Atacama,-22.9167,-68.2167,http://sws.geonames.org/,
1343,Port Elizabeth,-33.9581,25.6,http://dbpedia.org/,
1349,Sintra,,,http://dbpedia.org/,
1360,orlando,28.5381,-81.3794,http://rdf.freebase.com/,
1367,Killarney (Ireland),52.05,-9.51667,http://data.nytimes.com/,
1368,Killarney,52.0588,-9.5072,http://dbpedia.org/,
1374,Battery Park City (NYC),40.7115,-74.0163,http://data.nytimes.com/,
1386,new castle new york,41.185278000000004,-73.76861099999999,http://rdf.freebase.com/,170.9928
1387,Milwaukee (Wis),43.0389,-87.9065,http://data.nytimes.com/,
1391,Zurich (Switzerland),47.3667,8.55,http://data.nytimes.com/,
1392,Zurich,47.3667,8.55,http://sws.geonames.org/,
1409,Antigua Guatemala,14.5667,-90.7333,http://dbpedia.org/,
1410,Indianapolis (Ind),39.7684,-86.15799999999999,http://data.nytimes.com/,
1413,courchevel,45.415,6.6339,http://rdf.freebase.com/,
1430,oklahoma city,35.4675,-97.5161,http://rdf.freebase.com/,
1432,Belgrade (Serbia),44.8186,20.4681,http://data.nytimes.com/,
1433,belgrade,44.8206,20.4622,http://rdf.freebase.com/,116.75
1436,Cortona (Italy),43.2747,11.9853,http://data.nytimes.com/,
1437,Cortona,43.2756,11.9881,http://dbpedia.org/,
1441,Frankfurt (Germany),50.1167,8.68333,http://data.nytimes.com/,
1443,Padua (Italy),45.4152,11.8818,http://data.nytimes.com/,
1444,Padua,45.4167,11.8667,http://dbpedia.org/,
1450,Genoa,44.4063,8.933860000000001,http://sws.geonames.org/,
1451,Estoril (Portugal),38.7057,-9.397730000000001,http://data.nytimes.com/,
1452,estoril,38.6983,-9.4231,http://rdf.freebase.com/,
1466,Mumbai (India),19.0144,72.8479,http://data.nytimes.com/,
1467,Mumbai,18.975,72.8258,http://dbpedia.org/,
1468,Kent (Conn),41.7248,-73.4771,http://data.nytimes.com/,
1474,Casablanca (Morocco),33.59,-7.61,http://data.nytimes.com/,
1475,Casablanca,33.59,-7.61,http://sws.geonames.org/,
1502,Grasse,43.6667,6.91667,http://sws.geonames.org/,
1504,dusseldorf,51.2256,6.782780000000001,http://rdf.freebase.com/,
1509,Portland (Me),43.6615,-70.2553,http://data.nytimes.com/,
1510,Portland,43.6615,-70.2553,http://sws.geonames.org/,
1512,Brisbane,27.4678,153.028,http://dbpedia.org/,
1525,Chachapoyas,-6.23169,-77.869,http://sws.geonames.org/,
1531,"Ocean City, New Jersey",,,http://dbpedia.org/,
1534,thessaloniki,40.6333,22.95,http://rdf.freebase.com/,
1535,"Jena, Louisiana",,,http://dbpedia.org/,
1539,Saint-Tropez,43.2733,6.63962,http://dbpedia.org/,
1547,antigua guatemala,14.5517,-90.7328,http://rdf.freebase.com/,
1550,Arosa,46.7833,9.68333,http://dbpedia.org/,
1552,Jersey City (NJ),40.7282,-74.0776,http://data.nytimes.com/,
1577,Grasse,43.6667,6.9167,http://dbpedia.org/,
1588,Millau (France),44.1,3.08333,http://data.nytimes.com/,
1589,millau,44.0986,3.07833,http://rdf.freebase.com/,
1595,Laguna Beach (Calif),33.5422,-117.78299999999999,http://data.nytimes.com/,
1610,"Garment District, Manhattan",,,http://dbpedia.org/,
1611,naples,40.8333,14.25,http://rdf.freebase.com/,
1612,Durban,-29.85,31.0167,http://sws.geonames.org/,
1615,oxford connecticut,41.434,-73.1168,http://rdf.freebase.com/,
1625,Tallinn (Estonia),59.437,24.7535,http://data.nytimes.com/,
1626,tallinn,59.4339,24.7549,http://rdf.freebase.com/,
1629,Myrtle Beach (SC),33.6891,-78.8867,http://data.nytimes.com/,
1630,myrtle beach,33.6889,-78.8869,http://rdf.freebase.com/,
1631,New Rochelle (NY),40.9115,-73.7824,http://data.nytimes.com/,
1632,New Rochelle,40.9115,-73.7824,http://sws.geonames.org/,
1634,bedford stuyvesant brooklyn,40.683333000000005,-73.94111099999999,http://rdf.freebase.com/,
1642,melbourne australia,-37.7833,144.967,http://rdf.freebase.com/,
1646,hyannis,41.6528,-70.2833,http://rdf.freebase.com/,
1652,Saas-Fee (Switzerland),46.1135,7.934880000000001,http://data.nytimes.com/,
1654,Orvieto (Italy),42.7195,12.1116,http://data.nytimes.com/,
1655,Orvieto,42.7195,12.1116,http://sws.geonames.org/,
1666,Viña del Mar,-33.0246,-71.5518,http://sws.geonames.org/,
1671,Raleigh (NC),35.7721,-78.6386,http://data.nytimes.com/,
1681,hood river oregon,45.7056,-121.52,http://rdf.freebase.com/,
1695,Kinsale (Ireland),51.7075,-8.530560000000001,http://data.nytimes.com/,
1708,szentendre,47.7044,19.0686,http://rdf.freebase.com/,
1720,Palm Springs,33.8303,-116.545,http://sws.geonames.org/,
1725,Sydney (Australia),-33.8679,151.207,http://data.nytimes.com/,
1726,sydney,-33.8683,151.209,http://rdf.freebase.com/,
1728,boquete,8.78,-82.44,http://rdf.freebase.com/,
1729,Rincon (Puerto Rico),18.3402,-67.2499,http://data.nytimes.com/,
1730,rincon puerto rico,18.3403,-67.2517,http://rdf.freebase.com/,
1746,Orleans,,,http://dbpedia.org/,
1749,Estoril,38.7057,-9.397730000000001,http://sws.geonames.org/,
1751,Cork,51.8986,-8.49583,http://sws.geonames.org/,
1766,Canberra,-35.2835,149.128,http://sws.geonames.org/,
1767,Battery Park City,40.7127,-74.0157,http://dbpedia.org/,
1771,"San Juan, Puerto Rico",,,http://dbpedia.org/,
1773,Cirencester (England),51.7333,-1.98333,http://data.nytimes.com/,
1790,Quebec City (Quebec),46.8123,-71.2145,http://data.nytimes.com/,
1792,New Castle (Del),39.6621,-75.5663,http://data.nytimes.com/,
1797,Hong Kong,22.284000000000002,114.15,http://data.nytimes.com/,
1798,hong kong,22.3,114.167,http://rdf.freebase.com/,
1811,Falmouth,41.5515,-70.6148,http://sws.geonames.org/,
1817,Giverny,49.0667,1.5333299999999999,http://sws.geonames.org/,
1828,Granada (Nicaragua),11.9333,-85.95,http://data.nytimes.com/,
1829,"Granada, Nicaragua",,,http://dbpedia.org/,
1837,Pawtucket (RI),41.8787,-71.3826,http://data.nytimes.com/,
1838,Pawtucket,41.8787,-71.3826,http://sws.geonames.org/,
1846,Seward (Alaska),60.1042,-149.442,http://data.nytimes.com/,
1847,Seward,60.1042,-149.442,http://sws.geonames.org/,
1855,Ankara (Turkey),39.9272,32.8644,http://data.nytimes.com/,
1856,Ankara,39.8667,32.8333,http://dbpedia.org/,
1860,Saint Paul,44.9444,-93.0933,http://sws.geonames.org/,
1863,cambridge,52.21,0.13,http://rdf.freebase.com/,
1864,Ayodhya,26.8,82.2,http://sws.geonames.org/,
1869,Aix-en-Provence,43.5283,5.449730000000001,http://sws.geonames.org/,
1870,Saugatuck (Mich),42.655,-86.20200000000001,http://data.nytimes.com/,
1873,Pattaya,12.9333,100.883,http://sws.geonames.org/,
1874,"Saugatuck, Michigan",,,http://dbpedia.org/,
1877,Merca,1.7166700000000001,44.8833,http://sws.geonames.org/,
1878,Auxerre (France),47.8,3.56667,http://data.nytimes.com/,
1882,Oxford,51.7522,-1.25596,http://sws.geonames.org/,
1887,"Pawling (town), New York",,,http://dbpedia.org/,
1897,grasse,43.6589,6.9258,http://rdf.freebase.com/,
1900,niagara falls ontario,43.1167,-79.0667,http://rdf.freebase.com/,
1904,"Providence, Rhode Island",,,http://dbpedia.org/,
1905,Szeged (Hungary),46.253,20.1482,http://data.nytimes.com/,
1906,Szeged,46.253,20.1482,http://sws.geonames.org/,
1911,San Miguel de Allende,20.9142,-100.744,http://dbpedia.org/,
1915,"Simi Valley, California",34.2711,-118.73899999999999,http://dbpedia.org/,
1916,Verona (Italy),45.4342,10.9978,http://data.nytimes.com/,
1920,Caracas (Venezuela),10.5,-66.9167,http://data.nytimes.com/,
1921,Caracas,10.5,-66.9167,http://sws.geonames.org/,
1923,Malmö,55.6059,13.0007,http://sws.geonames.org/,
1935,Carnac (France),47.5833,-3.08333,http://data.nytimes.com/,
1936,carnac,47.5728,-3.07083,http://rdf.freebase.com/,
1939,Hollywood,34.0983,-118.32700000000001,http://sws.geonames.org/,
1944,"Hyannis, Massachusetts",,,http://dbpedia.org/,
1947,san antonio,29.4239,-98.4933,http://rdf.freebase.com/,
1962,Kyoto (Japan),35.0211,135.754,http://data.nytimes.com/,
1965,Honfleur,49.4194,0.2325,http://dbpedia.org/,
1969,Baden-Baden (Germany),48.75,8.25,http://data.nytimes.com/,
1970,Baden-Baden,48.7628,8.24083,http://dbpedia.org/,
1981,Weimar (Germany),50.9833,11.3167,http://data.nytimes.com/,
1983,Oranienburg (Germany),52.75,13.2333,http://data.nytimes.com/,
1984,Oranienburg,52.7544,13.2369,http://dbpedia.org/,
1987,Kunming (China),25.0389,102.71799999999999,http://data.nytimes.com/,
1988,Kunming,25.0417,102.705,http://dbpedia.org/,
1992,Salt Lake City (Utah),40.7608,-111.891,http://data.nytimes.com/,
1993,Salt Lake City,40.75,-111.883,http://dbpedia.org/,
2004,L'Aquila (Italy),42.3506,13.3995,http://data.nytimes.com/,
2012,Tel Aviv,32.0678,34.7647,http://sws.geonames.org/,
2014,Monterey (Calif),36.6002,-121.895,http://data.nytimes.com/,
2015,Monterey,36.6002,-121.895,http://sws.geonames.org/,
2029,Sofia (Bulgaria),42.6975,23.3241,http://data.nytimes.com/,
2040,Tikal (Guatemala),17.225,-89.6133,http://data.nytimes.com/,
2046,San Francisco (Calif),37.7749,-122.419,http://data.nytimes.com/,
2047,San Francisco,37.7793,-122.419,http://dbpedia.org/,
2048,"Shanksville, Pennsylvania",,,http://dbpedia.org/,
2060,"Lake Louise, Alberta",,,http://dbpedia.org/,
2066,Kiawah Island,32.6082,-80.0848,http://sws.geonames.org/,
2072,val disere,45.4506,6.9667,http://rdf.freebase.com/,
2080,"Red Hook, Brooklyn",,,http://dbpedia.org/,
2085,Pucon,,,http://dbpedia.org/,
2091,Toulouse (France),43.6043,1.44367,http://data.nytimes.com/,
2094,Bursa,40.1833,29.0667,http://dbpedia.org/,
2102,Nantucket,41.2835,-70.0995,http://sws.geonames.org/,
