id1,id2,label
1149,3471,0
6293,1810,0
4951,1835,0
2692,6921,0
2782,5978,0
4847,6049,0
5083,3875,0
4563,1207,0
3226,5482,0
252,701,0
1116,6721,0
5373,7516,0
1057,6300,0
2460,7227,0
491,3524,0
3049,3346,0
7444,5096,0
1227,6830,0
88,2366,0
6781,4568,0
4358,6303,0
6547,5714,0
212,1467,0
4299,7204,0
2115,6920,0
2756,7072,0
6721,3739,0
930,5934,0
5896,3532,0
4674,4151,0
2774,4513,0
7343,272,0
2454,4063,0
1729,5455,0
7,6336,0
4198,3030,0
7375,4276,0
5712,3111,0
6652,3744,0
4056,6762,0
2128,872,0
7369,3927,0
5040,2951,0
7098,6097,0
5233,7025,0
2943,4111,0
1828,2458,0
1466,6088,0
5833,3274,0
5533,473,0
1793,5452,0
1430,490,0
6508,5075,0
6225,3264,0
4224,7465,0
5682,3240,0
2047,4581,0
1998,427,0
4449,6012,0
3598,5015,0
5191,537,0
4702,854,0
6229,31,0
5860,4512,0
4198,3375,0
3560,6362,0
5499,2761,0
938,4218,0
4706,3412,0
6471,4572,0
6195,4288,0
5736,3666,0
5244,7315,0
2892,1198,0
2198,3312,0
4885,6150,0
2012,811,0
4416,4362,0
2191,797,0
212,2164,0
1075,4550,0
7030,5165,0
1553,4291,0
872,1300,0
5882,5168,0
144,7384,0
2763,7317,0
1879,5298,0
5863,987,0
7117,3658,0
2331,5013,0
2510,2299,0
1678,7364,0
3994,266,0
901,4042,0
5215,4006,0
3865,6991,0
452,7069,0
241,7351,0
3950,3708,0
2678,6530,0
4907,2519,0
1298,5712,0
5315,5436,0
2720,3434,0
424,300,0
2642,5693,0
1131,417,0
5859,4112,0
1727,6881,0
7281,3160,0
131,4880,0
1298,1696,0
1052,4154,0
1944,1171,0
1090,1275,0
1187,6658,0
1524,4193,0
4101,994,0
4285,5797,0
2128,5310,0
3029,2663,0
3246,1207,0
2366,3713,0
268,1846,0
87,2657,0
2436,4216,0
5427,2674,0
1729,7459,0
6389,6242,0
4781,1815,0
2587,6046,0
2784,6895,0
2148,3864,0
5733,4700,0
3707,3471,0
6941,4216,0
2676,3443,0
4255,6917,0
1872,4072,0
2015,5065,0
4193,1727,0
5407,3713,0
1313,974,0
141,4393,0
5699,858,0
5074,2011,0
78,2032,0
5811,4991,0
6423,4034,0
2093,5058,0
6903,5798,0
4561,5662,0
4342,422,0
5477,2916,0
4595,752,0
674,5642,0
6860,4589,0
6730,837,0
5373,4368,0
7485,4177,0
6626,2942,0
5946,4482,0
3616,5933,0
14,5141,0
2510,2925,0
4536,3309,0
1196,5747,0
237,3378,0
3385,1301,0
1749,2574,0
5070,3744,0
3672,5141,0
784,4037,0
405,6892,0
2060,6504,0
3221,7087,0
896,1922,0
6132,3323,0
6305,1349,0
7317,5853,0
393,1648,0
170,4800,0
5619,3707,0
5382,5901,0
4723,6299,0
5383,3989,0
5840,1520,0
5192,4186,0
5402,7356,0
6179,6063,0
2494,3368,0
6395,1452,0
4263,795,0
4868,6387,0
7510,2132,0
1116,3117,0
4422,3436,0
177,2373,0
6894,3246,0
5645,7071,0
796,4310,0
1268,1983,0
3428,4920,0
580,6937,0
6448,7395,0
4421,3805,0
811,2167,0
5765,1348,0
3519,5451,0
873,4706,0
3150,347,0
2104,4277,0
1762,7319,0
5085,6923,0
6082,372,0
2625,6652,0
1179,5014,0
7317,3780,0
4270,7435,0
3805,5804,0
1510,1918,0
1993,6245,0
4646,3582,0
7338,1221,0
6655,2951,0
4933,7016,0
2341,5149,0
2678,3182,0
5659,570,0
3637,6963,0
1220,6913,0
3612,647,0
5653,5380,0
3929,4066,0
167,1894,0
5416,5310,0
3028,3205,0
2706,3384,0
3784,4148,0
7510,94,0
3542,4892,0
1988,6365,0
2150,4941,0
7392,4667,0
3000,4857,0
5896,3998,0
4438,6593,0
3616,6092,0
1519,3045,0
6645,5190,0
4627,2391,0
5162,3371,0
3129,5090,0
5659,2168,0
1340,5206,0
4603,5279,0
2046,6750,0
174,6623,0
755,2951,0
5671,1475,0
701,2691,0
4572,343,0
5807,5378,0
1531,712,0
872,4236,0
2224,729,0
1729,1394,0
3264,1773,0
3789,2249,0
892,4754,0
1881,4041,0
2297,958,0
2473,3498,0
3769,1543,0
3789,1022,0
4034,5682,0
6284,2642,0
1340,6870,0
1327,6053,0
6110,4223,0
6625,891,0
5074,143,0
2455,4124,0
1877,653,0
6153,2072,0
2128,1268,0
3475,4070,0
565,4006,0
5741,6957,0
4584,3561,0
7467,4799,0
4920,3978,0
5847,3380,0
7252,3457,0
1579,5382,0
3195,6903,0
4481,3925,0
5182,2261,0
2581,1066,0
715,2743,0
3733,6641,0
3317,5715,0
5883,7211,0
4883,620,0
7227,3336,0
70,580,0
6316,4562,0
4653,4715,0
1977,4062,0
7047,1680,0
753,6551,0
3004,5205,0
1298,5385,0
1328,3672,0
6471,4833,0
1916,7030,0
3464,7501,0
484,5810,0
170,3887,0
3312,2821,0
240,448,0
6221,4461,0
3069,2458,0
7436,435,0
3119,754,0
617,2147,0
1004,1874,0
1203,1964,0
1301,3031,0
176,1533,0
86,6862,0
7267,3264,0
1240,1171,0
436,4112,0
5829,1441,0
2690,2101,0
7435,3153,0
5805,7330,0
402,2225,0
4337,3061,0
1944,6123,0
3445,6656,0
7316,4312,0
4298,4502,0
6930,1017,0
6467,1672,0
3638,5515,0
3410,1797,0
6466,4316,0
545,7509,0
4481,3594,0
2314,6444,0
5970,1432,0
6055,3119,0
4485,1157,0
1959,5724,0
1487,2080,0
174,6163,0
6354,1062,0
2136,4508,0
4043,1229,0
4051,6806,0
4653,5398,0
4818,5798,0
3246,6174,0
6156,6061,0
2093,5556,0
5634,300,0
1090,2147,0
719,6147,0
953,6298,0
7069,5294,0
6055,3736,0
5721,2520,0
3190,166,0
4718,5501,0
3528,1631,0
2857,1174,0
4714,2775,0
3972,5142,0
2969,2886,0
7095,6112,0
6286,1535,0
6043,3371,0
4111,4291,0
7268,2860,0
5631,7398,0
795,1118,0
3538,6688,0
2342,6839,0
4440,7055,0
3493,1728,0
2436,4058,0
4570,2101,0
1063,2175,0
599,2479,0
253,5695,0
3400,5931,0
3233,2371,0
4439,4217,0
2260,4611,0
7110,5973,0
3689,689,0
1189,490,0
4046,5945,0
4865,86,0
6590,2442,0
675,6833,0
6273,7095,0
3713,6266,0
973,3811,0
6741,5130,0
1509,6892,0
795,5402,0
4007,1150,0
5325,7243,0
5101,5325,0
6750,3484,0
2222,3,0
7274,3640,0
1096,3672,0
2921,1157,0
2706,5176,0
7108,3241,0
7342,4965,0
7270,6284,0
2455,5255,0
5099,3234,0
1588,796,0
1203,3971,0
5929,762,0
4702,2293,0
493,1149,0
6990,7502,0
1531,3744,0
6484,4019,0
1504,6339,0
4312,6833,0
7285,6220,0
4342,6830,0
1340,6807,0
6717,5577,0
5241,4057,0
6833,4292,0
7170,5233,0
5369,187,0
1119,2985,0
7509,262,0
7074,6493,0
7389,1187,0
4804,2262,0
432,4442,0
3233,6557,0
1301,2761,0
7371,1851,0
1680,52,0
4629,3221,0
3556,4288,0
3586,449,0
2111,3374,0
1409,3820,0
3865,3066,0
2448,4935,0
1672,1083,0
3170,2139,0
2149,6565,0
63,4611,0
4237,2367,0
3381,1268,0
5515,4155,0
5205,1860,0
1409,3996,0
5739,3868,0
3896,5823,0
3758,1474,0
3066,2792,0
4987,3077,0
4876,1679,0
4457,5047,0
6680,1320,0
263,3400,0
3460,1770,0
4542,1695,0
5847,6677,0
6063,5214,0
6177,5419,0
1300,5011,0
3442,4217,0
3868,2406,0
3548,1501,0
6778,2760,0
3396,6927,0
5864,2869,0
5552,5382,0
6363,7053,0
1467,5164,0
1631,2283,0
2138,1626,0
703,6975,0
240,2110,0
1262,5221,0
2473,5182,0
6942,7217,0
7485,3004,0
4750,1588,0
2191,7487,0
628,3448,0
5863,2040,0
5136,2306,0
3166,6079,0
3805,6284,0
857,1337,0
4721,5143,0
687,3313,0
3395,5733,0
6063,3389,0
3865,5235,0
4290,2656,0
905,2273,0
890,2619,0
4907,7341,0
1907,300,0
368,7035,0
3226,3780,0
7531,2455,0
1655,627,0
5857,2031,0
4018,2424,0
108,1631,0
249,5047,0
2510,342,0
1656,7356,0
2850,5529,0
1252,1411,0
5810,7487,0
3815,5214,0
5876,7375,0
2639,6985,0
426,5823,0
2857,6127,0
1087,7260,0
2720,1877,0
1336,4254,0
5407,4084,0
4000,3482,0
6571,2583,0
1321,3292,0
6443,1043,0
3977,2635,0
7213,3395,0
3417,7061,0
374,1814,0
657,5158,0
1916,4611,0
5433,5269,0
5568,5946,0
394,1130,0
5412,6184,0
6179,2316,0
2344,2810,0
4981,473,0
1131,5993,0
2102,3707,0
7299,252,0
3915,2794,0
6282,1478,0
6750,3291,0
4956,1412,0
3482,1,0
5177,2,0
33,3119,0
1887,7511,0
2115,1872,0
3538,1539,0
2645,2792,0
4139,7436,0
5224,6573,0
6991,5312,0
2101,4259,0
3471,958,0
6174,3513,0
2703,5089,0
1750,6219,0
6839,3644,0
6082,2110,0
4585,5069,0
6833,2910,0
1696,7320,0
1886,2835,0
7056,2260,0
2617,1992,0
831,1863,0
80,5031,0
5572,5266,0
3740,3531,0
1625,4487,0
5745,2015,0
24,613,0
4681,4535,0
5863,3190,0
3769,5386,0
4470,5047,0
3368,6225,0
2150,3724,0
670,609,0
1771,3973,0
1178,2442,0
4642,1959,0
2389,3851,0
4800,4862,0
236,5592,0
4051,3643,0
2485,4047,0
620,7012,0
6163,6184,0
4312,2473,0
1881,1,0
1665,5141,0
4170,2175,0
2910,565,0
2226,5701,0
1916,3748,0
1348,3764,0
3335,5090,0
7342,6309,0
82,5554,0
5145,4697,0
4416,2133,0
2294,5847,0
4638,7231,0
6860,961,0
7262,3698,0
6936,212,0
1531,6927,0
6630,4768,0
7180,6504,0
757,4857,0
5340,2081,0
7197,2987,0
428,416,0
7375,7089,0
82,5671,0
6504,5046,0
2478,1118,0
2135,6187,0
6484,690,0
1455,3764,0
2905,6240,0
3938,3765,0
623,5002,0
6811,3996,0
1286,1327,0
5858,5620,0
4154,2796,0
1394,4647,0
3989,5876,0
7535,3611,0
5909,263,0
5751,689,0
6540,5436,0
5157,452,0
6627,978,0
2666,5419,0
5701,686,0
7474,5362,0
5369,4047,0
6479,580,0
1422,5449,0
5745,7102,0
7003,7230,0
2473,3696,0
32,1094,0
2091,2910,0
89,5003,0
1336,3182,0
3696,3000,0
3896,4707,0
2498,3714,0
186,1409,0
2961,1374,0
6195,6043,0
7241,5436,0
1001,3698,0
4337,1294,0
4686,571,0
1864,2870,0
3449,7046,0
1588,5182,0
5811,4508,0
4453,3698,0
3324,6754,0
6843,5340,0
5070,6735,0
3974,866,0
6981,4440,0
2860,3873,0
4713,1878,0
4091,269,0
2139,4166,0
2421,2449,0
7319,2150,0
5235,6620,0
2391,6266,0
181,2312,0
7246,6209,0
6147,3590,0
4816,2440,0
6372,343,0
6394,2760,0
6795,6941,0
1629,5634,0
6800,2436,0
1179,1841,0
3938,4224,0
271,5854,0
5636,2115,0
5538,4927,0
5060,3710,0
4258,1992,0
6,5014,0
2849,7483,0
952,2870,0
2284,2864,0
389,2148,0
4624,6327,0
3638,7074,0
6894,7218,0
3358,7288,0
730,6025,0
7011,503,0
4101,2445,0
7058,2114,0
3494,5577,0
3769,4342,0
5692,7389,0
3428,6568,0
7395,4186,0
6508,3586,0
6112,758,0
357,426,0
7198,5338,0
7274,3765,0
5182,5331,0
5604,7356,0
2439,452,0
4316,5697,0
2227,3179,0
1934,5998,0
4368,545,0
6680,3702,0
6929,5722,0
6498,3252,0
638,167,0
6560,5736,0
3918,1430,0
931,149,0
7322,1906,0
6728,2031,0
2458,288,0
5272,3436,0
261,2458,0
81,4462,0
7089,6856,0
6026,2906,0
3309,3627,0
3501,3976,0
573,516,0
2916,7206,0
1750,7356,0
5439,4858,0
7392,3449,0
3221,2480,0
1797,508,0
3649,4043,0
1094,6217,0
5584,4702,0
4782,2715,0
4309,3460,0
2619,6913,0
4659,4150,0
5798,6539,0
2015,1690,0
3003,3230,0
3731,4311,0
1904,341,0
3899,2569,0
7459,6053,0
6721,4111,0
7025,3383,0
5407,1300,0
6741,5485,0
7508,6290,0
7390,2876,0
5296,2272,0
6112,2261,0
232,7519,0
1679,268,0
1793,1792,0
2936,5162,0
6937,2105,0
2985,4874,0
5230,6831,0
5381,3175,0
4151,6106,0
3379,1520,0
6467,4513,0
4637,6709,0
6917,3927,0
5083,1567,0
5835,7453,0
2618,5959,0
953,2132,0
1038,428,0
6059,43,0
253,1987,0
2597,1632,0
7025,2905,0
5194,5753,0
3866,2480,0
7077,3255,0
2324,2256,0
6985,5311,0
6658,4105,0
4650,854,0
94,2164,0
6923,2072,0
187,1646,0
5758,610,0
3717,6942,0
4637,1982,0
1118,4868,0
1540,5030,0
4254,3774,0
723,2031,0
6252,4117,0
4376,2445,0
3204,6622,0
3749,1094,0
3123,5355,0
1022,2924,0
1625,3789,0
5013,1240,0
1452,1671,0
5373,1725,0
1059,1266,0
1689,4520,0
6913,6751,0
617,1939,0
619,7260,0
2878,4514,0
6652,7348,0
1653,3899,0
424,6029,0
7390,5499,0
2715,255,0
6372,6894,0
1934,2921,0
1117,6029,0
6997,3439,0
6515,2986,0
372,1533,0
2299,6557,0
2645,3378,0
4324,4573,0
5011,4714,0
2907,7485,0
7180,4051,0
5089,4568,0
311,3004,0
2617,2175,0
1729,3649,0
6444,2721,0
7245,1178,0
2905,1773,0
4225,1539,0
347,3979,0
1018,3374,0
3847,6947,0
71,2474,0
4963,4710,0
6079,4293,0
3045,3511,0
1004,3371,0
1196,4337,0
1301,7164,0
3662,4068,0
1721,1922,0
7364,7196,0
5579,1934,0
3028,4862,0
2191,4616,0
1014,5529,0
1904,6921,0
4492,5142,0
1695,1722,0
4166,6467,0
2143,2257,0
1096,5484,0
2906,5889,0
2910,1221,0
39,5162,0
5554,7343,0
130,6830,0
2111,4920,0
1665,5501,0
444,6635,0
1321,579,0
3675,6745,0
3207,4867,0
5096,4423,0
1289,3742,0
2298,1501,0
2389,7195,0
5175,2864,0
123,1771,0
3671,1391,0
6656,5241,0
670,2753,0
6985,2433,0
4987,7415,0
4108,5662,0
145,4834,0
890,831,0
4614,4119,0
3008,2762,0
1013,4374,0
5619,3562,0
4814,1792,0
2762,4227,0
6854,186,0
5070,2900,0
5375,4713,0
3311,2066,0
325,5201,0
6875,3457,0
7271,5409,0
4051,3337,0
2635,2132,0
2294,4561,0
1146,265,0
2065,263,0
5182,1946,0
2885,3389,0
5533,3820,0
266,1193,0
5481,428,0
6931,4362,0
5646,1832,0
6402,4263,0
3668,5100,0
1269,6866,0
6805,2898,0
7028,4545,0
4046,3528,0
426,6644,0
5073,1217,0
7174,4980,0
2487,2795,0
6167,4519,0
1060,4451,0
1150,3673,0
2510,3714,0
2474,7069,0
4002,6132,0
2774,6866,0
2183,7380,0
1285,1577,0
2322,422,0
3561,4151,0
5293,4213,0
6097,51,0
2443,1038,0
1286,5973,0
2132,5713,0
728,3369,0
1656,7375,0
1394,2916,0
6353,3556,0
84,686,0
1259,2909,0
5652,4194,0
6895,1262,0
4439,6075,0
6766,5694,0
6182,7465,0
6843,58,0
2953,2343,0
3008,2459,0
2104,4700,0
3351,3820,0
3643,7501,0
994,5906,0
2032,1922,0
6652,2473,0
4316,5418,0
3702,266,0
1521,3389,0
2085,2807,0
4563,6025,0
6648,4091,0
1449,1021,0
3851,7109,0
5526,2670,0
1467,2675,0
5125,2345,0
6353,2970,0
2256,4884,0
6479,2249,0
5311,300,0
6565,4402,0
1450,448,0
1629,4108,0
4769,913,0
6965,2261,0
5406,1328,0
2589,2384,0
6507,4289,0
5185,4806,0
2494,281,0
2176,2596,0
4946,2668,0
5671,7512,0
2340,3494,0
757,5255,0
2004,4511,0
4350,7529,0
5934,6466,0
3252,3395,0
5422,4614,0
6353,5519,0
1725,4531,0
3866,1414,0
1987,5233,0
6032,2141,0
3676,6050,0
1727,1147,0
3113,369,0
4101,5515,0
857,6110,0
6067,7083,0
6919,1791,0
6680,503,0
393,180,0
6087,3044,0
2326,5654,0
1523,1218,0
4865,5447,0
2670,4451,0
6735,419,0
3741,3007,0
759,5805,0
4312,1611,0
1963,571,0
790,1872,0
3793,774,0
6339,2887,0
1184,1963,0
5339,2513,0
6187,628,0
1021,3525,0
4637,5506,0
6604,4262,0
3758,6685,0
6094,7117,0
3725,1083,0
4956,959,0
6402,3060,0
481,4674,0
3525,4806,0
6338,3680,0
402,4455,0
1626,2754,0
753,5688,0
1198,2438,0
704,5676,0
3896,4051,0
1857,5506,0
6077,6092,0
448,2405,0
7532,5090,0
3400,1466,0
1118,3587,0
6688,3186,0
4632,5248,0
6489,5193,0
2168,2437,0
5494,1792,0
1471,950,0
720,4886,0
6894,3972,0
7415,1655,0
2,3505,0
2316,5042,0
712,7348,0
5507,7375,0
5645,6025,0
1340,5492,0
5069,6336,0
6466,4277,0
1335,493,0
1922,6699,0
4722,7288,0
6147,2587,0
5019,5884,0
1299,2926,0
1117,3485,0
5051,7249,0
5058,262,0
7459,5100,0
3891,2297,0
15,5330,0
4293,4300,0
263,5252,0
0,4191,0
31,1442,0
3351,5932,0
3612,7348,0
1115,255,0
5499,4124,0
1096,2270,0
5652,1653,0
3781,7415,0
4707,5554,0
84,3741,0
4110,5316,0
4050,4238,0
1934,4350,0
3483,4561,0
1436,5796,0
484,3122,0
7408,823,0
3831,2345,0
3183,1962,0
6015,394,0
5529,5200,0
1320,3665,0
4277,6937,0
2900,215,0
5375,3494,0
5501,2360,0
3856,761,0
289,4110,0
3672,5409,0
368,7366,0
1851,472,0
7504,6240,0
13,1183,0
5384,3975,0
2142,2775,0
1226,3951,0
3749,6674,0
2012,2703,0
2383,6114,0
6299,3898,0
1257,2329,0
4529,6220,0
5826,6687,0
2892,3899,0
1013,701,0
4192,1220,0
3153,1906,0
3357,4291,0
4753,3312,0
3301,2758,0
1690,7371,0
2860,6831,0
7002,5682,0
6211,5378,0
3793,4667,0
6857,3305,0
5074,6882,0
7088,5293,0
855,472,0
6309,1285,0
140,7199,0
6768,5770,0
1817,6354,0
5212,1691,0
1444,6242,0
1394,420,0
4435,5665,0
1726,4118,0
4334,1923,0
4456,4193,0
6450,2884,0
939,7101,0
5097,1722,0
5701,1665,0
6592,4861,0
6564,5029,0
5799,2865,0
1240,797,0
3669,1171,0
6749,7266,0
6300,6806,0
2746,931,0
823,3404,0
4333,70,0
4560,1054,0
4448,4236,0
1882,3652,0
1502,1343,0
906,2869,0
4322,2676,0
7020,2921,0
1552,1993,0
2316,6648,0
6936,4581,0
2460,3977,0
1422,6698,0
931,4667,0
1935,2869,0
4289,7197,0
1455,7212,0
5276,5695,0
675,6746,0
758,5,0
6560,7195,0
4368,5383,0
5546,5973,0
1727,1455,0
7217,7132,0
15,6073,0
6046,3598,0
5704,7263,0
2628,3964,0
5951,5942,0
4152,3183,0
5618,1063,0
5130,1062,0
4546,6049,0
690,739,0
7505,7061,0
3738,5835,0
1055,455,0
512,2360,0
7435,248,0
5232,2597,0
71,508,0
3971,6970,0
4139,3938,0
1003,7456,0
4139,5103,0
4310,6698,0
5422,7117,0
5758,6866,0
2735,7072,0
1964,3322,0
4955,4647,0
4882,2953,0
454,6927,0
2812,218,0
7180,6192,0
3749,4336,0
1225,6167,0
4973,7003,0
3384,5848,0
4279,4605,0
283,7168,0
2169,4840,0
5099,3335,0
5739,5957,0
6059,1031,0
5369,2870,0
80,1021,0
1465,4063,0
5506,4973,0
6488,544,0
6568,3104,0
4686,6565,0
5305,1553,0
1228,3427,0
421,170,0
2770,4935,0
4613,3336,0
7119,3724,0
5446,7213,0
215,2474,0
3811,4799,0
6252,417,0
4734,762,0
688,6655,0
2209,1158,0
5086,4376,0
5147,620,0
5011,3938,0
6843,3720,0
7003,6440,0
4222,4326,0
6433,344,0
4881,569,0
1672,4416,0
4299,838,0
3241,6052,0
4821,4121,0
5516,6301,0
6675,3151,0
201,3989,0
2008,4689,0
3927,6970,0
1897,2480,0
2030,4100,0
854,415,0
6479,38,0
5046,6798,0
6607,6110,0
545,6077,0
6859,4071,0
3740,171,0
4453,3190,0
6930,5913,0
2391,5627,0
6164,6547,0
6835,5739,0
1894,4443,0
6049,4402,0
4285,422,0
5833,2437,0
3824,715,0
7260,273,0
3460,4255,0
5533,2268,0
4686,3400,0
4945,7089,0
6991,5362,0
6097,3485,0
4141,5745,0
3561,4937,0
83,455,0
42,5462,0
3050,4781,0
2575,5745,0
3749,1063,0
3731,3856,0
2307,430,0
7457,6538,0
5227,994,0
237,6209,0
6280,2905,0
203,2460,0
3075,5086,0
6568,2243,0
2458,4773,0
3221,7315,0
1479,6395,0
6355,3726,0
3965,5857,0
1367,1721,0
5710,1719,0
5047,5133,0
266,4366,0
5713,1934,0
4714,6551,0
1579,570,0
5871,1535,0
3122,4273,0
4374,4799,0
2032,274,0
5831,2274,0
5293,5003,0
444,5603,0
4315,7389,0
3407,5610,0
6500,1270,0
2676,6188,0
2923,610,0
1226,2225,0
1392,7440,0
6302,5325,0
7077,4885,0
6698,2149,0
6989,2754,0
6500,3951,0
1183,2933,0
2047,7299,0
416,4294,0
6489,3511,0
638,6559,0
3007,3744,0
4963,5485,0
2115,203,0
6134,3060,0
4697,6508,0
5931,3880,0
5937,88,0
7046,289,0
4089,4727,0
697,144,0
2923,1451,0
3669,2460,0
5603,2102,0
1837,6471,0
7384,5932,0
2665,5344,0
4438,1359,0
2989,5446,0
6781,3,0
1327,895,0
5099,2753,0
7351,4258,0
2871,4656,0
5193,4357,0
5378,1903,0
1455,7260,0
6460,2761,0
931,2685,0
6508,420,0
5046,4710,0
6755,275,0
1388,4356,0
3264,7006,0
5999,326,0
79,6237,0
273,2933,0
7314,5602,0
5014,6913,0
3836,5416,0
4576,2815,0
5098,5547,0
2422,2690,0
1262,6472,0
6922,7204,0
6585,4926,0
2758,7274,0
5030,2326,0
1194,856,0
140,5627,0
1858,2011,0
3443,5380,0
2327,3984,0
3736,7395,0
5857,5826,0
4511,2923,0
2341,7257,0
6188,5055,0
1536,4569,0
3997,2878,0
3976,2906,0
6782,1091,0
3004,986,0
1117,3513,0
5162,1411,0
7317,503,0
2144,5169,0
3223,4512,0
6327,6500,0
2762,6565,0
6099,1468,0
4223,1728,0
4790,6840,0
647,4043,0
1408,2274,0
1626,2670,0
2424,5331,0
6499,2341,0
2275,4410,0
6652,1411,0
1052,6775,0
5759,4421,0
7260,3672,0
946,1314,0
2782,5259,0
420,3304,0
428,2029,0
840,2048,0
3812,6902,0
6643,720,0
5097,7164,0
2448,2383,0
4209,1998,0
6075,7061,0
1266,4002,0
5200,890,0
389,342,0
6335,3591,0
1553,4223,0
674,5831,0
4138,5468,0
3823,1470,0
6131,5221,0
5538,6073,0
3179,2072,0
4099,2870,0
995,4210,0
1313,3977,0
5579,4221,0
5739,140,0
3865,6519,0
5224,3517,0
1017,7392,0
2835,2480,0
5084,7088,0
4476,4833,0
2005,4627,0
203,738,0
3884,6168,0
1430,752,0
5668,3710,0
2792,7365,0
2242,7098,0
5505,1217,0
6938,7380,0
5381,7402,0
4853,6902,0
5554,3880,0
2100,7512,0
1479,7180,0
3160,1433,0
2361,3875,0
6833,1207,0
5146,6384,0
2198,2066,0
6915,5932,0
7304,1816,0
3229,6380,0
6348,5014,0
4327,5692,0
2925,2409,0
4469,3644,0
7504,422,0
575,395,0
1240,2274,0
5402,3720,0
4734,5170,0
3905,7495,0
3226,1612,0
5244,3415,0
7421,2191,0
6911,4764,0
4453,7453,0
7519,2224,0
33,2272,0
3418,5015,0
6320,4270,0
3928,3774,0
3743,392,0
1252,3833,0
3006,6843,0
2876,6549,0
5468,5751,0
3541,977,0
2048,2261,0
4865,5435,0
2753,3924,0
946,6210,0
3658,5753,0
3418,5613,0
5372,2908,0
275,1969,0
5714,2513,0
3542,2249,0
517,3611,0
4956,1466,0
4606,5339,0
1193,2276,0
6912,1923,0
7277,3375,0
2389,7123,0
3517,4980,0
5231,6219,0
6492,6157,0
2909,6466,0
4973,5242,0
2164,6768,0
4457,4470,0
3074,2129,0
3234,1205,0
3676,2721,0
2796,1666,0
1394,7245,0
4047,1470,0
2011,2703,0
3640,3427,0
6916,6798,0
4224,1997,0
6402,2760,0
7213,2625,0
2227,4225,0
357,2915,0
5362,1365,0
6989,6547,0
3166,7016,0
652,4393,0
343,2900,0
1869,2796,0
4692,3007,0
4043,4277,0
1852,1509,0
1609,3815,0
2915,5058,0
1810,3240,0
1321,1766,0
7277,5883,0
4540,6187,0
698,7405,0
1185,2442,0
723,2148,0
4716,3448,0
533,4322,0
5371,703,0
5538,4512,0
1860,6930,0
6504,404,0
2326,484,0
348,7187,0
4617,5664,0
6995,3233,0
1655,3483,0
5826,3836,0
1886,2331,0
4210,4892,0
512,2909,0
460,738,0
3460,7057,0
3472,2432,0
1122,5822,0
5592,6894,0
2599,5871,0
4300,3395,0
576,3421,0
1220,4469,0
473,3282,0
1998,5766,0
4089,7402,0
95,6437,0
6708,5124,0
4410,704,0
5296,6798,0
2870,7002,0
690,6173,0
4991,5193,0
2686,2780,0
3229,2060,0
2316,4107,0
953,7457,0
4316,7143,0
2989,2,0
5621,3415,0
2344,5098,0
5279,6943,0
4279,1846,0
5810,5449,0
6766,5699,0
7174,7164,0
429,4545,0
4234,4291,0
4376,6726,0
3718,1609,0
4414,7003,0
6995,6282,0
5538,1130,0
3393,2702,0
2293,3819,0
5301,2276,0
4941,7076,0
7341,5686,0
6219,866,0
7083,7408,0
4715,6895,0
5512,4543,0
283,3836,0
1516,1286,0
7485,5092,0
2720,2639,0
