ltable_label,ltable_lat,ltable_lon,ltable_ontology,ltable_ele,rtable_label,rtable_lat,rtable_lon,rtable_ontology,rtable_ele,alteredAttributes,originalRightId
natal,-5.7667,-35.2,http://rdf.freebase.com/,,manchester united kingdom,53.48,-35.2094,http://data.nytimes.com/,,"('label', 'lat', 'ele')",1@2267
natal,-5.7667,-35.2,http://rdf.freebase.com/,,manchester united kingdom,-5.795,-2.24,http://rdf.freebase.com/,,"('label', 'lon', 'ontology')",1@2267
natal,-5.7667,-35.2,http://rdf.freebase.com/,,manchester united kingdom,-5.795,-2.24,http://data.nytimes.com/,,"('label', 'lon', 'ele')",1@2267
natal,-5.7667,-35.2,http://rdf.freebase.com/,,manchester united kingdom,-5.795,-35.2094,http://rdf.freebase.com/,,"('label', 'ontology', 'ele')",1@2267
natal,-5.7667,-35.2,http://rdf.freebase.com/,,Natal (Brazil),53.48,-2.24,http://rdf.freebase.com/,,"('lat', 'lon', 'ontology')",1@2267
natal,-5.7667,-35.2,http://rdf.freebase.com/,,Natal (Brazil),53.48,-35.2094,http://rdf.freebase.com/,,"('lat', 'ontology', 'ele')",1@2267
natal,-5.7667,-35.2,http://rdf.freebase.com/,,Natal (Brazil),-5.795,-2.24,http://rdf.freebase.com/,,"('lon', 'ontology', 'ele')",1@2267
natal,-5.7667,-35.2,http://rdf.freebase.com/,,Amalfi,-5.795,-35.2094,http://data.nytimes.com/,,"('label',)",1@2267
natal,-5.7667,-35.2,http://rdf.freebase.com/,,Amalfi,40.6333,-35.2094,http://data.nytimes.com/,,"('label', 'lat')",1@2267
natal,-5.7667,-35.2,http://rdf.freebase.com/,,Amalfi,-5.795,14.6,http://data.nytimes.com/,,"('label', 'lon')",1@2267
natal,-5.7667,-35.2,http://rdf.freebase.com/,,Amalfi,-5.795,-35.2094,http://dbpedia.org/,,"('label', 'ontology')",1@2267
natal,-5.7667,-35.2,http://rdf.freebase.com/,,Amalfi,-5.795,-35.2094,http://data.nytimes.com/,,"('label', 'ele')",1@2267
natal,-5.7667,-35.2,http://rdf.freebase.com/,,Amalfi,40.6333,14.6,http://data.nytimes.com/,,"('label', 'lat', 'lon')",1@2267
natal,-5.7667,-35.2,http://rdf.freebase.com/,,Amalfi,40.6333,-35.2094,http://dbpedia.org/,,"('label', 'lat', 'ontology')",1@2267
natal,-5.7667,-35.2,http://rdf.freebase.com/,,Amalfi,40.6333,-35.2094,http://data.nytimes.com/,,"('label', 'lat', 'ele')",1@2267
natal,-5.7667,-35.2,http://rdf.freebase.com/,,Amalfi,-5.795,14.6,http://dbpedia.org/,,"('label', 'lon', 'ontology')",1@2267
natal,-5.7667,-35.2,http://rdf.freebase.com/,,Amalfi,-5.795,14.6,http://data.nytimes.com/,,"('label', 'lon', 'ele')",1@2267
natal,-5.7667,-35.2,http://rdf.freebase.com/,,Amalfi,-5.795,-35.2094,http://dbpedia.org/,,"('label', 'ontology', 'ele')",1@2267
natal,-5.7667,-35.2,http://rdf.freebase.com/,,San Jose (Costa Rica),-5.795,-35.2094,http://sws.geonames.org/,,"('label',)",1@5928
natal,-5.7667,-35.2,http://rdf.freebase.com/,,San Jose (Costa Rica),9.93333,-35.2094,http://sws.geonames.org/,,"('label', 'lat')",1@5928
natal,-5.7667,-35.2,http://rdf.freebase.com/,,San Jose (Costa Rica),-5.795,-84.0833,http://sws.geonames.org/,,"('label', 'lon')",1@5928
natal,-5.7667,-35.2,http://rdf.freebase.com/,,San Jose (Costa Rica),-5.795,-35.2094,http://data.nytimes.com/,,"('label', 'ontology')",1@5928
natal,-5.7667,-35.2,http://rdf.freebase.com/,,San Jose (Costa Rica),-5.795,-35.2094,http://sws.geonames.org/,,"('label', 'ele')",1@5928
natal,-5.7667,-35.2,http://rdf.freebase.com/,,San Jose (Costa Rica),9.93333,-84.0833,http://sws.geonames.org/,,"('label', 'lat', 'lon')",1@5928
natal,-5.7667,-35.2,http://rdf.freebase.com/,,San Jose (Costa Rica),9.93333,-35.2094,http://data.nytimes.com/,,"('label', 'lat', 'ontology')",1@5928
natal,-5.7667,-35.2,http://rdf.freebase.com/,,San Jose (Costa Rica),9.93333,-35.2094,http://sws.geonames.org/,,"('label', 'lat', 'ele')",1@5928
natal,-5.7667,-35.2,http://rdf.freebase.com/,,San Jose (Costa Rica),-5.795,-84.0833,http://data.nytimes.com/,,"('label', 'lon', 'ontology')",1@5928
natal,-5.7667,-35.2,http://rdf.freebase.com/,,San Jose (Costa Rica),-5.795,-84.0833,http://sws.geonames.org/,,"('label', 'lon', 'ele')",1@5928
natal,-5.7667,-35.2,http://rdf.freebase.com/,,San Jose (Costa Rica),-5.795,-35.2094,http://data.nytimes.com/,,"('label', 'ontology', 'ele')",1@5928
puerto vallarta,20.6031,-105.234,http://rdf.freebase.com/,,Kirkuk,20.6204,-105.23100000000001,http://data.nytimes.com/,,"('label',)",1@180
puerto vallarta,20.6031,-105.234,http://rdf.freebase.com/,,Kirkuk,35.4667,-105.23100000000001,http://data.nytimes.com/,,"('label', 'lat')",1@180
puerto vallarta,20.6031,-105.234,http://rdf.freebase.com/,,Kirkuk,20.6204,44.3167,http://data.nytimes.com/,,"('label', 'lon')",1@180
puerto vallarta,20.6031,-105.234,http://rdf.freebase.com/,,Kirkuk,20.6204,-105.23100000000001,http://dbpedia.org/,,"('label', 'ontology')",1@180
puerto vallarta,20.6031,-105.234,http://rdf.freebase.com/,,Kirkuk,20.6204,-105.23100000000001,http://data.nytimes.com/,,"('label', 'ele')",1@180
puerto vallarta,20.6031,-105.234,http://rdf.freebase.com/,,Kirkuk,35.4667,44.3167,http://data.nytimes.com/,,"('label', 'lat', 'lon')",1@180
puerto vallarta,20.6031,-105.234,http://rdf.freebase.com/,,Kirkuk,35.4667,-105.23100000000001,http://dbpedia.org/,,"('label', 'lat', 'ontology')",1@180
puerto vallarta,20.6031,-105.234,http://rdf.freebase.com/,,Kirkuk,35.4667,-105.23100000000001,http://data.nytimes.com/,,"('label', 'lat', 'ele')",1@180
puerto vallarta,20.6031,-105.234,http://rdf.freebase.com/,,Kirkuk,20.6204,44.3167,http://dbpedia.org/,,"('label', 'lon', 'ontology')",1@180
puerto vallarta,20.6031,-105.234,http://rdf.freebase.com/,,Kirkuk,20.6204,44.3167,http://data.nytimes.com/,,"('label', 'lon', 'ele')",1@180
puerto vallarta,20.6031,-105.234,http://rdf.freebase.com/,,Kirkuk,20.6204,-105.23100000000001,http://dbpedia.org/,,"('label', 'ontology', 'ele')",1@180
Nassau (Bahamas),25.0833,-77.35,http://data.nytimes.com/,,Baghdad,25.0582,-77.3431,http://sws.geonames.org/,,"('label',)",1@3498
Nassau (Bahamas),25.0833,-77.35,http://data.nytimes.com/,,Baghdad,33.3333,-77.3431,http://sws.geonames.org/,,"('label', 'lat')",1@3498
Nassau (Bahamas),25.0833,-77.35,http://data.nytimes.com/,,Baghdad,25.0582,44.4333,http://sws.geonames.org/,,"('label', 'lon')",1@3498
Nassau (Bahamas),25.0833,-77.35,http://data.nytimes.com/,,Baghdad,25.0582,-77.3431,http://dbpedia.org/,,"('label', 'ontology')",1@3498
Nassau (Bahamas),25.0833,-77.35,http://data.nytimes.com/,,Baghdad,25.0582,-77.3431,http://sws.geonames.org/,,"('label', 'ele')",1@3498
Nassau (Bahamas),25.0833,-77.35,http://data.nytimes.com/,,Baghdad,33.3333,44.4333,http://sws.geonames.org/,,"('label', 'lat', 'lon')",1@3498
Nassau (Bahamas),25.0833,-77.35,http://data.nytimes.com/,,Baghdad,33.3333,-77.3431,http://dbpedia.org/,,"('label', 'lat', 'ontology')",1@3498
Nassau (Bahamas),25.0833,-77.35,http://data.nytimes.com/,,Baghdad,33.3333,-77.3431,http://sws.geonames.org/,,"('label', 'lat', 'ele')",1@3498
Nassau (Bahamas),25.0833,-77.35,http://data.nytimes.com/,,Baghdad,25.0582,44.4333,http://dbpedia.org/,,"('label', 'lon', 'ontology')",1@3498
Nassau (Bahamas),25.0833,-77.35,http://data.nytimes.com/,,Baghdad,25.0582,44.4333,http://sws.geonames.org/,,"('label', 'lon', 'ele')",1@3498
Nassau (Bahamas),25.0833,-77.35,http://data.nytimes.com/,,Baghdad,25.0582,-77.3431,http://dbpedia.org/,,"('label', 'ontology', 'ele')",1@3498
"Nassau, Bahamas",,,http://dbpedia.org/,,Baghdad,25.0582,-77.3431,http://sws.geonames.org/,,"('label',)",1@3498
"Nassau, Bahamas",,,http://dbpedia.org/,,Nassau,33.3333,-77.3431,http://sws.geonames.org/,,"('lat',)",1@3498
"Nassau, Bahamas",,,http://dbpedia.org/,,Nassau,25.0582,44.4333,http://sws.geonames.org/,,"('lon',)",1@3498
"Nassau, Bahamas",,,http://dbpedia.org/,,Nassau,25.0582,-77.3431,http://dbpedia.org/,,"('ontology',)",1@3498
"Nassau, Bahamas",,,http://dbpedia.org/,,Nassau,25.0582,-77.3431,http://sws.geonames.org/,,"('ele',)",1@3498
"Nassau, Bahamas",,,http://dbpedia.org/,,Baghdad,33.3333,-77.3431,http://sws.geonames.org/,,"('label', 'lat')",1@3498
"Nassau, Bahamas",,,http://dbpedia.org/,,Baghdad,25.0582,44.4333,http://sws.geonames.org/,,"('label', 'lon')",1@3498
"Nassau, Bahamas",,,http://dbpedia.org/,,Baghdad,25.0582,-77.3431,http://dbpedia.org/,,"('label', 'ontology')",1@3498
"Nassau, Bahamas",,,http://dbpedia.org/,,Baghdad,25.0582,-77.3431,http://sws.geonames.org/,,"('label', 'ele')",1@3498
"Nassau, Bahamas",,,http://dbpedia.org/,,Nassau,33.3333,44.4333,http://sws.geonames.org/,,"('lat', 'lon')",1@3498
"Nassau, Bahamas",,,http://dbpedia.org/,,Nassau,33.3333,-77.3431,http://dbpedia.org/,,"('lat', 'ontology')",1@3498
"Nassau, Bahamas",,,http://dbpedia.org/,,Nassau,33.3333,-77.3431,http://sws.geonames.org/,,"('lat', 'ele')",1@3498
"Nassau, Bahamas",,,http://dbpedia.org/,,Nassau,25.0582,44.4333,http://dbpedia.org/,,"('lon', 'ontology')",1@3498
"Nassau, Bahamas",,,http://dbpedia.org/,,Nassau,25.0582,44.4333,http://sws.geonames.org/,,"('lon', 'ele')",1@3498
"Nassau, Bahamas",,,http://dbpedia.org/,,Nassau,25.0582,-77.3431,http://dbpedia.org/,,"('ontology', 'ele')",1@3498
"Nassau, Bahamas",,,http://dbpedia.org/,,Baghdad,33.3333,44.4333,http://sws.geonames.org/,,"('label', 'lat', 'lon')",1@3498
"Nassau, Bahamas",,,http://dbpedia.org/,,Baghdad,33.3333,-77.3431,http://dbpedia.org/,,"('label', 'lat', 'ontology')",1@3498
"Nassau, Bahamas",,,http://dbpedia.org/,,Baghdad,33.3333,-77.3431,http://sws.geonames.org/,,"('label', 'lat', 'ele')",1@3498
"Nassau, Bahamas",,,http://dbpedia.org/,,Baghdad,25.0582,44.4333,http://dbpedia.org/,,"('label', 'lon', 'ontology')",1@3498
"Nassau, Bahamas",,,http://dbpedia.org/,,Baghdad,25.0582,44.4333,http://sws.geonames.org/,,"('label', 'lon', 'ele')",1@3498
"Nassau, Bahamas",,,http://dbpedia.org/,,Baghdad,25.0582,-77.3431,http://dbpedia.org/,,"('label', 'ontology', 'ele')",1@3498
"Nassau, Bahamas",,,http://dbpedia.org/,,Nassau,33.3333,44.4333,http://dbpedia.org/,,"('lat', 'lon', 'ontology')",1@3498
"Nassau, Bahamas",,,http://dbpedia.org/,,Nassau,33.3333,44.4333,http://sws.geonames.org/,,"('lat', 'lon', 'ele')",1@3498
"Nassau, Bahamas",,,http://dbpedia.org/,,Nassau,33.3333,-77.3431,http://dbpedia.org/,,"('lat', 'ontology', 'ele')",1@3498
"Nassau, Bahamas",,,http://dbpedia.org/,,Nassau,25.0582,44.4333,http://dbpedia.org/,,"('lon', 'ontology', 'ele')",1@3498
Nassau,25.0582,-77.3431,http://sws.geonames.org/,,Rockland,,,http://dbpedia.org/,,"('label',)",0@1340
Nassau,25.0582,-77.3431,http://sws.geonames.org/,,"Nassau, Bahamas",,,http://sws.geonames.org/,,"('ontology',)",0@1340
Nassau,25.0582,-77.3431,http://sws.geonames.org/,,Rockland,44.1037,,http://dbpedia.org/,,"('label', 'lat')",0@1340
Nassau,25.0582,-77.3431,http://sws.geonames.org/,,Rockland,,-69.1089,http://dbpedia.org/,,"('label', 'lon')",0@1340
Nassau,25.0582,-77.3431,http://sws.geonames.org/,,Rockland,,,http://sws.geonames.org/,,"('label', 'ontology')",0@1340
Nassau,25.0582,-77.3431,http://sws.geonames.org/,,Rockland,,,http://dbpedia.org/,,"('label', 'ele')",0@1340
Nassau,25.0582,-77.3431,http://sws.geonames.org/,,"Nassau, Bahamas",44.1037,,http://sws.geonames.org/,,"('lat', 'ontology')",0@1340
Nassau,25.0582,-77.3431,http://sws.geonames.org/,,"Nassau, Bahamas",,-69.1089,http://sws.geonames.org/,,"('lon', 'ontology')",0@1340
Nassau,25.0582,-77.3431,http://sws.geonames.org/,,"Nassau, Bahamas",,,http://sws.geonames.org/,,"('ontology', 'ele')",0@1340
Nassau,25.0582,-77.3431,http://sws.geonames.org/,,Rockland,44.1037,-69.1089,http://dbpedia.org/,,"('label', 'lat', 'lon')",0@1340
Nassau,25.0582,-77.3431,http://sws.geonames.org/,,Rockland,44.1037,,http://sws.geonames.org/,,"('label', 'lat', 'ontology')",0@1340
Nassau,25.0582,-77.3431,http://sws.geonames.org/,,Rockland,44.1037,,http://dbpedia.org/,,"('label', 'lat', 'ele')",0@1340
Nassau,25.0582,-77.3431,http://sws.geonames.org/,,Rockland,,-69.1089,http://sws.geonames.org/,,"('label', 'lon', 'ontology')",0@1340
Nassau,25.0582,-77.3431,http://sws.geonames.org/,,Rockland,,-69.1089,http://dbpedia.org/,,"('label', 'lon', 'ele')",0@1340
Nassau,25.0582,-77.3431,http://sws.geonames.org/,,Rockland,,,http://sws.geonames.org/,,"('label', 'ontology', 'ele')",0@1340
Nassau,25.0582,-77.3431,http://sws.geonames.org/,,"Nassau, Bahamas",44.1037,-69.1089,http://sws.geonames.org/,,"('lat', 'lon', 'ontology')",0@1340
Nassau,25.0582,-77.3431,http://sws.geonames.org/,,"Nassau, Bahamas",44.1037,,http://sws.geonames.org/,,"('lat', 'ontology', 'ele')",0@1340
Nassau,25.0582,-77.3431,http://sws.geonames.org/,,"Nassau, Bahamas",,-69.1089,http://sws.geonames.org/,,"('lon', 'ontology', 'ele')",0@1340
nassau,25.0667,-77.3333,http://rdf.freebase.com/,,Baghdad,25.0582,-77.3431,http://sws.geonames.org/,,"('label',)",1@3498
nassau,25.0667,-77.3333,http://rdf.freebase.com/,,Nassau,33.3333,-77.3431,http://sws.geonames.org/,,"('lat',)",1@3498
nassau,25.0667,-77.3333,http://rdf.freebase.com/,,Nassau,25.0582,44.4333,http://sws.geonames.org/,,"('lon',)",1@3498
nassau,25.0667,-77.3333,http://rdf.freebase.com/,,Nassau,25.0582,-77.3431,http://sws.geonames.org/,,"('ele',)",1@3498
nassau,25.0667,-77.3333,http://rdf.freebase.com/,,Baghdad,33.3333,-77.3431,http://sws.geonames.org/,,"('label', 'lat')",1@3498
nassau,25.0667,-77.3333,http://rdf.freebase.com/,,Baghdad,25.0582,44.4333,http://sws.geonames.org/,,"('label', 'lon')",1@3498
nassau,25.0667,-77.3333,http://rdf.freebase.com/,,Baghdad,25.0582,-77.3431,http://dbpedia.org/,,"('label', 'ontology')",1@3498
nassau,25.0667,-77.3333,http://rdf.freebase.com/,,Baghdad,25.0582,-77.3431,http://sws.geonames.org/,,"('label', 'ele')",1@3498
