ltable_label,ltable_lat,ltable_lon,ltable_ontology,ltable_ele,rtable_label,rtable_lat,rtable_lon,rtable_ontology,rtable_ele,alteredAttributes,originalRightId
natal,-5.7667,-35.2,http://rdf.freebase.com/,,Natal (Brazil),53.48,-2.24,http://data.nytimes.com/,,"('label', 'ontology', 'ele')",0@6355
natal,-5.7667,-35.2,http://rdf.freebase.com/,,Natal (Brazil),40.6333,14.6,http://dbpedia.org/,,"('label',)",0@7217
natal,-5.7667,-35.2,http://rdf.freebase.com/,,Natal (Brazil),-5.795,14.6,http://dbpedia.org/,,"('label', 'lat')",0@7217
natal,-5.7667,-35.2,http://rdf.freebase.com/,,Natal (Brazil),40.6333,-35.2094,http://dbpedia.org/,,"('label', 'lon')",0@7217
natal,-5.7667,-35.2,http://rdf.freebase.com/,,Natal (Brazil),40.6333,14.6,http://data.nytimes.com/,,"('label', 'ontology')",0@7217
natal,-5.7667,-35.2,http://rdf.freebase.com/,,Natal (Brazil),40.6333,14.6,http://dbpedia.org/,,"('label', 'ele')",0@7217
natal,-5.7667,-35.2,http://rdf.freebase.com/,,Natal (Brazil),-5.795,-35.2094,http://dbpedia.org/,,"('label', 'lat', 'lon')",0@7217
natal,-5.7667,-35.2,http://rdf.freebase.com/,,Natal (Brazil),-5.795,14.6,http://data.nytimes.com/,,"('label', 'lat', 'ontology')",0@7217
natal,-5.7667,-35.2,http://rdf.freebase.com/,,Natal (Brazil),-5.795,14.6,http://dbpedia.org/,,"('label', 'lat', 'ele')",0@7217
natal,-5.7667,-35.2,http://rdf.freebase.com/,,Natal (Brazil),40.6333,-35.2094,http://data.nytimes.com/,,"('label', 'lon', 'ontology')",0@7217
natal,-5.7667,-35.2,http://rdf.freebase.com/,,Natal (Brazil),40.6333,-35.2094,http://dbpedia.org/,,"('label', 'lon', 'ele')",0@7217
natal,-5.7667,-35.2,http://rdf.freebase.com/,,Natal (Brazil),40.6333,14.6,http://data.nytimes.com/,,"('label', 'ontology', 'ele')",0@7217
natal,-5.7667,-35.2,http://rdf.freebase.com/,,Natal,9.93333,-84.0833,http://data.nytimes.com/,,"('label',)",0@3627
natal,-5.7667,-35.2,http://rdf.freebase.com/,,Natal,-5.795,-84.0833,http://data.nytimes.com/,,"('label', 'lat')",0@3627
natal,-5.7667,-35.2,http://rdf.freebase.com/,,Natal,9.93333,-35.2094,http://data.nytimes.com/,,"('label', 'lon')",0@3627
natal,-5.7667,-35.2,http://rdf.freebase.com/,,Natal,9.93333,-84.0833,http://sws.geonames.org/,,"('label', 'ontology')",0@3627
natal,-5.7667,-35.2,http://rdf.freebase.com/,,Natal,9.93333,-84.0833,http://data.nytimes.com/,,"('label', 'ele')",0@3627
natal,-5.7667,-35.2,http://rdf.freebase.com/,,Natal,-5.795,-35.2094,http://data.nytimes.com/,,"('label', 'lat', 'lon')",0@3627
natal,-5.7667,-35.2,http://rdf.freebase.com/,,Natal,-5.795,-84.0833,http://sws.geonames.org/,,"('label', 'lat', 'ontology')",0@3627
natal,-5.7667,-35.2,http://rdf.freebase.com/,,Natal,-5.795,-84.0833,http://data.nytimes.com/,,"('label', 'lat', 'ele')",0@3627
natal,-5.7667,-35.2,http://rdf.freebase.com/,,Natal,9.93333,-35.2094,http://sws.geonames.org/,,"('label', 'lon', 'ontology')",0@3627
natal,-5.7667,-35.2,http://rdf.freebase.com/,,Natal,9.93333,-35.2094,http://data.nytimes.com/,,"('label', 'lon', 'ele')",0@3627
natal,-5.7667,-35.2,http://rdf.freebase.com/,,Natal,9.93333,-84.0833,http://sws.geonames.org/,,"('label', 'ontology', 'ele')",0@3627
puerto vallarta,20.6031,-105.234,http://rdf.freebase.com/,,Puerto Vallarta (Mexico),35.4667,44.3167,http://dbpedia.org/,,"('label',)",0@6965
puerto vallarta,20.6031,-105.234,http://rdf.freebase.com/,,Puerto Vallarta (Mexico),20.6204,44.3167,http://dbpedia.org/,,"('label', 'lat')",0@6965
puerto vallarta,20.6031,-105.234,http://rdf.freebase.com/,,Puerto Vallarta (Mexico),35.4667,-105.23100000000001,http://dbpedia.org/,,"('label', 'lon')",0@6965
puerto vallarta,20.6031,-105.234,http://rdf.freebase.com/,,Puerto Vallarta (Mexico),35.4667,44.3167,http://data.nytimes.com/,,"('label', 'ontology')",0@6965
puerto vallarta,20.6031,-105.234,http://rdf.freebase.com/,,Puerto Vallarta (Mexico),35.4667,44.3167,http://dbpedia.org/,,"('label', 'ele')",0@6965
puerto vallarta,20.6031,-105.234,http://rdf.freebase.com/,,Puerto Vallarta (Mexico),20.6204,-105.23100000000001,http://dbpedia.org/,,"('label', 'lat', 'lon')",0@6965
puerto vallarta,20.6031,-105.234,http://rdf.freebase.com/,,Puerto Vallarta (Mexico),20.6204,44.3167,http://data.nytimes.com/,,"('label', 'lat', 'ontology')",0@6965
puerto vallarta,20.6031,-105.234,http://rdf.freebase.com/,,Puerto Vallarta (Mexico),20.6204,44.3167,http://dbpedia.org/,,"('label', 'lat', 'ele')",0@6965
puerto vallarta,20.6031,-105.234,http://rdf.freebase.com/,,Puerto Vallarta (Mexico),35.4667,-105.23100000000001,http://data.nytimes.com/,,"('label', 'lon', 'ontology')",0@6965
puerto vallarta,20.6031,-105.234,http://rdf.freebase.com/,,Puerto Vallarta (Mexico),35.4667,-105.23100000000001,http://dbpedia.org/,,"('label', 'lon', 'ele')",0@6965
puerto vallarta,20.6031,-105.234,http://rdf.freebase.com/,,Puerto Vallarta (Mexico),35.4667,44.3167,http://data.nytimes.com/,,"('label', 'ontology', 'ele')",0@6965
Nassau (Bahamas),25.0833,-77.35,http://data.nytimes.com/,,Nassau,33.3333,44.4333,http://dbpedia.org/,,"('label',)",0@3724
Nassau (Bahamas),25.0833,-77.35,http://data.nytimes.com/,,Nassau,25.0582,44.4333,http://dbpedia.org/,,"('label', 'lat')",0@3724
Nassau (Bahamas),25.0833,-77.35,http://data.nytimes.com/,,Nassau,33.3333,-77.3431,http://dbpedia.org/,,"('label', 'lon')",0@3724
Nassau (Bahamas),25.0833,-77.35,http://data.nytimes.com/,,Nassau,33.3333,44.4333,http://sws.geonames.org/,,"('label', 'ontology')",0@3724
Nassau (Bahamas),25.0833,-77.35,http://data.nytimes.com/,,Nassau,33.3333,44.4333,http://dbpedia.org/,,"('label', 'ele')",0@3724
Nassau (Bahamas),25.0833,-77.35,http://data.nytimes.com/,,Nassau,25.0582,-77.3431,http://dbpedia.org/,,"('label', 'lat', 'lon')",0@3724
Nassau (Bahamas),25.0833,-77.35,http://data.nytimes.com/,,Nassau,25.0582,44.4333,http://sws.geonames.org/,,"('label', 'lat', 'ontology')",0@3724
Nassau (Bahamas),25.0833,-77.35,http://data.nytimes.com/,,Nassau,25.0582,44.4333,http://dbpedia.org/,,"('label', 'lat', 'ele')",0@3724
Nassau (Bahamas),25.0833,-77.35,http://data.nytimes.com/,,Nassau,33.3333,-77.3431,http://sws.geonames.org/,,"('label', 'lon', 'ontology')",0@3724
Nassau (Bahamas),25.0833,-77.35,http://data.nytimes.com/,,Nassau,33.3333,-77.3431,http://dbpedia.org/,,"('label', 'lon', 'ele')",0@3724
Nassau (Bahamas),25.0833,-77.35,http://data.nytimes.com/,,Nassau,33.3333,44.4333,http://sws.geonames.org/,,"('label', 'ontology', 'ele')",0@3724
Nassau,25.0582,-77.3431,http://sws.geonames.org/,,"Nassau, Bahamas",44.1037,-69.1089,http://dbpedia.org/,,"('label', 'ontology')",1@6456
Nassau,25.0582,-77.3431,http://sws.geonames.org/,,"Nassau, Bahamas",,-69.1089,http://dbpedia.org/,,"('label', 'lat', 'ontology')",1@6456
Nassau,25.0582,-77.3431,http://sws.geonames.org/,,"Nassau, Bahamas",44.1037,,http://dbpedia.org/,,"('label', 'lon', 'ontology')",1@6456
Nassau,25.0582,-77.3431,http://sws.geonames.org/,,"Nassau, Bahamas",44.1037,-69.1089,http://dbpedia.org/,,"('label', 'ontology', 'ele')",1@6456
nassau,25.0667,-77.3333,http://rdf.freebase.com/,,Nassau,33.3333,44.4333,http://dbpedia.org/,,"('label',)",0@3724
nassau,25.0667,-77.3333,http://rdf.freebase.com/,,Nassau,25.0582,44.4333,http://dbpedia.org/,,"('label', 'lat')",0@3724
nassau,25.0667,-77.3333,http://rdf.freebase.com/,,Nassau,33.3333,-77.3431,http://dbpedia.org/,,"('label', 'lon')",0@3724
nassau,25.0667,-77.3333,http://rdf.freebase.com/,,Nassau,33.3333,44.4333,http://dbpedia.org/,,"('label', 'ele')",0@3724
nassau,25.0667,-77.3333,http://rdf.freebase.com/,,Nassau,25.0582,-77.3431,http://dbpedia.org/,,"('label', 'lat', 'lon')",0@3724
nassau,25.0667,-77.3333,http://rdf.freebase.com/,,Nassau,25.0582,44.4333,http://dbpedia.org/,,"('label', 'lat', 'ele')",0@3724
nassau,25.0667,-77.3333,http://rdf.freebase.com/,,Nassau,33.3333,-77.3431,http://dbpedia.org/,,"('label', 'lon', 'ele')",0@3724
Darwin (Australia),-12.4611,130.842,http://data.nytimes.com/,,"Darwin, Northern Territory",48.7167,13.2667,http://rdf.freebase.com/,,"('label',)",0@2494
Darwin (Australia),-12.4611,130.842,http://data.nytimes.com/,,"Darwin, Northern Territory",,13.2667,http://rdf.freebase.com/,,"('label', 'lat')",0@2494
Darwin (Australia),-12.4611,130.842,http://data.nytimes.com/,,"Darwin, Northern Territory",48.7167,,http://rdf.freebase.com/,,"('label', 'lon')",0@2494
Darwin (Australia),-12.4611,130.842,http://data.nytimes.com/,,"Darwin, Northern Territory",48.7167,13.2667,http://dbpedia.org/,,"('label', 'ontology')",0@2494
Darwin (Australia),-12.4611,130.842,http://data.nytimes.com/,,"Darwin, Northern Territory",48.7167,13.2667,http://rdf.freebase.com/,,"('label', 'ele')",0@2494
Darwin (Australia),-12.4611,130.842,http://data.nytimes.com/,,"Darwin, Northern Territory",,,http://rdf.freebase.com/,,"('label', 'lat', 'lon')",0@2494
Darwin (Australia),-12.4611,130.842,http://data.nytimes.com/,,"Darwin, Northern Territory",,13.2667,http://dbpedia.org/,,"('label', 'lat', 'ontology')",0@2494
Darwin (Australia),-12.4611,130.842,http://data.nytimes.com/,,"Darwin, Northern Territory",,13.2667,http://rdf.freebase.com/,,"('label', 'lat', 'ele')",0@2494
Darwin (Australia),-12.4611,130.842,http://data.nytimes.com/,,"Darwin, Northern Territory",48.7167,,http://dbpedia.org/,,"('label', 'lon', 'ontology')",0@2494
Darwin (Australia),-12.4611,130.842,http://data.nytimes.com/,,"Darwin, Northern Territory",48.7167,,http://rdf.freebase.com/,,"('label', 'lon', 'ele')",0@2494
Darwin (Australia),-12.4611,130.842,http://data.nytimes.com/,,"Darwin, Northern Territory",48.7167,13.2667,http://dbpedia.org/,,"('label', 'ontology', 'ele')",0@2494
Darwin (Australia),-12.4611,130.842,http://data.nytimes.com/,,"Darwin, Northern Territory",40.4,-3.6833,http://rdf.freebase.com/,,"('label',)",0@2139
Darwin (Australia),-12.4611,130.842,http://data.nytimes.com/,,"Darwin, Northern Territory",,-3.6833,http://rdf.freebase.com/,,"('label', 'lat')",0@2139
Darwin (Australia),-12.4611,130.842,http://data.nytimes.com/,,"Darwin, Northern Territory",40.4,,http://rdf.freebase.com/,,"('label', 'lon')",0@2139
Darwin (Australia),-12.4611,130.842,http://data.nytimes.com/,,"Darwin, Northern Territory",40.4,-3.6833,http://dbpedia.org/,,"('label', 'ontology')",0@2139
Darwin (Australia),-12.4611,130.842,http://data.nytimes.com/,,"Darwin, Northern Territory",40.4,-3.6833,http://rdf.freebase.com/,,"('label', 'ele')",0@2139
Darwin (Australia),-12.4611,130.842,http://data.nytimes.com/,,"Darwin, Northern Territory",,,http://rdf.freebase.com/,,"('label', 'lat', 'lon')",0@2139
Darwin (Australia),-12.4611,130.842,http://data.nytimes.com/,,"Darwin, Northern Territory",,-3.6833,http://dbpedia.org/,,"('label', 'lat', 'ontology')",0@2139
Darwin (Australia),-12.4611,130.842,http://data.nytimes.com/,,"Darwin, Northern Territory",,-3.6833,http://rdf.freebase.com/,,"('label', 'lat', 'ele')",0@2139
Darwin (Australia),-12.4611,130.842,http://data.nytimes.com/,,"Darwin, Northern Territory",40.4,,http://dbpedia.org/,,"('label', 'lon', 'ontology')",0@2139
Darwin (Australia),-12.4611,130.842,http://data.nytimes.com/,,"Darwin, Northern Territory",40.4,,http://rdf.freebase.com/,,"('label', 'lon', 'ele')",0@2139
Darwin (Australia),-12.4611,130.842,http://data.nytimes.com/,,"Darwin, Northern Territory",40.4,-3.6833,http://dbpedia.org/,,"('label', 'ontology', 'ele')",0@2139
Lugano (Switzerland),46.0101,8.96004,http://data.nytimes.com/,,Lugano,45.0705,7.68682,http://dbpedia.org/,,"('label', 'ontology')",0@5190
Lugano (Switzerland),46.0101,8.96004,http://data.nytimes.com/,,Lugano,46.0,7.68682,http://dbpedia.org/,,"('label', 'lat', 'ontology')",0@5190
Lugano (Switzerland),46.0101,8.96004,http://data.nytimes.com/,,Lugano,45.0705,8.95,http://dbpedia.org/,,"('label', 'lon', 'ontology')",0@5190
Lugano (Switzerland),46.0101,8.96004,http://data.nytimes.com/,,Lugano,45.0705,7.68682,http://dbpedia.org/,,"('label', 'ontology', 'ele')",0@5190
Kelowna (British Columbia),49.8831,-119.486,http://data.nytimes.com/,,kelowna,39.4698,-0.377387,http://rdf.freebase.com/,,"('label', 'ontology')",0@4254
Kelowna (British Columbia),49.8831,-119.486,http://data.nytimes.com/,,kelowna,49.8849,-0.377387,http://rdf.freebase.com/,,"('label', 'lat', 'ontology')",0@4254
Kelowna (British Columbia),49.8831,-119.486,http://data.nytimes.com/,,kelowna,39.4698,-119.491,http://rdf.freebase.com/,,"('label', 'lon', 'ontology')",0@4254
Kelowna (British Columbia),49.8831,-119.486,http://data.nytimes.com/,,kelowna,39.4698,-0.377387,http://rdf.freebase.com/,344.0,"('label', 'ontology', 'ele')",0@4254
Naples,40.8333,14.25,http://sws.geonames.org/,,Naples,54.3249,48.3852,http://rdf.freebase.com/,,"('label',)",1@620
Naples,40.8333,14.25,http://sws.geonames.org/,,Naples,40.8333,48.3852,http://rdf.freebase.com/,,"('label', 'lat')",1@620
Naples,40.8333,14.25,http://sws.geonames.org/,,Naples,54.3249,14.25,http://rdf.freebase.com/,,"('label', 'lon')",1@620
Naples,40.8333,14.25,http://sws.geonames.org/,,Naples,54.3249,48.3852,http://dbpedia.org/,,"('label', 'ontology')",1@620
Naples,40.8333,14.25,http://sws.geonames.org/,,Naples,54.3249,48.3852,http://rdf.freebase.com/,,"('label', 'ele')",1@620
Naples,40.8333,14.25,http://sws.geonames.org/,,Naples,40.8333,14.25,http://rdf.freebase.com/,,"('label', 'lat', 'lon')",1@620
Naples,40.8333,14.25,http://sws.geonames.org/,,Naples,40.8333,48.3852,http://dbpedia.org/,,"('label', 'lat', 'ontology')",1@620
Naples,40.8333,14.25,http://sws.geonames.org/,,Naples,40.8333,48.3852,http://rdf.freebase.com/,,"('label', 'lat', 'ele')",1@620
Naples,40.8333,14.25,http://sws.geonames.org/,,Naples,54.3249,14.25,http://dbpedia.org/,,"('label', 'lon', 'ontology')",1@620
Naples,40.8333,14.25,http://sws.geonames.org/,,Naples,54.3249,14.25,http://rdf.freebase.com/,,"('label', 'lon', 'ele')",1@620
Naples,40.8333,14.25,http://sws.geonames.org/,,Naples,54.3249,48.3852,http://dbpedia.org/,,"('label', 'ontology', 'ele')",1@620
Naples,40.8333,14.25,http://sws.geonames.org/,,Naples,30.3167,35.4833,http://data.nytimes.com/,,"('label',)",1@0
Naples,40.8333,14.25,http://sws.geonames.org/,,Naples,40.8333,35.4833,http://data.nytimes.com/,,"('label', 'lat')",1@0
Naples,40.8333,14.25,http://sws.geonames.org/,,Naples,30.3167,14.25,http://data.nytimes.com/,,"('label', 'lon')",1@0
Naples,40.8333,14.25,http://sws.geonames.org/,,Naples,30.3167,35.4833,http://dbpedia.org/,,"('label', 'ontology')",1@0
Naples,40.8333,14.25,http://sws.geonames.org/,,Naples,30.3167,35.4833,http://data.nytimes.com/,,"('label', 'ele')",1@0
Naples,40.8333,14.25,http://sws.geonames.org/,,Naples,40.8333,14.25,http://data.nytimes.com/,,"('label', 'lat', 'lon')",1@0
Naples,40.8333,14.25,http://sws.geonames.org/,,Naples,40.8333,35.4833,http://dbpedia.org/,,"('label', 'lat', 'ontology')",1@0
Naples,40.8333,14.25,http://sws.geonames.org/,,Naples,40.8333,35.4833,http://data.nytimes.com/,,"('label', 'lat', 'ele')",1@0
Naples,40.8333,14.25,http://sws.geonames.org/,,Naples,30.3167,14.25,http://dbpedia.org/,,"('label', 'lon', 'ontology')",1@0
Naples,40.8333,14.25,http://sws.geonames.org/,,Naples,30.3167,14.25,http://data.nytimes.com/,,"('label', 'lon', 'ele')",1@0
Naples,40.8333,14.25,http://sws.geonames.org/,,Naples,30.3167,35.4833,http://dbpedia.org/,,"('label', 'ontology', 'ele')",1@0
"Shanksville, Pennsylvania",,,http://dbpedia.org/,,Shanksville,,,http://dbpedia.org/,,"('label',)",0@6620
"Shanksville, Pennsylvania",,,http://dbpedia.org/,,Shanksville,40.0179,,http://dbpedia.org/,,"('label', 'lat')",0@6620
"Shanksville, Pennsylvania",,,http://dbpedia.org/,,Shanksville,,-78.9072,http://dbpedia.org/,,"('label', 'lon')",0@6620
"Shanksville, Pennsylvania",,,http://dbpedia.org/,,Shanksville,,,http://sws.geonames.org/,,"('label', 'ontology')",0@6620
"Shanksville, Pennsylvania",,,http://dbpedia.org/,,Shanksville,,,http://dbpedia.org/,,"('label', 'ele')",0@6620
"Shanksville, Pennsylvania",,,http://dbpedia.org/,,Shanksville,40.0179,-78.9072,http://dbpedia.org/,,"('label', 'lat', 'lon')",0@6620
"Shanksville, Pennsylvania",,,http://dbpedia.org/,,Shanksville,40.0179,,http://sws.geonames.org/,,"('label', 'lat', 'ontology')",0@6620
"Shanksville, Pennsylvania",,,http://dbpedia.org/,,Shanksville,40.0179,,http://dbpedia.org/,,"('label', 'lat', 'ele')",0@6620
"Shanksville, Pennsylvania",,,http://dbpedia.org/,,Shanksville,,-78.9072,http://sws.geonames.org/,,"('label', 'lon', 'ontology')",0@6620
"Shanksville, Pennsylvania",,,http://dbpedia.org/,,Shanksville,,-78.9072,http://dbpedia.org/,,"('label', 'lon', 'ele')",0@6620
"Shanksville, Pennsylvania",,,http://dbpedia.org/,,Shanksville,,,http://sws.geonames.org/,,"('label', 'ontology', 'ele')",0@6620
"Shanksville, Pennsylvania",,,http://dbpedia.org/,,Shanksville,,,http://dbpedia.org/,,"('label',)",0@445
"Shanksville, Pennsylvania",,,http://dbpedia.org/,,Shanksville,40.0179,,http://dbpedia.org/,,"('label', 'lat')",0@445
"Shanksville, Pennsylvania",,,http://dbpedia.org/,,Shanksville,,-78.9072,http://dbpedia.org/,,"('label', 'lon')",0@445
"Shanksville, Pennsylvania",,,http://dbpedia.org/,,Shanksville,,,http://sws.geonames.org/,,"('label', 'ontology')",0@445
"Shanksville, Pennsylvania",,,http://dbpedia.org/,,Shanksville,,,http://dbpedia.org/,,"('label', 'ele')",0@445
"Shanksville, Pennsylvania",,,http://dbpedia.org/,,Shanksville,40.0179,-78.9072,http://dbpedia.org/,,"('label', 'lat', 'lon')",0@445
"Shanksville, Pennsylvania",,,http://dbpedia.org/,,Shanksville,40.0179,,http://sws.geonames.org/,,"('label', 'lat', 'ontology')",0@445
"Shanksville, Pennsylvania",,,http://dbpedia.org/,,Shanksville,40.0179,,http://dbpedia.org/,,"('label', 'lat', 'ele')",0@445
"Shanksville, Pennsylvania",,,http://dbpedia.org/,,Shanksville,,-78.9072,http://sws.geonames.org/,,"('label', 'lon', 'ontology')",0@445
"Shanksville, Pennsylvania",,,http://dbpedia.org/,,Shanksville,,-78.9072,http://dbpedia.org/,,"('label', 'lon', 'ele')",0@445
"Shanksville, Pennsylvania",,,http://dbpedia.org/,,Shanksville,,,http://sws.geonames.org/,,"('label', 'ontology', 'ele')",0@445
Mont Tremblant (Canada),46.1949,-74.6264,http://data.nytimes.com/,,"Mont-Tremblant, Quebec",40.0179,-78.9072,http://sws.geonames.org/,,"('label',)",1@739
Mont Tremblant (Canada),46.1949,-74.6264,http://data.nytimes.com/,,"Mont-Tremblant, Quebec",,-78.9072,http://sws.geonames.org/,,"('label', 'lat')",1@739
Mont Tremblant (Canada),46.1949,-74.6264,http://data.nytimes.com/,,"Mont-Tremblant, Quebec",40.0179,,http://sws.geonames.org/,,"('label', 'lon')",1@739
Mont Tremblant (Canada),46.1949,-74.6264,http://data.nytimes.com/,,"Mont-Tremblant, Quebec",40.0179,-78.9072,http://dbpedia.org/,,"('label', 'ontology')",1@739
Mont Tremblant (Canada),46.1949,-74.6264,http://data.nytimes.com/,,"Mont-Tremblant, Quebec",40.0179,-78.9072,http://sws.geonames.org/,,"('label', 'ele')",1@739
Mont Tremblant (Canada),46.1949,-74.6264,http://data.nytimes.com/,,"Mont-Tremblant, Quebec",,,http://sws.geonames.org/,,"('label', 'lat', 'lon')",1@739
Mont Tremblant (Canada),46.1949,-74.6264,http://data.nytimes.com/,,"Mont-Tremblant, Quebec",,-78.9072,http://dbpedia.org/,,"('label', 'lat', 'ontology')",1@739
